X;Y;Z
3.2155831427345047;1.1634809203957994;0.0
3.1903032931154485;1.1047159561687123;0.0
3.1849172045909397;1.1020630355932712;0.0
3.146875620199733;1.0991388283611454;0.0
3.15722878244237;1.1240075330636081;0.0
3.15722878244237;1.1240075330636081;0.0
3.1318996874240463;1.1221323424529148;0.0
3.135314064412382;1.1304122878885223;0.0
3.1462916149307953;1.1356785918941135;0.0
2.998826455999615;1.127158752116061;0.0
2.995875944767908;1.1190914381911483;0.0
2.984430791215356;1.1140826799172685;0.0
2.984430791215356;1.1140826799172685;0.0
2.9963127493322586;1.146377688401621;0.0
2.98463306847221;1.1412804921854116;0.0
3.0090557493184047;1.1423531266221285;0.0
3.0059939942956726;1.1342395066949484;0.0
3.0059939942956726;1.1342395066949484;0.0
3.10558795156675;1.139886167002641;0.0
3.098875525492718;1.1233933511077208;0.0
3.104516534039959;1.126026972822606;0.0
3.0057325537566606;1.120604657318249;0.0
3.0148751019688214;1.1449259500047173;0.0
3.0206577235524317;1.14749378605533;0.0
3.0206577235524317;1.14749378605533;0.0
3.008467345671245;1.1150592301167315;0.0
3.0254578830192043;1.1226245133621495;0.0
3.0495987115154164;1.1238044314114088;0.0
3.0373092680430527;1.0913549003658685;0.0
3.009079498928677;1.0787592027658288;0.0
2.9612546309638916;1.077021374186664;0.0
2.9728088144748916;1.1090477982517228;0.0
2.9786448755299175;1.1115690803443656;0.0
3.0148317038690142;1.1130536504611959;0.0
3.005778477860041;1.0888405502447198;0.0
3.0227884720439526;1.096389648498223;0.0
3.071120180279016;1.098781693453419;0.0
3.087153582621367;1.1396846367859734;0.0
3.0645780032258982;1.1292858305191433;0.0
3.0645780032258982;1.1292858305191433;0.0
3.0743531307954166;1.1539078603779778;0.0
3.0743531307954166;1.1539078603779778;0.0
3.0618089554432655;1.153147914346243;0.0
3.0333186806522776;1.079837386824426;0.0
3.039015682770604;1.0823915331557927;0.0
2.9908279596293212;1.0803335258412083;0.0
3.0148751019688214;1.1449259500047173;0.0
3.037719407762115;1.1551504536057937;0.0
3.0868269189483493;1.1579498861596322;0.0
3.093372365124237;1.1744490385408886;0.0
3.065062833485283;1.16136473298735;0.0
3.0400333131564454;1.1599157736635324;0.0
3.012097157837658;1.0868139173937732;0.0
3.017834218910446;1.0893539521042852;0.0
3.05433580636419;1.0911101774738028;0.0
3.0670632832960765;1.1237113683835416;0.0
3.0613562629531557;1.121107687104895;0.0
3.012100260957406;1.1185906908733896;0.0
3.0060247444723536;1.102423736624157;0.0
3.0175236303503947;1.1075078555940547;0.0
3.054049077596064;1.1092975826414846;0.0
3.0603680805258864;1.12560117728562;0.0
3.043182776224713;1.1178208294712015;0.0
3.0185245715738116;1.1165864303470732;0.0
3.0185245715738116;1.1165864303470732;0.0
3.0243294483198526;1.1191638762201035;0.0
3.0738082999183605;1.1218310795261033;0.0
3.060945558959693;1.0891853985981406;0.0
3.0778039754747617;1.096909906993976;0.0
3.0900932864814976;1.097624888811043;0.0
3.116551604745248;1.1634968965696662;0.0
3.105318181099733;1.1582089275028502;0.0
3.0800780399058194;1.156542569063581;0.0
3.0702897576470427;1.1318972532780536;0.0
3.0815782143075867;1.1370969864125615;0.0
3.056883167556541;1.1356642049967582;0.0
3.0632716594156535;1.15203822203266;0.0
3.040292680781835;1.1416251649301843;0.0
3.0527751903756175;1.142319215436;0.0
3.0495655093725964;1.1341401609022337;0.0
3.0667599964923027;1.141962040122773;0.0
3.0420683008669065;1.140590289949131;0.0
3.045220107595663;1.1487561577354093;0.0
3.045220107595663;1.1487561577354093;0.0
3.057581436443655;1.149442947018468;0.0
3.0356246669235833;1.0924476788440396;0.0
3.018461581233247;1.084794335390758;0.0
3.030664455138722;1.0853580222689732;0.0
3.030664455138722;1.0853580222689732;0.0
3.0364124252846554;1.0879270839147768;0.0
3.000017947416349;1.0863099651123556;0.0
3.021345482024439;1.1429433833073628;0.0
3.021345482024439;1.1429433833073628;0.0
3.071073272270061;1.1456850286471227;0.0
3.042407198907918;1.072336668286992;0.0
3.0592904983363867;1.0799849160427342;0.0
3.0471832684782707;1.07937914337369;0.0
3.0565157679044135;1.1037168114920046;0.0
3.0395217570617588;1.0960299488969893;0.0
3.051803573624553;1.096659867747578;0.0
3.0581565835152853;1.1129448459966613;0.0
3.0581565835152853;1.1129448459966613;0.0
3.045797606420076;1.1122780480968315;0.0
3.0683345255049717;1.1695962430747455;0.0
3.050773842215232;1.1616265207028493;0.0
3.1019198411481583;1.1649514151453089;0.0
3.068549212030675;1.0827362203472803;0.0
3.080026134520958;1.0879813129892109;0.0
2.982176161210442;1.0833159753918231;0.0
2.9910756597622674;1.1074317983960398;0.0
2.9969191023418094;1.1099812770869424;0.0
3.0581565835152853;1.1129448459966613;0.0
3.084300625626176;1.1786656185003273;0.0
3.095744521291322;1.183978035254921;0.0
3.095744521291322;1.183978035254921;0.0
3.066311343121184;1.1099620894405982;0.0
3.0434439193427685;1.099597201595689;0.0
3.0558546639126907;1.1002606680678728;0.0
3.0655505380243007;1.1247617509113994;0.0
3.0827581573496685;1.1326498129948164;0.0
3.0578740578232217;1.1311824667819927;0.0
3.045230830002136;1.098599557169606;0.0
3.0565157679044135;1.1037168114920046;0.0
3.0565157679044135;1.1037168114920046;0.0
3.0854800484200617;1.1774967643402119;0.0
3.0566688814778855;1.1642893669144172;0.0
3.044048817483617;1.163548858290679;0.0
3.0281211638587715;1.1227130855196203;0.0
3.039763053176988;1.1279156778141681;0.0
3.0151803896576475;1.1266981939787295;0.0
3.0030132804502983;1.0943603727230362;0.0
3.0087787116339033;1.096898231108698;0.0
3.069803480117742;1.0999156617650596;0.0
3.0827581573496685;1.1326498129948164;0.0
3.105079598681556;1.1430592222585747;0.0
3.0436728490803064;1.1394675716672038;0.0
3.0375002974270195;1.1231963759904946;0.0
3.0090531526420254;1.1105003405476201;0.0
3.045797606420076;1.1122780480968315;0.0
3.048955549950973;1.1204214702161979;0.0
3.043182776224713;1.1178208294712015;0.0
3.055607020513773;1.118497215747086;0.0
3.0653108088054246;1.1430513592701146;0.0
3.093695321569595;1.1561482479266947;0.0
3.0442910607678195;1.1532390375215824;0.0
3.0442910607678195;1.1532390375215824;0.0
3.021345482024439;1.1429433833073628;0.0
3.058563443201091;1.1449433969152676;0.0
3.048955549950973;1.1204214702161979;0.0
3.043182776224713;1.1178208294712015;0.0
3.043182776224713;1.1178208294712015;0.0
3.043182776224713;1.1178208294712015;0.0
3.0603680805258864;1.12560117728562;0.0
3.0603680805258864;1.12560117728562;0.0
3.0508940336003607;1.1011615510333206;0.0
3.0676235335596846;1.108803810085963;0.0
3.1166687094594714;1.1117442535890403;0.0
3.1233024692835696;1.1282216591101257;0.0
3.1233024692835696;1.1282216591101257;0.0
3.0862130549284412;1.125845998599984;0.0
3.0703290527502136;1.0850468124558523;0.0
3.053705683719506;1.077442626545767;0.0
3.0415803658950122;1.0768470655657585;0.0
3.0477726191183456;1.0930431896818211;0.0
3.0421141057384915;1.0904886178896795;0.0
3.0421141057384915;1.0904886178896795;0.0
3.053386661096198;1.0955903338061335;0.0
3.029183105874167;1.0944148182896594;0.0
3.044623440142252;1.135005420112021;0.0
3.0274366900957603;1.127286687883127;0.0
3.0896134715302432;1.1308095148908701;0.0
3.0962711939973997;1.1472889036995377;0.0
3.1075957325776775;1.1525796820200986;0.0
3.070002657192095;1.1501689586733994;0.0
3.0635629876860953;1.1337763430674412;0.0
3.0578740578232217;1.1311824667819927;0.0
3.107862850203062;1.1342724476405635;0.0
3.0913185568947705;1.0931946177246934;0.0
3.1024346240023846;1.0983768056775256;0.0
3.0778039754747617;1.096909906993976;0.0
3.097302007535847;1.146106353914368;0.0
3.102858785391026;1.1487110594399408;0.0
3.016868837328698;1.1438816816250845;0.0
2.998943922692161;1.0954039939405733;0.0
2.998943922692161;1.0954039939405733;0.0
3.0468465304315133;1.0975142822812611;0.0
3.0625000608511512;1.1382319871170572;0.0
3.039763053176988;1.1279156778141681;0.0
2.990789131839658;1.1256204779199297;0.0
2.984835805592673;1.109496819358852;0.0
2.990650947242645;1.1120283954617334;0.0
3.0638572770929935;1.115540463182579;0.0
3.086713567895692;1.1730518081453252;0.0
3.0809745869247807;1.1703999640835254;0.0
3.0683345255049717;1.1695962430747455;0.0
3.052144394829634;1.1285821299239558;0.0
3.052144394829634;1.1285821299239558;0.0
3.052144394829634;1.1285821299239558;0.0
3.0395217570617588;1.0960299488969893;0.0
3.0620904946412955;1.106263860307672;0.0
3.0499429032304928;1.105630208165608;0.0
3.043769266120654;1.0894124077742233;0.0
3.0325580622843584;1.0843606442501075;0.0
3.020502833649868;1.0838185267281901;0.0
3.0327228585908443;1.1161777852750119;0.0
3.0327228585908443;1.1161777852750119;0.0
3.1067871571385086;1.1204159460894245;0.0
3.113465540504098;1.1369063896564515;0.0
3.107862850203062;1.1342724476405635;0.0
3.0827581573496685;1.1326498129948164;0.0
3.0860492037893046;1.1408715497675606;0.0
3.102858785391026;1.1487110594399408;0.0
3.090418549768725;1.1479098218589192;0.0
3.071120180279016;1.098781693453419;0.0
3.048648525526774;1.0885371203228158;0.0
3.0364124252846554;1.0879270839147768;0.0
3.0618089554432655;1.153147914346243;0.0
3.0732569965454326;1.1583889753840921;0.0
3.0732569965454326;1.1583889753840921;0.0
3.070002657192095;1.1501689586733994;0.0
3.0643047003486807;1.1475597361246839;0.0
3.0148751019688214;1.1449259500047173;0.0
3.0148751019688214;1.1449259500047173;0.0
3.0148751019688214;1.1449259500047173;0.0
3.101956559189022;1.1499384423269996;0.0
3.085421732115206;1.1088106118312748;0.0
3.085421732115206;1.1088106118312748;0.0
3.048365823888857;1.1067244542371326;0.0
3.0515164280606903;1.1148627856873936;0.0
3.0684115228435216;1.1225737145115509;0.0
3.031900295697691;1.1206716704142425;0.0
3.025808446540017;1.1044701911119494;0.0
3.025808446540017;1.1044701911119494;0.0
3.0620904946412955;1.106263860307672;0.0
3.0589575032652916;1.0981301926638045;0.0
3.0421141057384915;1.0904886178896795;0.0
3.017834218910446;1.0893539521042852;0.0
3.033207209819303;1.1298660262757394;0.0
3.044623440142252;1.135005420112021;0.0
3.0815782143075867;1.1370969864125615;0.0
3.07191850757523;1.1125350328164603;0.0
3.060661898604178;1.1073820567990813;0.0
3.085421732115206;1.1088106118312748;0.0
3.0789372935468076;1.0924625775038226;0.0
3.1065027747150165;1.1053099056174527;0.0
3.0820938016432127;1.1038583730010494;0.0
3.101450267138617;1.1530775512132134;0.0
3.073534333400243;1.1400976600448611;0.0
3.0986050772292604;1.1416810673612647;0.0
3.088694705748148;1.1170072289293471;0.0
3.0998740783527414;1.1222144396135447;0.0
3.1248423653072006;1.1238738847442196;0.0
3.1282209050626113;1.1321408878057235;0.0
3.1282209050626113;1.1321408878057235;0.0
3.1156699280892903;1.131271343013066;0.0
3.112329963968703;1.1230244654769321;0.0
3.1067871571385086;1.1204159460894245;0.0
3.008467345671245;1.1150592301167315;0.0
3.0206577235524317;1.14749378605533;0.0
3.0090557493184047;1.1423531266221285;0.0
3.046103515926848;1.1442390448791575;0.0
3.0525173649681236;1.1606201245966121;0.0
3.0582944604904156;1.163242811972332;0.0
3.1087019040196555;1.1664956506726811;0.0
3.105318181099733;1.1582089275028502;0.0
3.1330632969139276;1.171365420383171;0.0
3.0709165514753267;1.1672447518393108;0.0
3.0709165514753267;1.1672447518393108;0.0
3.031016999215334;1.1491254454197652;0.0
3.0560076880425004;1.1505138750969566;0.0
3.033767160453187;1.0934529746475894;0.0
3.045230830002136;1.098599557169606;0.0
3.045230830002136;1.098599557169606;0.0
3.0421141057384915;1.0904886178896795;0.0
3.0477726191183456;1.0930431896818211;0.0
2.987575747106404;1.0904195035229696;0.0
3.005421708282574;1.1388060873110573;0.0
2.98791216703256;1.1311410643968112;0.0
3.037124147638114;1.1334654953578878;0.0
3.037124147638114;1.1334654953578878;0.0
3.037124147638114;1.1334654953578878;0.0
3.112596541322176;1.138095854575547;0.0
3.1229011156627564;1.162985474081844;0.0
3.1508959756598305;1.1763658070938932;0.0
3.0505946273645344;1.1696077691317739;0.0
3.0442910607678195;1.1532390375215824;0.0
3.027154732080595;1.1455292992775936;0.0
