X;Y;Z;TimeStamp
1.0199987805669413;1.056541504597804;0.0;1706703310.228162
1.0138860863684134;1.0591568204006454;0.0;1706703310.2746603
1.0138860863684134;1.0591568204006454;0.0;1706703310.2854056
1.0346561742322997;1.0033378438781824;0.0;1706703310.3324559
1.0226810992440083;1.0084375450234733;0.0;1706703310.3761706
1.0346689972170653;1.0080635095720447;0.0;1706703310.385989
1.0259428132407702;1.0319075239751037;0.0;1706703310.4281297
1.0440961432999216;1.024212883020723;0.0;1706703310.4747398
1.115862737562236;1.0225969113296942;0.0;1706703310.4813328
1.1022824859675586;1.0619903298498552;0.0;1706703310.5243227
1.1085761845604656;1.059446111085915;0.0;1706703310.5746675
1.0965451352852549;1.059695076276962;0.0;1706703310.5812552
1.0993282300001017;1.0517847236083095;0.0;1706703310.6282165
1.0868306537792867;1.0568787347291393;0.0;1706703310.674209
1.0627452137270799;1.0574971409275746;0.0;1706703310.6848345
1.0569708482624987;1.0734256277374583;0.0;1706703310.7283533
1.026669984421208;1.0862540435735382;0.0;1706703310.7749023
1.0023803623813916;1.0871949799553513;0.0;1706703310.7820969
1.005396421847026;1.0791500967115215;0.0;1706703310.8282428
0.9995195687557311;1.0817114981961042;0.0;1706703310.8761554
1.0948781222155026;1.07882035241506;0.0;1706703310.883568
1.1002559842325212;1.0630099643537299;0.0;1706703310.9242494
1.1002559842325212;1.0630099643537299;0.0;1706703310.9753592
1.0414511827340496;1.0644067123932497;0.0;1706703310.9811537
1.0527665334348648;1.0326248077355402;0.0;1706703311.0244505
1.0705538505053873;1.025160241381875;0.0;1706703311.075086
1.1173046283210861;1.0243526837077077;0.0;1706703311.0877697
1.0846995669864619;1.119268623510903;0.0;1706703311.1324308
1.0971395624580924;1.1141689093505867;0.0;1706703311.1760097
1.0483755018201482;1.1156315035915123;0.0;1706703311.1804478
1.0513255491596438;1.107605871493875;0.0;1706703311.2244112
1.0390514114070495;1.1127856956025894;0.0;1706703311.2750676
1.0144887408050511;1.1137457880052852;0.0;1706703311.2873595
1.0114412982816272;1.121823151940644;0.0;1706703311.3321471
1.0175222461596432;1.1192048000665893;0.0;1706703311.3748798
0.9674606511568722;1.1216035045351456;0.0;1706703311.3843925
0.9832875333387711;1.0810283490846837;0.0;1706703311.4282277
0.9953535092830885;1.0757629618670597;0.0;1706703311.4744432
1.0077937276029414;1.0752213092103855;0.0;1706703311.48168
0.9663558601074631;1.1810037963977584;0.0;1706703311.5283208
0.9725825412925653;1.178259133042837;0.0;1706703311.5757518
1.0240220173620598;1.1755436057105415;0.0;1706703311.5867586
1.0240220173620598;1.1755436057105415;0.0;1706703311.6283019
0.992966484074622;1.1889465461876598;0.0;1706703311.6757205
1.0181144765082994;1.1877085814969823;0.0;1706703311.6865969
1.0333273859887766;1.147138498227087;0.0;1706703311.7279882
1.0518123962899621;1.1393173531444762;0.0;1706703311.7750804
1.0269583378212332;1.1402975274075813;0.0;1706703311.7812386
1.0479003031080145;1.0839935373056035;0.0;1706703311.824461
1.0417798025054699;1.086574600786482;0.0;1706703311.8756406
1.0660380651320822;1.0858096581274146;0.0;1706703311.8811903
1.0242985445588917;1.1987059526419148;0.0;1706703311.9243903
1.0119034732691243;1.2040343876488642;0.0;1706703311.975403
1.0369980883161738;1.202874256852793;0.0;1706703311.9815123
1.0750204426134156;1.0981964896639511;0.0;1706703312.0283184
1.0629564015976043;1.1032372901832985;0.0;1706703312.075225
0.9657810930631949;1.1070854684988913;0.0;1706703312.0852997
0.9367328820269082;1.180769662125907;0.0;1706703312.1281674
0.9486106082931495;1.1753988897272047;0.0;1706703312.1749
0.9992649383874825;1.1726030713247126;0.0;1706703312.180285
0.9865926778708461;1.2053484526193734;0.0;1706703312.2243447
0.9685049107473811;1.2133589681818273;0.0;1706703312.274862
0.9936926602855484;1.2119730822916719;0.0;1706703312.2850547
1.0122518222312569;1.1630116555610295;0.0;1706703312.328338
1.048835961241653;1.1473776342765094;0.0;1706703312.3752284
0.9860331034039637;1.1502131537490372;0.0;1706703312.3826456
1.0079777918872672;1.0934294072527155;0.0;1706703312.4244692
0.9839703215126716;1.1038887291319843;0.0;1706703312.4738572
1.0808791996705467;1.100407855535643;0.0;1706703312.480458
1.0864099312921855;1.0845117417987629;0.0;1706703312.5242102
1.110915046927683;1.0744934330385323;0.0;1706703312.576311
1.0263807754043708;1.0768519626839939;0.0;1706703312.5812733
1.0173220273728927;1.100968019378907;0.0;1706703312.6281846
0.9932377660067006;1.1114071841295288;0.0;1706703312.6748636
1.0420616624861005;1.1094614767006865;0.0;1706703312.6847599
1.0302543795357413;1.141652686804922;0.0;1706703312.7323298
1.048576985849078;1.1338736026600504;0.0;1706703312.7750869
1.048576985849078;1.1338736026600504;0.0;1706703312.7869475
1.0273997540948672;1.1905526739002223;0.0;1706703312.8284066
1.0150229263732644;1.1958632625040353;0.0;1706703312.8765502
1.0024440197604736;1.1964798512993007;0.0;1706703312.884937
1.0240125897248786;1.1395562061169293;0.0;1706703312.9281936
1.0301081576844966;1.1369496296887815;0.0;1706703312.974858
0.9927918429997704;1.1386119094647178;0.0;1706703312.9806712
0.9990278202602819;1.1223780830900447;0.0;1706703313.0281928
1.005083365412987;1.119749263448887;0.0;1706703313.0745738
1.0544652479952685;1.117801031597439;0.0;1706703313.0856442
1.0273997540948672;1.1905526739002223;0.0;1706703313.1281717
1.0028454964740685;1.2011463616560074;0.0;1706703313.1753204
1.0153293313800018;1.2005439318550928;0.0;1706703313.182097
1.0481292038825967;1.1116008393292565;0.0;1706703313.2244067
1.0724025209895072;1.1014187327425853;0.0;1706703313.275174
0.9988302791179907;1.1041300563478664;0.0;1706703313.2809076
0.9603397273743358;1.2021807658648636;0.0;1706703313.3244379
0.9727067146458647;1.1967039280843295;0.0;1706703313.3747954
0.9597001443385892;1.1974970585455773;0.0;1706703313.3834698
0.9762123682687225;1.1563732689529889;0.0;1706703313.4283185
0.9400520741279215;1.1725193805023808;0.0;1706703313.4746308
1.0151839769630144;1.1685401503914115;0.0;1706703313.481836
1.033148507591723;1.1200454760947482;0.0;1706703313.5242984
1.0635629083400588;1.107203359242488;0.0;1706703313.575471
1.0757427505373978;1.1068366997779158;0.0;1706703313.5866702
1.0612174126100349;1.1469259873462023;0.0;1706703313.6281786
1.0487904044417893;1.1521384639791352;0.0;1706703313.6758168
1.0115839956999961;1.1536808820581161;0.0;1706703313.6857622
1.0084846056727632;1.1618093941807839;0.0;1706703313.7282245
1.014630055108148;1.1591595885599142;0.0;1706703313.7745864
1.0643606767197675;1.1571558016446724;0.0;1706703313.781941
1.0584541758688002;1.1732924081636706;0.0;1706703313.8239996
1.0522072024437217;1.1759112853057172;0.0;1706703313.875458
1.0273357859937557;1.1769330688549362;0.0;1706703313.885765
1.0483267749423453;1.1203837736720965;0.0;1706703313.9283142
1.0544652479952685;1.117801031597439;0.0;1706703313.9756896
1.0666666657459036;1.1174055416054791;0.0;1706703313.9869015
1.0490241655582144;1.1656806685384127;0.0;1706703314.028353
1.0490241655582144;1.1656806685384127;0.0;1706703314.0759163
0.9988949251372718;1.167910505203803;0.0;1706703314.0814745
0.9893355027757827;1.1924546066228106;0.0;1706703314.1243336
0.9831743799049458;1.1951526533607435;0.0;1706703314.1751487
1.0586623329629843;1.1916248038563606;0.0;1706703314.1839702
1.0902989150952047;1.1033295604118003;0.0;1706703314.22825
1.1027000206599642;1.0982623557016074;0.0;1706703314.276619
1.0420063833702873;1.1000142787223341;0.0;1706703314.2867703
1.0239006366484706;1.1483934420328124;0.0;1706703314.3322732
1.0055041368469857;1.1563134358083478;0.0;1706703314.3743086
1.0549057411312714;1.1542863278974418;0.0;1706703314.3863773
1.0665055622450863;1.1221577501628206;0.0;1706703314.4283001
1.072631683536816;1.1196051755386383;0.0;1706703314.4764445
1.0114412982816272;1.121823151940644;0.0;1706703314.4854581
0.9990684332453479;1.1542706224962371;0.0;1706703314.5282485
1.017559299372508;1.1462926068234072;0.0;1706703314.5747359
1.0551136523848694;1.1447477944926605;0.0;1706703314.5812938
1.0460766851553676;1.1689896033738418;0.0;1706703314.6243422
1.0460766851553676;1.1689896033738418;0.0;1706703314.6753118
1.0460766851553676;1.1689896033738418;0.0;1706703314.681601
1.0580821829933225;1.1366958131773803;0.0;1706703314.7242308
1.0272614370531883;1.1497330822658522;0.0;1706703314.7768764
1.002561984559791;1.150809463970147;0.0;1706703314.7871509
1.0177629298093807;1.110361854076108;0.0;1706703314.8283532
1.0481813383861391;1.0974129554378051;0.0;1706703314.8749168
1.0234680212699467;1.0983406252957908;0.0;1706703314.8802834
0.9985637323958332;1.1631855238602005;0.0;1706703314.9243162
0.9923624252368255;1.1658798026515458;0.0;1706703314.9744887
1.0176980040814392;1.1646341442308679;0.0;1706703314.9827864
1.033031829082252;1.124143911050623;0.0;1706703315.0282328
1.033031829082252;1.124143911050623;0.0;1706703315.075126
1.0577272635677188;1.1232332936504454;0.0;1706703315.0843031
1.072191101634525;1.0832531957388025;0.0;1706703315.1283753
1.072191101634525;1.0832531957388025;0.0;1706703315.174425
0.9986366475826396;1.0859063032151541;0.0;1706703315.1825013
1.001720530992432;1.0778450477260826;0.0;1706703315.224277
1.0077937276029414;1.0752213092103855;0.0;1706703315.276085
1.0812194935756174;1.0727418836725369;0.0;1706703315.2907832
1.0521206412210096;1.1528145639319642;0.0;1706703315.336493
1.0458392045629679;1.1554518714135864;0.0;1706703315.3754537
1.0458392045629679;1.1554518714135864;0.0;1706703315.3849459
1.0577272635677188;1.1232332936504454;0.0;1706703315.4282644
1.051529968543163;1.1258307470737998;0.0;1706703315.4750144
0.976875584357913;1.1290858616806252;0.0;1706703315.48457
0.9736796690857592;1.1372378875313007;0.0;1706703315.5283742
0.9736796690857592;1.1372378875313007;0.0;1706703315.5751164
0.9610053140271129;1.1379319282783877;0.0;1706703315.5847855
0.9411311479027143;1.1872859369222133;0.0;1706703315.6281552
0.9290697959516274;1.1927473091054484;0.0;1706703315.6750708
0.9548019097403402;1.1911041422422182;0.0;1706703315.685041
0.980566209412434;1.1256051847813422;0.0;1706703315.7281585
0.9926022110425874;1.1203282676944788;0.0;1706703315.7754862
1.0175222461596432;1.1192048000665893;0.0;1706703315.7858737
1.0082900703396995;1.1434950172127782;0.0;1706703315.8283093
1.0144415329059782;1.1408451293086797;0.0;1706703315.8752642
