ID,Range,Timestamp
D62A,3.99,1693537329298 
D62A,4.05,1693537329336 
D62A,4.18,1693537329436 
D62A,4.02,1693537329536 
D62A,4.00,1693537329637 
D62A,4.09,1693537329736 
D62A,4.18,1693537329836 
D62A,4.29,1693537329936 
D62A,4.21,1693537330036 
D62A,4.12,1693537330136 
D62A,4.12,1693537330236 
D62A,4.11,1693537330336 
D62A,4.15,1693537330436 
D62A,4.10,1693537330536 
D62A,4.13,1693537330636 
D62A,4.13,1693537330736 
D62A,4.16,1693537330836 
D62A,4.15,1693537330936 
D62A,4.15,1693537331036 
D62A,4.07,1693537331136 
D62A,4.11,1693537331236 
D62A,4.13,1693537331336 
D62A,4.21,1693537331436 
D62A,4.08,1693537331536 
D62A,4.09,1693537331636 
D62A,4.13,1693537331736 
D62A,4.17,1693537331836 
D62A,4.13,1693537331936 
D62A,4.15,1693537332036 
D62A,4.14,1693537332136 
D62A,4.19,1693537332236 
D62A,4.12,1693537332336 
D62A,4.14,1693537332436 
D62A,4.15,1693537332536 
D62A,4.11,1693537332636 
D62A,4.10,1693537332736 
D62A,4.13,1693537332836 
D62A,4.06,1693537332936 
D62A,4.13,1693537333036 
D62A,4.08,1693537333136 
D62A,4.09,1693537333236 
D62A,4.23,1693537333336 
D62A,4.18,1693537333436 
D62A,4.21,1693537333536 
D62A,4.20,1693537333636 
D62A,4.12,1693537333736 
D62A,4.15,1693537333836 
D62A,4.13,1693537333936 
D62A,4.14,1693537334036 
D62A,4.20,1693537334136 
D62A,4.09,1693537334236 
D62A,4.13,1693537334336 
D62A,4.14,1693537334436 
D62A,4.16,1693537334536 
D62A,4.11,1693537334637 
D62A,4.15,1693537334737 
D62A,4.14,1693537334837 
D62A,4.08,1693537334936 
D62A,4.16,1693537335037 
D62A,4.11,1693537335136 
D62A,4.16,1693537335237 
D62A,4.15,1693537335336 
D62A,4.16,1693537335437 
D62A,4.15,1693537335537 
D62A,4.12,1693537335636 
D62A,4.16,1693537335737 
D62A,4.12,1693537335837 
D62A,4.18,1693537335937 
D62A,4.16,1693537336037 
D62A,4.17,1693537336137 
D62A,4.11,1693537336237 
D62A,4.08,1693537336337 
D62A,4.12,1693537336436 
D62A,4.13,1693537336537 
D62A,4.16,1693537336637 
D62A,4.13,1693537336737 
D62A,4.16,1693537336837 
D62A,4.12,1693537336936 
D62A,4.11,1693537337037 
D62A,4.13,1693537337137 
D62A,4.16,1693537337237 
D62A,4.20,1693537337337 
D62A,4.08,1693537337436 
D62A,4.09,1693537337537 
D62A,4.14,1693537337637 
D62A,4.14,1693537337737 
D62A,4.09,1693537337837 
D62A,4.12,1693537337937 
D62A,4.17,1693537338037 
D62A,4.15,1693537338137 
D62A,4.15,1693537338237 
D62A,4.11,1693537338337 
D62A,4.20,1693537338437 
D62A,4.16,1693537338537 
D62A,4.11,1693537338637 
D62A,4.09,1693537338737 
D62A,4.12,1693537338837 
D62A,4.10,1693537338937 
D62A,4.11,1693537339037 
D62A,4.18,1693537339137 
D62A,4.14,1693537339237 
D62A,4.08,1693537339337 
D62A,4.13,1693537339437 
D62A,4.10,1693537339537 
D62A,4.17,1693537339637 
D62A,4.12,1693537339737 
D62A,4.13,1693537339837 
D62A,4.10,1693537339937 
D62A,4.14,1693537340037 
D62A,4.16,1693537340137 
D62A,4.18,1693537340237 
D62A,4.19,1693537340337 
D62A,4.15,1693537340437 
D62A,4.16,1693537340537 
D62A,4.17,1693537340637 
D62A,4.11,1693537340737 
D62A,4.08,1693537340837 
D62A,4.10,1693537340937 
D62A,4.09,1693537341037 
D62A,4.17,1693537341137 
D62A,4.12,1693537341237 
D62A,4.13,1693537341337 
D62A,4.10,1693537341437 
D62A,4.11,1693537341537 
D62A,4.15,1693537341637 
D62A,4.12,1693537341737 
D62A,4.09,1693537341837 
D62A,4.14,1693537341937 
D62A,4.15,1693537342037 
D62A,4.18,1693537342137 
D62A,4.13,1693537342237 
D62A,4.11,1693537342337 
D62A,4.10,1693537342437 
D62A,4.09,1693537342537 
D62A,4.11,1693537342637 
D62A,4.12,1693537342737 
D62A,4.13,1693537342837 
D62A,4.10,1693537342937 
D62A,4.13,1693537343037 
D62A,4.10,1693537343137 
D62A,4.13,1693537343237 
D62A,4.12,1693537343337 
D62A,4.14,1693537343437 
D62A,4.11,1693537343537 
D62A,4.12,1693537343637 
D62A,4.11,1693537343737 
D62A,4.07,1693537343837 
D62A,4.09,1693537343937 
D62A,4.16,1693537344037 
D62A,4.17,1693537344137 
D62A,4.11,1693537344237 
D62A,4.11,1693537344337 
D62A,4.10,1693537344437 
D62A,4.09,1693537344537 
D62A,4.14,1693537344637 
D62A,4.09,1693537344737 
D62A,4.09,1693537344837 
D62A,4.11,1693537344937 
D62A,4.19,1693537345037 
D62A,4.12,1693537345137 
D62A,4.13,1693537345237 
D62A,4.16,1693537345337 
D62A,4.13,1693537345437 
D62A,4.14,1693537345537 
D62A,4.11,1693537345637 
D62A,4.14,1693537345737 
D62A,4.13,1693537345837 
D62A,4.11,1693537345937 
D62A,4.11,1693537346037 
D62A,4.11,1693537346137 
D62A,4.16,1693537346237 
D62A,4.12,1693537346337 
D62A,4.12,1693537346437 
D62A,4.14,1693537346537 
D62A,4.16,1693537346637 
D62A,4.16,1693537346737 
D62A,4.17,1693537346837 
D62A,4.09,1693537346937 
D62A,4.09,1693537347037 
D62A,4.11,1693537347137 
D62A,4.10,1693537347237 
D62A,4.13,1693537347337 
D62A,4.08,1693537347437 
D62A,4.20,1693537347537 
D62A,4.18,1693537347637 
D62A,4.16,1693537347737 
D62A,4.13,1693537347837 
D62A,4.11,1693537347937 
D62A,4.13,1693537348037 
D62A,4.14,1693537348137 
D62A,4.13,1693537348237 
D62A,4.10,1693537348337 
D62A,4.17,1693537348437 
D62A,4.15,1693537348537 
D62A,4.15,1693537348637 
D62A,4.16,1693537348737 
D62A,4.18,1693537348837 
D62A,4.11,1693537348937 
D62A,4.13,1693537349137 
D62A,4.11,1693537349237 
D62A,4.12,1693537349337 
D62A,4.13,1693537349437 
D62A,4.14,1693537349537 
D62A,4.13,1693537349637 
D62A,4.16,1693537349737 
D62A,4.16,1693537349837 
D62A,4.16,1693537349937 
D62A,4.16,1693537350037 
D62A,4.13,1693537350137 
D62A,4.16,1693537350237 
D62A,4.18,1693537350337 
D62A,4.15,1693537350437 
D62A,4.12,1693537350537 
D62A,4.14,1693537350637 
D62A,4.12,1693537350737 
D62A,4.11,1693537350837 
D62A,4.12,1693537350937 
D62A,4.11,1693537351037 
D62A,4.11,1693537351137 
D62A,4.12,1693537351237 
D62A,4.13,1693537351337 
D62A,4.15,1693537351437 
D62A,4.15,1693537351537 
D62A,4.12,1693537351637 
D62A,4.13,1693537351737 
D62A,4.16,1693537351837 
D62A,4.11,1693537351937 
D62A,4.14,1693537352037 
D62A,4.14,1693537352137 
D62A,4.22,1693537352237 
D62A,4.14,1693537352337 
D62A,4.13,1693537352437 
D62A,4.15,1693537352537 
D62A,4.09,1693537352637 
D62A,4.14,1693537352737 
D62A,4.11,1693537352837 
D62A,4.15,1693537352937 
D62A,4.14,1693537353037 
D62A,4.20,1693537353137 
D62A,4.11,1693537353237 
D62A,4.10,1693537353337 
D62A,4.14,1693537353437 
D62A,4.12,1693537353537 
D62A,4.16,1693537353637 
D62A,4.17,1693537353737 
D62A,4.15,1693537353837 
D62A,4.12,1693537353937 
D62A,4.15,1693537354037 
D62A,4.19,1693537354137 
D62A,4.12,1693537354237 
D62A,4.16,1693537354337 
D62A,4.14,1693537354437 
D62A,4.16,1693537354537 
D62A,4.14,1693537354637 
D62A,4.13,1693537354737 
D62A,4.12,1693537354837 
D62A,4.16,1693537354937 
D62A,4.18,1693537355037 
D62A,4.14,1693537355137 
D62A,4.16,1693537355237 
D62A,4.16,1693537355337 
D62A,4.14,1693537355437 
D62A,4.23,1693537355537 
D62A,4.13,1693537355637 
D62A,4.16,1693537355737 
D62A,4.17,1693537355837 
D62A,4.13,1693537355937 
D62A,4.21,1693537356037 
D62A,4.12,1693537356137 
D62A,4.12,1693537356237 
D62A,4.14,1693537356337 
D62A,4.11,1693537356437 
D62A,4.16,1693537356537 
D62A,4.09,1693537356637 
D62A,4.16,1693537356737 
D62A,4.14,1693537356837 
D62A,4.17,1693537356937 
D62A,4.12,1693537357037 
D62A,4.15,1693537357137 
D62A,4.15,1693537357237 
D62A,4.10,1693537357337 
D62A,4.13,1693537357437 
D62A,4.14,1693537357537 
D62A,4.15,1693537357637 
D62A,4.15,1693537357737 
D62A,4.19,1693537357837 
D62A,4.16,1693537357937 
D62A,4.09,1693537358037 
D62A,4.08,1693537358137 
D62A,4.08,1693537358237 
D62A,4.13,1693537358337 
D62A,4.22,1693537358437 
D62A,4.08,1693537358537 
D62A,4.08,1693537358637 
D62A,4.13,1693537358737 
D62A,4.15,1693537358837 
D62A,4.13,1693537358937 
D62A,4.10,1693537359037 
D62A,4.09,1693537359137 
D62A,4.10,1693537359237 
D62A,4.06,1693537359337 
D62A,4.10,1693537359437 
D62A,4.08,1693537359537 
D62A,4.12,1693537359637 
D62A,4.14,1693537359737 
D62A,4.11,1693537359837 
D62A,4.09,1693537359937 
D62A,4.06,1693537360037 
D62A,4.07,1693537360137 
D62A,4.12,1693537360237 
D62A,4.08,1693537360337 
D62A,4.08,1693537360437 
D62A,4.14,1693537360537 
D62A,4.11,1693537360637 
D62A,4.10,1693537360737 
D62A,4.11,1693537360837 
D62A,4.11,1693537360937 
D62A,4.16,1693537361037 
D62A,4.16,1693537361137 
D62A,4.11,1693537361237 
D62A,4.17,1693537361337 
D62A,4.19,1693537361437 
D62A,4.17,1693537361537 
D62A,4.12,1693537361637 
D62A,4.15,1693537361737 
D62A,4.17,1693537361837 
D62A,4.10,1693537361937 
D62A,4.14,1693537362037 
D62A,4.13,1693537362137 
D62A,4.08,1693537362237 
D62A,4.12,1693537362337 
D62A,4.14,1693537362437 
D62A,4.18,1693537362537 
D62A,4.16,1693537362637 
D62A,4.16,1693537362737 
D62A,4.10,1693537362837 
D62A,4.15,1693537362937 
D62A,4.15,1693537363037 
D62A,4.13,1693537363138 
D62A,4.15,1693537363237 
D62A,4.15,1693537363337 
D62A,4.10,1693537363437 
D62A,4.08,1693537363537 
D62A,4.14,1693537363637 
D62A,4.15,1693537363737 
D62A,4.11,1693537363837 
D62A,4.16,1693537363937 
D62A,4.14,1693537364037 
D62A,4.13,1693537364137 
D62A,4.16,1693537364237 
D62A,4.13,1693537364337 
D62A,4.13,1693537364437 
D62A,4.11,1693537364537 
D62A,4.10,1693537364637 
D62A,4.08,1693537364737 
D62A,4.10,1693537364837 
D62A,4.10,1693537364937 
D62A,4.11,1693537365037 
D62A,4.10,1693537365137 
D62A,4.18,1693537365237 
D62A,4.11,1693537365337 
D62A,4.14,1693537365437 
D62A,4.11,1693537365537 
D62A,4.11,1693537365637 
D62A,4.15,1693537365737 
D62A,4.10,1693537365837 
D62A,4.13,1693537365937 
D62A,4.16,1693537366037 
D62A,4.11,1693537366137 
D62A,4.17,1693537366237 
D62A,4.10,1693537366337 
