LS_X;LS_Y;LS_Z;ERRO_LS
1.07;1.08;0.0;0.11
1.08;1.11;0.0;0.14
1.02;1.1;0.0;0.11
1.01;1.16;0.0;0.16
1.01;1.12;0.0;0.12
1.06;1.17;0.0;0.18
1.05;1.15;0.0;0.16
1.08;1.08;0.0;0.12
1.1;1.11;0.0;0.15
0.99;1.17;0.0;0.17
1.07;1.12;0.0;0.14
1.0;1.1;0.0;0.1
0.99;1.13;0.0;0.13
1.09;1.1;0.0;0.13
1.06;1.11;0.0;0.13
1.04;1.13;0.0;0.14
1.01;1.17;0.0;0.17
0.98;1.17;0.0;0.17
1.08;1.15;0.0;0.17
0.96;1.21;0.0;0.21
1.05;1.18;0.0;0.19
1.02;1.13;0.0;0.13
1.08;1.16;0.0;0.17
1.01;1.17;0.0;0.17
1.07;1.1;0.0;0.12
0.97;1.13;0.0;0.13
1.06;1.03;0.0;0.07
1.03;1.12;0.0;0.13
1.04;1.08;0.0;0.09
1.06;1.11;0.0;0.12
1.02;1.16;0.0;0.16
1.04;1.1;0.0;0.11
1.04;1.11;0.0;0.11
1.06;1.1;0.0;0.11
1.08;1.12;0.0;0.15
1.15;0.82;0.0;0.24
1.05;1.11;0.0;0.12
1.01;1.13;0.0;0.13
1.03;1.15;0.0;0.15
1.05;1.18;0.0;0.19
1.07;1.09;0.0;0.11
1.02;1.18;0.0;0.18
1.03;1.11;0.0;0.12
1.04;1.16;0.0;0.16
1.02;1.13;0.0;0.13
0.97;1.13;0.0;0.13
1.07;1.11;0.0;0.13
1.09;1.08;0.0;0.13
1.05;1.09;0.0;0.1
1.09;1.09;0.0;0.12
1.07;1.08;0.0;0.11
1.08;1.18;0.0;0.19
1.03;1.17;0.0;0.17
1.08;0.9;0.0;0.13
1.07;1.09;0.0;0.11
1.08;1.1;0.0;0.13
1.08;1.05;0.0;0.09
1.06;1.15;0.0;0.16
1.11;1.05;0.0;0.12
1.04;1.13;0.0;0.13
1.07;1.11;0.0;0.13
1.1;1.12;0.0;0.15
1.17;0.89;0.0;0.2
1.1;0.91;0.0;0.14
1.18;0.8;0.0;0.27
1.04;1.11;0.0;0.12
1.07;1.09;0.0;0.12
1.09;1.17;0.0;0.2
1.03;1.09;0.0;0.09
0.99;1.16;0.0;0.16
1.04;1.13;0.0;0.14
1.14;0.9;0.0;0.17
1.04;1.12;0.0;0.13
1.12;0.98;0.0;0.12
1.13;0.9;0.0;0.17
1.09;1.09;0.0;0.13
1.07;1.11;0.0;0.13
1.04;1.18;0.0;0.18
1.25;0.48;0.0;0.58
1.16;0.81;0.0;0.25
1.22;0.52;0.0;0.53
1.06;1.09;0.0;0.11
1.02;1.1;0.0;0.1
1.09;1.12;0.0;0.15
1.07;1.09;0.0;0.11
1.03;1.16;0.0;0.16
1.08;1.04;0.0;0.09
1.03;1.06;0.0;0.07
1.04;1.11;0.0;0.12
1.09;1.05;0.0;0.1
1.11;0.91;0.0;0.14
1.04;0.97;0.0;0.05
1.04;1.04;0.0;0.05
1.01;1.15;0.0;0.15
1.12;0.97;0.0;0.13
1.05;1.07;0.0;0.09
1.01;1.19;0.0;0.19
1.04;0.97;0.0;0.05
1.01;1.24;0.0;0.24
1.04;1.2;0.0;0.2
1.1;1.11;0.0;0.15
1.24;0.65;0.0;0.43
1.22;0.66;0.0;0.4
1.0;1.08;0.0;0.08
0.99;1.21;0.0;0.21
1.05;1.14;0.0;0.15
1.15;0.84;0.0;0.22
0.99;1.14;0.0;0.14
1.11;1.13;0.0;0.17
1.05;1.16;0.0;0.17
1.04;1.23;0.0;0.23
1.0;1.18;0.0;0.18
1.19;0.71;0.0;0.34
0.99;1.22;0.0;0.22
1.04;1.18;0.0;0.18
1.06;1.02;0.0;0.06
1.05;1.15;0.0;0.16
1.07;1.07;0.0;0.1
1.19;0.74;0.0;0.32
1.17;0.65;0.0;0.39
1.1;1.13;0.0;0.16
1.09;1.09;0.0;0.13
1.06;1.16;0.0;0.17
1.06;1.14;0.0;0.15
1.02;1.14;0.0;0.14
1.06;1.13;0.0;0.14
0.98;1.16;0.0;0.16
1.01;1.19;0.0;0.2
0.96;1.16;0.0;0.16
0.98;1.11;0.0;0.11
1.1;1.11;0.0;0.15
1.03;1.05;0.0;0.06
1.04;1.09;0.0;0.1
1.05;1.14;0.0;0.15
1.07;1.14;0.0;0.15
1.09;1.09;0.0;0.13
1.04;1.13;0.0;0.14
1.01;1.1;0.0;0.1
1.09;1.08;0.0;0.12
1.06;1.08;0.0;0.1
1.03;1.08;0.0;0.09
1.04;1.09;0.0;0.1
1.08;1.08;0.0;0.12
1.05;1.14;0.0;0.15
1.15;0.93;0.0;0.17
1.12;0.78;0.0;0.25
1.16;0.79;0.0;0.26
1.12;0.88;0.0;0.17
1.12;0.91;0.0;0.15
1.06;1.05;0.0;0.08
1.14;0.87;0.0;0.19
1.11;0.87;0.0;0.17
1.08;1.07;0.0;0.1
1.1;0.98;0.0;0.1
1.06;0.93;0.0;0.1
0.99;1.22;0.0;0.22
1.21;0.71;0.0;0.36
1.16;0.82;0.0;0.24
1.14;0.95;0.0;0.15
1.16;0.86;0.0;0.21
1.07;1.15;0.0;0.17
1.08;1.08;0.0;0.12
0.99;1.08;0.0;0.08
1.1;0.92;0.0;0.13
1.03;1.04;0.0;0.05
0.96;1.19;0.0;0.19
1.07;1.08;0.0;0.11
0.99;1.12;0.0;0.12
1.06;0.99;0.0;0.06
1.08;1.03;0.0;0.08
1.15;0.84;0.0;0.22
1.14;0.89;0.0;0.17
1.11;0.83;0.0;0.2
1.04;1.02;0.0;0.04
0.94;1.13;0.0;0.15
1.09;1.13;0.0;0.16
1.12;0.94;0.0;0.13
1.02;1.15;0.0;0.16
1.06;1.19;0.0;0.2
1.06;1.13;0.0;0.14
1.04;1.08;0.0;0.09
1.04;1.11;0.0;0.12
1.07;1.13;0.0;0.15
1.1;1.08;0.0;0.13
1.05;1.1;0.0;0.11
1.02;1.1;0.0;0.1
1.03;1.11;0.0;0.11
1.02;1.18;0.0;0.18
1.07;1.15;0.0;0.17
1.02;1.11;0.0;0.11
0.79;1.2;0.0;0.29
1.08;1.01;0.0;0.08
0.84;1.06;0.0;0.17
1.16;0.99;0.0;0.16
1.08;1.03;0.0;0.09
0.91;1.08;0.0;0.12
1.0;1.07;0.0;0.07
1.04;1.03;0.0;0.05
1.09;1.03;0.0;0.09
1.04;1.06;0.0;0.07
1.03;1.09;0.0;0.09
0.99;1.09;0.0;0.09
0.99;1.08;0.0;0.08
0.91;1.14;0.0;0.17
0.99;0.97;0.0;0.03
0.97;1.02;0.0;0.03
0.99;1.11;0.0;0.11
0.98;0.97;0.0;0.04
0.96;1.04;0.0;0.06
1.04;0.86;0.0;0.15
1.02;0.99;0.0;0.02
1.03;0.91;0.0;0.09
