Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated
P4[11.00,11.00,0.00]=2.17;P3[13.00,0.00,0.00]=12.15;P5[13.00,24.00,0.00]=11.74;null;[12.25,11.95,0.91]
P4[11.00,11.00,0.00]=2.21;P3[13.00,0.00,0.00]=12.30;P5[13.00,24.00,0.00]=11.68;null;[12.29,12.04,1.01]
P4[11.00,11.00,0.00]=2.37;P5[13.00,24.00,0.00]=11.50;P3[13.00,0.00,0.00]=12.41;null;[12.38,12.15,0.48]
P4[11.00,11.00,0.00]=2.55;P5[13.00,24.00,0.00]=11.32;P3[13.00,0.00,0.00]=12.46;null;[12.47,12.25,0.00]
P4[11.00,11.00,0.00]=2.56;P5[13.00,24.00,0.00]=11.16;P3[13.00,0.00,0.00]=12.62;null;[12.51,12.37,-0.35]
P4[11.00,11.00,0.00]=2.75;P5[13.00,24.00,0.00]=10.95;P3[13.00,0.00,0.00]=12.70;null;[12.67,12.50,-0.44]
P4[11.00,11.00,0.00]=2.81;P5[13.00,24.00,0.00]=10.86;P3[13.00,0.00,0.00]=12.68;null;[12.77,12.60,-0.66]
P4[11.00,11.00,0.00]=2.84;P5[13.00,24.00,0.00]=10.80;P3[13.00,0.00,0.00]=12.77;null;[12.82,12.70,-0.85]
P4[11.00,11.00,0.00]=2.96;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=12.92;null;[12.93,12.78,-0.73]
P4[11.00,11.00,0.00]=3.02;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=12.91;null;[13.04,12.84,-0.62]
P4[11.00,11.00,0.00]=2.99;P5[13.00,24.00,0.00]=10.82;P3[13.00,0.00,0.00]=13.03;null;[13.06,12.90,-0.66]
P4[11.00,11.00,0.00]=3.09;P5[13.00,24.00,0.00]=10.72;P3[13.00,0.00,0.00]=13.03;null;[13.07,12.97,-0.83]
P4[11.00,11.00,0.00]=3.19;P5[13.00,24.00,0.00]=10.68;P3[13.00,0.00,0.00]=13.10;null;[13.08,13.03,-0.99]
P4[11.00,11.00,0.00]=3.18;P5[13.00,24.00,0.00]=10.63;P3[13.00,0.00,0.00]=13.10;null;[13.11,13.08,-1.05]
P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.59;P3[13.00,0.00,0.00]=13.14;null;[13.15,13.13,-1.10]
P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.62;P3[13.00,0.00,0.00]=13.14;null;[13.17,13.17,-1.17]
P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.57;P3[13.00,0.00,0.00]=13.16;null;[13.20,13.20,-1.18]
P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.59;P3[13.00,0.00,0.00]=13.17;null;[13.20,13.22,-1.23]
P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.59;P3[13.00,0.00,0.00]=13.28;null;[13.21,13.26,-1.14]
P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.58;P3[13.00,0.00,0.00]=13.21;null;[13.16,13.27,-1.23]
P4[11.00,11.00,0.00]=3.29;P5[13.00,24.00,0.00]=10.56;P3[13.00,0.00,0.00]=13.21;null;[13.16,13.29,-1.28]
P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.60;P3[13.00,0.00,0.00]=13.21;null;[13.11,13.30,-1.36]
P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.23;null;[13.12,13.31,-1.38]
P4[11.00,11.00,0.00]=3.29;P5[13.00,24.00,0.00]=10.63;P3[13.00,0.00,0.00]=13.27;null;[13.15,13.31,-1.29]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.57;P3[13.00,0.00,0.00]=13.32;null;[13.18,13.33,-1.21]
P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.32;null;[13.20,13.35,-1.07]
P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.46;P3[13.00,0.00,0.00]=13.26;null;[13.21,13.36,-1.10]
P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.45;P3[13.00,0.00,0.00]=13.24;null;[13.25,13.37,-1.07]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.47;P3[13.00,0.00,0.00]=13.33;null;[13.20,13.39,-1.19]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.31;null;[13.18,13.40,-1.29]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.56;P3[13.00,0.00,0.00]=13.31;null;[13.23,13.39,-1.18]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.27;null;[13.21,13.39,-1.27]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.33;null;[13.27,13.39,-1.10]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.37;null;[13.24,13.40,-1.11]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.56;P3[13.00,0.00,0.00]=13.35;null;[13.25,13.40,-1.11]
P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.30;null;[13.29,13.40,-0.97]
P4[11.00,11.00,0.00]=3.39;P5[13.00,24.00,0.00]=10.47;P3[13.00,0.00,0.00]=13.37;null;[13.32,13.41,-0.86]
P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.45;P3[13.00,0.00,0.00]=13.20;null;[13.41,13.40,-0.74]
P4[11.00,11.00,0.00]=3.44;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.30;null;[13.37,13.40,-0.95]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.29;null;[13.31,13.41,-1.09]
P4[11.00,11.00,0.00]=3.39;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.25;null;[13.32,13.40,-1.15]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.56;P3[13.00,0.00,0.00]=13.32;null;[13.33,13.40,-1.10]
P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.27;null;[13.29,13.40,-1.17]
P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.31;null;[13.31,13.40,-1.03]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.55;P3[13.00,0.00,0.00]=13.30;null;[13.34,13.39,-0.93]
P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.57;P3[13.00,0.00,0.00]=13.29;null;[13.35,13.38,-0.88]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.24;null;[13.33,13.38,-0.98]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.32;null;[13.27,13.40,-1.12]
P4[11.00,11.00,0.00]=3.39;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.25;null;[13.27,13.39,-1.21]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.33;null;[13.21,13.40,-1.30]
P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.33;null;[13.25,13.40,-1.08]
P4[11.00,11.00,0.00]=3.39;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.28;null;[13.25,13.40,-1.17]
P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.26;null;[13.25,13.39,-1.26]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.55;P3[13.00,0.00,0.00]=13.32;null;[13.28,13.39,-1.14]
P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.32;null;[13.21,13.40,-1.26]
P4[11.00,11.00,0.00]=3.43;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.34;null;[13.28,13.40,-1.15]
P4[11.00,11.00,0.00]=3.40;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.24;null;[13.32,13.40,-1.15]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.30;null;[13.27,13.40,-1.25]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.31;null;[13.23,13.41,-1.31]
P4[11.00,11.00,0.00]=3.39;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.37;null;[13.27,13.42,-1.17]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.34;null;[13.28,13.41,-1.11]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.31;null;[13.32,13.41,-0.96]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.32;null;[13.35,13.41,-0.88]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.55;P3[13.00,0.00,0.00]=13.32;null;[13.35,13.40,-0.87]
P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.47;P3[13.00,0.00,0.00]=13.31;null;[13.28,13.41,-1.02]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.31;null;[13.24,13.41,-1.15]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.30;null;[13.21,13.41,-1.26]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.31;null;[13.28,13.41,-1.02]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.30;null;[13.23,13.41,-1.16]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.34;null;[13.25,13.41,-1.06]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.29;null;[13.31,13.40,-0.88]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.38;null;[13.28,13.41,-0.93]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.55;P3[13.00,0.00,0.00]=13.29;null;[13.32,13.40,-0.82]
P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.60;P3[13.00,0.00,0.00]=13.32;null;[13.29,13.39,-0.90]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.34;null;[13.32,13.40,-0.79]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.26;null;[13.29,13.40,-0.96]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.31;null;[13.32,13.39,-0.89]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.35;null;[13.35,13.40,-0.77]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.32;null;[13.28,13.41,-0.98]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.29;null;[13.34,13.40,-0.79]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.29;null;[13.37,13.40,-0.65]
P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.58;P3[13.00,0.00,0.00]=13.32;null;[13.33,13.39,-0.76]
P4[11.00,11.00,0.00]=3.30;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.34;null;[13.32,13.40,-0.75]
P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.35;null;[13.29,13.40,-0.82]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.27;null;[13.28,13.40,-0.95]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.32;null;[13.31,13.40,-0.83]
P4[11.00,11.00,0.00]=3.40;P5[13.00,24.00,0.00]=10.47;P3[13.00,0.00,0.00]=13.29;null;[13.30,13.41,-0.96]
P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.26;null;[13.30,13.40,-1.03]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.23;null;[13.32,13.40,-1.06]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.28;null;[13.31,13.40,-1.13]
P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.35;null;[13.35,13.41,-0.96]
P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.29;null;[13.28,13.41,-1.11]
P4[11.00,11.00,0.00]=3.39;P5[13.00,24.00,0.00]=10.55;P3[13.00,0.00,0.00]=13.25;null;[13.27,13.40,-1.20]
P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.25;null;[13.30,13.39,-1.23]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.29;null;[13.25,13.39,-1.31]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.30;null;[13.22,13.40,-1.36]
P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.39;null;[13.18,13.41,-1.32]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.29;null;[13.17,13.41,-1.38]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.37;null;[13.18,13.41,-1.29]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.55;P3[13.00,0.00,0.00]=13.29;null;[13.25,13.40,-1.10]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.30;null;[13.21,13.40,-1.23]
P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.55;P3[13.00,0.00,0.00]=13.26;null;[13.18,13.39,-1.31]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.31;null;[13.23,13.39,-1.14]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.56;P3[13.00,0.00,0.00]=13.34;null;[13.24,13.39,-1.12]
P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.33;null;[13.18,13.40,-1.23]
P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.44;P3[13.00,0.00,0.00]=13.30;null;[13.18,13.41,-1.25]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.37;null;[13.22,13.42,-1.12]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.36;null;[13.23,13.42,-1.09]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.31;null;[13.19,13.42,-1.22]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.35;null;[13.22,13.42,-1.13]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.29;null;[13.29,13.41,-0.94]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.25;null;[13.27,13.40,-1.07]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.34;null;[13.28,13.40,-1.02]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.34;null;[13.31,13.40,-0.94]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.30;null;[13.26,13.41,-1.11]
P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.31;null;[13.30,13.40,-0.90]
P4[11.00,11.00,0.00]=3.40;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.25;null;[13.29,13.39,-1.05]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.32;null;[13.33,13.40,-0.85]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.57;P3[13.00,0.00,0.00]=13.34;null;[13.32,13.40,-0.91]
P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.24;null;[13.34,13.39,-1.00]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.29;null;[13.29,13.39,-1.13]
P4[11.00,11.00,0.00]=3.36;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.48;null;[13.30,13.41,-0.66]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.56;P3[13.00,0.00,0.00]=13.31;null;[13.32,13.40,-0.70]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.56;P3[13.00,0.00,0.00]=13.36;null;[13.29,13.40,-0.81]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.32;null;[13.32,13.40,-0.76]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.30;null;[13.26,13.40,-0.97]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.29;null;[13.22,13.40,-1.13]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.35;null;[13.26,13.41,-0.99]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.30;null;[13.23,13.41,-1.12]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.37;null;[13.24,13.42,-1.09]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.36;null;[13.26,13.42,-1.03]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.36;null;[13.27,13.42,-0.99]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.36;null;[13.31,13.43,-0.87]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.30;null;[13.26,13.42,-1.04]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.35;null;[13.30,13.43,-0.89]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.31;null;[13.25,13.42,-1.06]
P4[11.00,11.00,0.00]=3.39;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.31;null;[13.23,13.42,-1.18]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.24;null;[13.26,13.42,-1.17]
P4[11.00,11.00,0.00]=3.39;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.26;null;[13.28,13.41,-1.20]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.27;null;[13.29,13.41,-1.23]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.56;P3[13.00,0.00,0.00]=13.29;null;[13.33,13.40,-1.08]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.30;null;[13.29,13.40,-1.17]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.37;null;[13.28,13.41,-1.11]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.32;null;[13.23,13.42,-1.23]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.34;null;[13.26,13.41,-1.12]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.27;null;[13.23,13.41,-1.21]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.29;null;[13.22,13.41,-1.26]
P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.30;null;[13.28,13.40,-1.04]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.36;null;[13.30,13.41,-0.96]
P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.56;P3[13.00,0.00,0.00]=13.37;null;[13.25,13.41,-1.02]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.49;P3[13.00,0.00,0.00]=13.44;null;[13.21,13.43,-1.07]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.31;null;[13.28,13.42,-0.88]
P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.27;null;[13.29,13.42,-1.01]
P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.35;null;[13.31,13.42,-0.98]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.37;null;[13.31,13.42,-0.96]
P4[11.00,11.00,0.00]=3.43;P5[13.00,24.00,0.00]=10.54;P3[13.00,0.00,0.00]=13.30;null;[13.38,13.41,-0.84]
P4[11.00,11.00,0.00]=3.35;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.29;null;[13.30,13.41,-1.03]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.35;null;[13.30,13.41,-0.97]
P4[11.00,11.00,0.00]=3.40;P5[13.00,24.00,0.00]=10.58;P3[13.00,0.00,0.00]=13.38;null;[13.26,13.41,-1.07]
P4[11.00,11.00,0.00]=3.40;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.31;null;[13.33,13.41,-0.88]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.57;P3[13.00,0.00,0.00]=13.30;null;[13.35,13.40,-0.85]
P4[11.00,11.00,0.00]=3.43;P5[13.00,24.00,0.00]=10.55;P3[13.00,0.00,0.00]=13.37;null;[13.34,13.40,-0.92]
P4[11.00,11.00,0.00]=3.34;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.37;null;[13.31,13.41,-0.94]
P4[11.00,11.00,0.00]=3.40;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.40;null;[13.28,13.42,-1.00]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.33;null;[13.32,13.42,-0.89]
P4[11.00,11.00,0.00]=3.43;P5[13.00,24.00,0.00]=10.51;P3[13.00,0.00,0.00]=13.29;null;[13.30,13.42,-1.05]
P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.55;P3[13.00,0.00,0.00]=13.24;null;[13.30,13.40,-1.16]
P4[11.00,11.00,0.00]=3.40;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.30;null;[13.26,13.40,-1.28]
P4[11.00,11.00,0.00]=3.45;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.35;null;[13.33,13.41,-1.10]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.37;null;[13.32,13.42,-1.04]
P4[11.00,11.00,0.00]=3.45;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.26;null;[13.36,13.41,-1.07]
P4[11.00,11.00,0.00]=3.39;P5[13.00,24.00,0.00]=10.57;P3[13.00,0.00,0.00]=13.35;null;[13.34,13.41,-1.08]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.40;null;[13.29,13.42,-1.11]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.59;P3[13.00,0.00,0.00]=13.29;null;[13.32,13.40,-1.04]
P4[11.00,11.00,0.00]=3.37;P5[13.00,24.00,0.00]=10.58;P3[13.00,0.00,0.00]=13.37;null;[13.28,13.40,-1.11]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.38;null;[13.27,13.41,-1.09]
P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.48;P3[13.00,0.00,0.00]=13.36;null;[13.33,13.42,-0.91]
P4[11.00,11.00,0.00]=3.40;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.37;null;[13.32,13.42,-0.94]
P4[11.00,11.00,0.00]=3.38;P5[13.00,24.00,0.00]=10.57;P3[13.00,0.00,0.00]=13.36;null;[13.29,13.42,-1.02]
P4[11.00,11.00,0.00]=3.36;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.29;null;[13.24,13.41,-1.16]
P4[11.00,11.00,0.00]=3.41;P5[13.00,24.00,0.00]=10.50;P3[13.00,0.00,0.00]=13.37;null;[13.27,13.42,-1.08]
