Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.17;[2.32,1.35,0.80]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.07;[2.33,1.36,0.81]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.03;[2.33,1.37,0.77]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.08;[2.33,1.36,0.74]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.07;[2.33,1.36,0.73]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.00;[2.33,1.38,0.71]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.04;[2.32,1.39,0.71]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.08;[2.31,1.39,0.76]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.02;[2.31,1.39,0.74]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.09;[2.30,1.39,0.77]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.09;[2.31,1.38,0.75]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.17;[2.32,1.35,0.78]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=8.94;[2.31,1.39,0.70]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.06;[2.31,1.39,0.72]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.16;[2.31,1.38,0.63]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.04;[2.32,1.38,0.64]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.14;[2.32,1.36,0.67]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=8.94;[2.31,1.40,0.65]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.08;[2.31,1.40,0.71]
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=8.99;[2.30,1.42,0.73]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.09;[2.30,1.40,0.75]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.10;[2.30,1.41,0.58]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.05;[2.29,1.41,0.61]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.01;[2.30,1.41,0.60]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.08;[2.29,1.40,0.65]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.09;[2.29,1.40,0.72]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.16;[2.30,1.37,0.76]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.05;[2.32,1.37,0.73]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.03;[2.31,1.38,0.73]
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.11;[2.33,1.38,0.60]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.09;[2.32,1.38,0.67]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.19;[2.32,1.35,0.73]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=8.93;[2.32,1.39,0.67]
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.07;[2.31,1.39,0.74]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.09;[2.31,1.38,0.75]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.11;[2.31,1.38,0.79]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.05;[2.30,1.38,0.78]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.03;[2.31,1.39,0.76]
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.02;[2.33,1.39,0.74]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.19;[2.34,1.37,0.66]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=8.99;[2.34,1.39,0.63]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.09;[2.32,1.38,0.68]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.03;[2.31,1.40,0.72]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.02;[2.29,1.41,0.74]
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.13;[2.30,1.39,0.79]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.07;[2.32,1.38,0.77]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.15;[2.31,1.36,0.80]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=8.93;[2.32,1.40,0.73]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=8.91;[2.32,1.43,0.63]
P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.13;null;[2.45,1.48,0.98]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.10;[2.41,1.45,0.96]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.10;[2.37,1.44,0.95]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=8.97;[2.36,1.45,0.87]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.03;[2.32,1.45,0.84]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.20;[2.34,1.41,0.69]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.08;[2.32,1.40,0.72]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.15;[2.32,1.39,0.55]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.01;[2.32,1.40,0.59]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.00;[2.32,1.41,0.59]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.11;[2.31,1.40,0.66]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.14;[2.30,1.38,0.68]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.07;[2.30,1.38,0.69]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.66;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.06;[2.30,1.38,0.72]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.07;[2.32,1.38,0.72]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.07;[2.30,1.40,0.58]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.14;[2.31,1.37,0.65]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.05;[2.32,1.38,0.68]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.02;[2.32,1.39,0.68]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.05;[2.32,1.39,0.69]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=8.98;[2.32,1.40,0.62]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.03;[2.30,1.41,0.67]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.10;[2.29,1.40,0.70]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=8.91;[2.30,1.43,0.62]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=8.97;[2.30,1.44,0.61]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.19;[2.32,1.41,0.57]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.13;[2.30,1.39,0.64]
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=8.98;[2.30,1.41,0.66]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=8.98;[2.30,1.43,0.61]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=8.94;[2.31,1.44,0.52]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.12;[2.30,1.43,0.44]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.14;[2.31,1.42,0.40]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.64;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.15;[2.31,1.40,0.36]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.04;[2.30,1.41,0.45]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.05;[2.29,1.41,0.52]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.11;[2.30,1.40,0.62]
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.11;[2.30,1.40,0.56]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.15;[2.29,1.38,0.66]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.13;[2.31,1.38,0.52]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.66;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.05;[2.30,1.40,0.62]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.09;[2.30,1.39,0.67]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.68;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.08;[2.31,1.38,0.68]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.12;[2.31,1.37,0.71]
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.09;[2.32,1.36,0.75]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.01;[2.31,1.38,0.75]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.11;[2.31,1.37,0.79]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.82;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.17;[2.31,1.35,0.82]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.92;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.16;[2.32,1.34,0.85]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=8.96;[2.32,1.35,0.85]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.85;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.07;[2.33,1.35,0.81]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.19;[2.34,1.32,0.84]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.94;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.21;[2.34,1.30,0.83]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.88;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.19;[2.34,1.28,0.81]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.85;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.02;[2.34,1.31,0.76]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.03;[2.35,1.33,0.73]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.12;[2.35,1.33,0.75]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.82;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.11;[2.34,1.32,0.72]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.86;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.10;[2.34,1.32,0.71]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.81;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=8.99;[2.35,1.35,0.63]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.85;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.15;[2.35,1.34,0.71]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.19;[2.35,1.31,0.74]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.88;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.17;[2.35,1.30,0.79]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.81;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.22;[2.33,1.29,0.82]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.83;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.08;[2.34,1.30,0.80]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.89;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.12;[2.32,1.31,0.83]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.92;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.20;[2.31,1.30,0.85]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.08;[2.31,1.31,0.81]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.93;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.07;[2.32,1.33,0.81]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.92;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.19;[2.33,1.32,0.68]
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=8.96;[2.35,1.35,0.63]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.99;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.17;[2.34,1.33,0.67]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.99;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.06;[2.34,1.34,0.60]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.91;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.17;[2.34,1.32,0.61]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.13;[2.34,1.31,0.62]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=6.02;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.13;[2.34,1.31,0.66]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=6.01;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.22;[2.34,1.28,0.70]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.04;[2.34,1.31,0.62]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.91;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.26;[2.34,1.27,0.70]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.93;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.07;[2.33,1.30,0.70]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.11;[2.34,1.30,0.65]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.98;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.25;[2.36,1.28,0.53]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.97;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.13;[2.35,1.28,0.58]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.26;[2.37,1.26,0.51]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.07;[2.34,1.30,0.53]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=6.02;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.05;[2.34,1.32,0.56]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.97;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.23;[2.35,1.28,0.62]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=6.00;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.11;[2.35,1.29,0.63]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.97;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.20;[2.35,1.27,0.68]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=6.04;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.09;[2.34,1.29,0.67]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=6.00;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.03;[2.35,1.31,0.62]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=6.00;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.14;[2.35,1.30,0.65]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.96;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.17;[2.33,1.30,0.72]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.14;[2.33,1.30,0.69]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=6.00;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.01;[2.33,1.33,0.67]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.94;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.08;[2.33,1.33,0.68]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.97;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.26;[2.33,1.29,0.73]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.01;[2.33,1.32,0.67]
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.93;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.11;[2.32,1.33,0.73]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.91;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.11;[2.34,1.32,0.70]
