NodeId;X;Y;Z;TagId;Range;TimeStamp
p1;0;4.0;0;D62A;1.97;1693535685149220774
p3;2.0;8.0;0;D62A;3.97;1693535577333874869
p2;4.0;4.0;0;D62A;1.81;1693542932710566094
p3;2.0;8.0;0;D62A;3.95;1693535577433800609
p1;0;4.0;0;D62A;1.96;1693535685248504792
p2;4.0;4.0;0;D62A;1.85;1693542932810625428
p1;0;4.0;0;D62A;1.92;1693535685348719607
p3;2.0;8.0;0;D62A;3.92;1693535577533753535
p2;4.0;4.0;0;D62A;1.78;1693542932910340742
p1;0;4.0;0;D62A;1.93;1693535685449279589
p3;2.0;8.0;0;D62A;3.91;1693535577633766091
p2;4.0;4.0;0;D62A;1.86;1693542933010323150
p1;0;4.0;0;D62A;1.96;1693535685549346237
p3;2.0;8.0;0;D62A;4.01;1693535577733398035
p2;4.0;4.0;0;D62A;1.82;1693542933110962298
p1;0;4.0;0;D62A;1.91;1693535685648206440
p3;2.0;8.0;0;D62A;3.92;1693535577833372183
p2;4.0;4.0;0;D62A;1.85;1693542933210647038
p1;0;4.0;0;D62A;1.93;1693535685748840533
p3;2.0;8.0;0;D62A;3.94;1693535577933600146
p2;4.0;4.0;0;D62A;1.81;1693542933310959149
p1;0;4.0;0;D62A;1.95;1693535685849051699
p3;2.0;8.0;0;D62A;3.92;1693535578033520127
p2;4.0;4.0;0;D62A;1.87;1693542933410662835
p1;0;4.0;0;D62A;1.96;1693535685949331959
p3;2.0;8.0;0;D62A;3.95;1693535578134379479
p2;4.0;4.0;0;D62A;1.85;1693542933510957575
p1;0;4.0;0;D62A;1.91;1693535686048590773
p3;2.0;8.0;0;D62A;3.93;1693535578234374109
p2;4.0;4.0;0;D62A;1.84;1693542933610658334
p1;0;4.0;0;D62A;1.94;1693535686148798829
p3;2.0;8.0;0;D62A;3.93;1693535578334368794
p2;4.0;4.0;0;D62A;1.85;1693542933710978260
p1;0;4.0;0;D62A;1.97;1693535686249135162
p3;2.0;8.0;0;D62A;3.91;1693535578434333720
p2;4.0;4.0;0;D62A;1.87;1693542933810693260
p1;0;4.0;0;D62A;1.93;1693535686348374088
p3;2.0;8.0;0;D62A;3.95;1693535578534257405
p2;4.0;4.0;0;D62A;1.88;1693542933910445668
p1;0;4.0;0;D62A;1.93;1693535686448603977
p3;2.0;8.0;0;D62A;3.93;1693535578634900497
p2;4.0;4.0;0;D62A;1.84;1693542934009969242
p1;0;4.0;0;D62A;1.95;1693535686549051551
p3;2.0;8.0;0;D62A;3.92;1693535578733906386
p2;4.0;4.0;0;D62A;1.83;1693542934110526501
p3;2.0;8.0;0;D62A;3.93;1693535578834148516
p1;0;4.0;0;D62A;1.99;1693535686648813736
p2;4.0;4.0;0;D62A;1.81;1693542934210024908
p1;0;4.0;0;D62A;1.96;1693535686748442255
p3;2.0;8.0;0;D62A;3.92;1693535578934084145
p2;4.0;4.0;0;D62A;1.89;1693542934310516945
p1;0;4.0;0;D62A;1.99;1693535686848737699
p3;2.0;8.0;0;D62A;3.93;1693535579034028812
p2;4.0;4.0;0;D62A;1.85;1693542934410080982
p1;0;4.0;0;D62A;1.96;1693535686948937458
p3;2.0;8.0;0;D62A;3.91;1693535579134015312
p2;4.0;4.0;0;D62A;1.83;1693542934510603241
p1;0;4.0;0;D62A;1.93;1693535687049242791
p3;2.0;8.0;0;D62A;3.94;1693535579233961497
p2;4.0;4.0;0;D62A;1.82;1693542934610076204
p1;0;4.0;0;D62A;1.93;1693535687148475606
p3;2.0;8.0;0;D62A;3.94;1693535579333892090
p2;4.0;4.0;0;D62A;1.83;1693542934710557334
p1;0;4.0;0;D62A;1.96;1693535687248727643
p3;2.0;8.0;0;D62A;3.93;1693535579433827756
p2;4.0;4.0;0;D62A;1.83;1693542934810122074
p1;0;4.0;0;D62A;1.94;1693535687349028402
p3;2.0;8.0;0;D62A;3.95;1693535579533858219
p2;4.0;4.0;0;D62A;1.80;1693542934910586111
p1;0;4.0;0;D62A;1.96;1693535687449299291
p3;2.0;8.0;0;D62A;3.92;1693535579634354682
p1;0;4.0;0;D62A;1.94;1693535687548775050
p3;2.0;8.0;0;D62A;3.91;1693535579733792386
p2;4.0;4.0;0;D62A;1.87;1693542935109787185
p1;0;4.0;0;D62A;1.97;1693535687648644254
p3;2.0;8.0;0;D62A;3.93;1693535579833340978
p2;4.0;4.0;0;D62A;1.86;1693542935210189852
p1;0;4.0;0;D62A;1.94;1693535687749097384
p3;2.0;8.0;0;D62A;3.94;1693535579933611404
p2;4.0;4.0;0;D62A;1.84;1693542935309749389
