TagID,Distance,Timestamp
49BA,266,"83974653
"
49BA,289,"183769849
"
49BA,275,"284513507
"
49BA,280,"384259813
"
49BA,266,"483846325
"
49BA,272,"584644019
"
49BA,251,"684350054
"
49BA,270,"784024904
"
49BA,263,"883730388
"
49BA,261,"984488620
"
49BA,253,"1084185296
"
49BA,267,"1183824032
"
49BA,274,"1283607022
"
49BA,268,"1384234335
"
49BA,260,"1483997779
"
49BA,283,"1583696468
"
49BA,275,"1684406974
"
49BA,263,"1784129638
"
49BA,267,"1883858799
"
49BA,263,"1983577196
"
49BA,275,"2084316318
"
49BA,288,"2183968571
"
49BA,269,"2283675760
"
49BA,270,"2384400817
"
49BA,268,"2484074749
"
49BA,272,"2583736151
"
49BA,259,"2683543701
"
49BA,271,"2784254386
"
49BA,265,"2883944660
"
49BA,271,"2983641497
"
49BA,270,"3083288620
"
49BA,279,"3183968263
"
49BA,272,"3283779242
"
49BA,266,"3383494574
"
49BA,262,"3484217377
"
49BA,269,"3583898387
"
49BA,265,"3683617912
"
49BA,264,"3783350202
"
49BA,276,"3883927908
"
49BA,274,"3983751422
"
49BA,259,"4083471949
"
49BA,266,"4183144873
"
49BA,272,"4283848904
"
49BA,268,"4383543572
"
49BA,259,"4483271815
"
49BA,267,"4583884391
"
49BA,257,"4683684683
"
49BA,265,"4783384716
"
49BA,265,"4883097037
"
49BA,265,"4983806647
"
49BA,258,"5083528475
"
49BA,266,"5183190187
"
49BA,260,"5282924874
"
49BA,261,"5383676957
"
49BA,280,"5483411804
"
49BA,272,"5582989904
"
49BA,268,"5682751555
"
49BA,271,"5783519046
"
49BA,264,"5883193174
"
49BA,272,"5982872066
"
49BA,263,"6079588209
"
49BA,261,"6183319299
"
49BA,258,"6283023627
"
49BA,266,"6382706040
"
49BA,266,"6483461903
"
49BA,271,"6583014218
"
49BA,257,"6682838612
"
49BA,270,"6783584634
"
49BA,270,"6883263466
"
49BA,264,"6982969760
"
49BA,257,"7082691501
"
49BA,257,"7183491904
"
49BA,251,"7283096774
"
49BA,267,"7382817696
"
49BA,267,"7482522938
"
49BA,264,"7583142292
"
49BA,269,"7682951440
"
49BA,268,"7782639400
"
49BA,269,"7883391179
"
49BA,266,"7983098877
"
49BA,257,"8082366535
"
49BA,268,"8182411858
"
49BA,269,"8283170831
"
49BA,269,"8382930888
"
49BA,268,"8482622770
"
49BA,256,"8582324940
"
49BA,260,"8683034149
"
49BA,270,"8782727576
"
49BA,268,"8882520924
"
49BA,267,"8983159967
"
49BA,279,"9082869162
"
49BA,271,"9182570736
"
49BA,273,"9282285015
"
49BA,256,"9382990363
"
49BA,261,"9482703411
"
49BA,272,"9582396857
"
49BA,267,"9682099520
"
49BA,268,"9782781691
"
49BA,272,"9882487847
"
49BA,257,"9982185160
"
