NodeId;X;Y;Z;TagId;Range;TimeStamp
p1;0;4.0;0;D62A;3.53;1693535485544928800
p3;2.0;8.0;0;D62A;2.12;1693535377730746136
p2;4.0;4.0;0;D62A;2.15;1693542733107233769
p1;0;4.0;0;D62A;3.55;1693535485643750837
p3;2.0;8.0;0;D62A;2.13;1693535377830424006
p2;4.0;4.0;0;D62A;2.18;1693542733207867121
p1;0;4.0;0;D62A;3.54;1693535485744378726
p3;2.0;8.0;0;D62A;2.14;1693535377930577950
p2;4.0;4.0;0;D62A;2.15;1693542733307204083
p1;0;4.0;0;D62A;3.50;1693535485844612522
p3;2.0;8.0;0;D62A;2.13;1693535378031506765
p2;4.0;4.0;0;D62A;2.16;1693542733407807880
p1;0;4.0;0;D62A;3.52;1693535485944820393
p3;2.0;8.0;0;D62A;2.12;1693535378131480339
p2;4.0;4.0;0;D62A;2.19;1693542733507192546
p1;0;4.0;0;D62A;3.53;1693535486044117745
p3;2.0;8.0;0;D62A;2.11;1693535378231465395
p2;4.0;4.0;0;D62A;2.18;1693542733607694102
p1;0;4.0;0;D62A;3.52;1693535486144338689
p3;2.0;8.0;0;D62A;2.16;1693535378331377321
p2;4.0;4.0;0;D62A;2.22;1693542733707187157
p1;0;4.0;0;D62A;3.50;1693535486244637337
p3;2.0;8.0;0;D62A;2.13;1693535378431382876
p2;4.0;4.0;0;D62A;2.19;1693542733807695750
p1;0;4.0;0;D62A;3.53;1693535486343929485
p3;2.0;8.0;0;D62A;2.14;1693535378531271561
p2;4.0;4.0;0;D62A;2.20;1693542733907207953
p1;0;4.0;0;D62A;3.52;1693535486444369596
p3;2.0;8.0;0;D62A;2.12;1693535378631271487
p2;4.0;4.0;0;D62A;2.22;1693542734007725546
p1;0;4.0;0;D62A;3.52;1693535486544485985
p3;2.0;8.0;0;D62A;2.13;1693535378731025339
p2;4.0;4.0;0;D62A;2.21;1693542734107267361
p1;0;4.0;0;D62A;3.51;1693535486644346170
p3;2.0;8.0;0;D62A;2.12;1693535378830815691
p2;4.0;4.0;0;D62A;2.20;1693542734207766805
p1;0;4.0;0;D62A;3.52;1693535486744035355
p3;2.0;8.0;0;D62A;2.12;1693535378931129061
p2;4.0;4.0;0;D62A;2.20;1693542734307260972
p1;0;4.0;0;D62A;3.53;1693535486844237355
p3;2.0;8.0;0;D62A;2.14;1693535379031085876
p2;4.0;4.0;0;D62A;2.13;1693542734407770305
p1;0;4.0;0;D62A;3.53;1693535486944488096
p3;2.0;8.0;0;D62A;2.12;1693535379131022153
p2;4.0;4.0;0;D62A;2.22;1693542734507252175
p1;0;4.0;0;D62A;3.54;1693535487044770966
p3;2.0;8.0;0;D62A;2.13;1693535379230983727
p2;4.0;4.0;0;D62A;2.14;1693542734607796768
p1;0;4.0;0;D62A;3.52;1693535487144078614
p3;2.0;8.0;0;D62A;2.12;1693535379330989190
p2;4.0;4.0;0;D62A;2.21;1693542734707189379
p1;0;4.0;0;D62A;3.52;1693535487244275522
p3;2.0;8.0;0;D62A;2.13;1693535379430888690
p2;4.0;4.0;0;D62A;2.22;1693542734807847897
p1;0;4.0;0;D62A;3.53;1693535487344628596
p3;2.0;8.0;0;D62A;2.10;1693535379530850153
p2;4.0;4.0;0;D62A;2.22;1693542734907310323
p1;0;4.0;0;D62A;3.52;1693535487444814077
p3;2.0;8.0;0;D62A;2.13;1693535379630859598
p2;4.0;4.0;0;D62A;2.16;1693542735007871842
p1;0;4.0;0;D62A;3.53;1693535487544181336
p3;2.0;8.0;0;D62A;2.14;1693535379730516857
p2;4.0;4.0;0;D62A;2.22;1693542735107355416
p1;0;4.0;0;D62A;3.52;1693535487643825892
p3;2.0;8.0;0;D62A;2.13;1693535379830781949
p2;4.0;4.0;0;D62A;2.18;1693542735207898953
p1;0;4.0;0;D62A;3.52;1693535487744626077
p3;2.0;8.0;0;D62A;2.13;1693535379930726190
