Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM;ERRO LS;ERRO_DWM
P2[8.00,2.40,0.00]=2.21;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.78;[6.13, 1.24, 0.0];[6.24,1.18,-0.40];19:09:49.930;6.24;1.18;6.13;1.24;5.92;1.40;-0.21;0.16;-0.32;0.22;0.26;0.39
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.69;[6.13, 1.32, 0.0];[6.21,1.22,-0.17];19:09:50.030;6.21;1.22;6.13;1.32;5.92;1.40;-0.21;0.08;-0.29;0.18;0.22;0.34
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.77;[6.14, 1.25, 0.0];[6.23,1.20,-0.30];19:09:50.131;6.23;1.20;6.14;1.25;5.92;1.40;-0.22;0.15;-0.31;0.2;0.27;0.37
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.07;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.71;[6.04, 1.28, 0.0];[6.20,1.18,-0.39];19:09:50.231;6.20;1.18;6.04;1.28;5.92;1.40;-0.12;0.12;-0.28;0.22;0.17;0.36
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.09;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.85;[6.03, 1.15, 0.0];[6.20,1.13,-0.43];19:09:50.331;6.20;1.13;6.03;1.15;5.92;1.40;-0.11;0.25;-0.28;0.27;0.27;0.39
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.83;[6.14, 1.19, 0.0];[6.23,1.12,-0.48];19:09:50.430;6.23;1.12;6.14;1.19;5.92;1.40;-0.22;0.21;-0.31;0.28;0.3;0.42
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.48;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.71;[6.2, 1.32, 0.0];[6.25,1.17,-0.54];19:09:50.530;6.25;1.17;6.2;1.32;5.92;1.40;-0.28;0.08;-0.33;0.23;0.29;0.4
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.37;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.63;[6.12, 1.39, 0.0];[6.23,1.23,-0.56];19:09:50.630;6.23;1.23;6.12;1.39;5.92;1.40;-0.2;0.01;-0.31;0.17;0.2;0.35
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.76;[6.14, 1.26, 0.0];[6.22,1.23,-0.48];19:09:50.730;6.22;1.23;6.14;1.26;5.92;1.40;-0.22;0.14;-0.3;0.17;0.26;0.34
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.73;[6.11, 1.28, 0.0];[6.23,1.22,-0.48];19:09:50.831;6.23;1.22;6.11;1.28;5.92;1.40;-0.19;0.12;-0.31;0.18;0.22;0.36
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.80;[6.12, 1.22, 0.0];[6.24,1.20,-0.52];19:09:50.931;6.24;1.20;6.12;1.22;5.92;1.40;-0.2;0.18;-0.32;0.2;0.27;0.38
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.75;[6.09, 1.28, 0.0];[6.23,1.21,-0.48];19:09:51.030;6.23;1.21;6.09;1.28;5.92;1.40;-0.17;0.12;-0.31;0.19;0.21;0.36
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.74;[6.06, 1.28, 0.0];[6.24,1.21,-0.53];19:09:51.131;6.24;1.21;6.06;1.28;5.92;1.40;-0.14;0.12;-0.32;0.19;0.18;0.37
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.14;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.78;[6.03, 1.23, 0.0];[6.23,1.17,-0.56];19:09:51.232;6.23;1.17;6.03;1.23;5.92;1.40;-0.11;0.17;-0.31;0.23;0.2;0.39
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=5.99;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.76;[5.98, 1.23, 0.0];[6.22,1.12,-0.59];19:09:51.332;6.22;1.12;5.98;1.23;5.92;1.40;-0.06;0.17;-0.3;0.28;0.18;0.41
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.68;[6.11, 1.32, 0.0];[6.19,1.17,-0.50];19:09:51.428;6.19;1.17;6.11;1.32;5.92;1.40;-0.19;0.08;-0.27;0.23;0.21;0.35
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.72;[6.09, 1.3, 0.0];[6.18,1.20,-0.48];19:09:51.530;6.18;1.20;6.09;1.3;5.92;1.40;-0.17;0.1;-0.26;0.2;0.2;0.33
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.76;[6.14, 1.26, 0.0];[6.19,1.22,-0.43];19:09:51.631;6.19;1.22;6.14;1.26;5.92;1.40;-0.22;0.14;-0.27;0.18;0.26;0.32
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.80;[6.15, 1.21, 0.0];[6.21,1.19,-0.47];19:09:51.730;6.21;1.19;6.15;1.21;5.92;1.40;-0.23;0.19;-0.29;0.21;0.3;0.36
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.73;[6.17, 1.28, 0.0];[6.21,1.22,-0.47];19:09:51.830;6.21;1.22;6.17;1.28;5.92;1.40;-0.25;0.12;-0.29;0.18;0.28;0.34
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.74;[6.16, 1.28, 0.0];[6.23,1.21,-0.53];19:09:51.931;6.23;1.21;6.16;1.28;5.92;1.40;-0.24;0.12;-0.31;0.19;0.27;0.36
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.70;[6.12, 1.32, 0.0];[6.24,1.22,-0.58];19:09:52.030;6.24;1.22;6.12;1.32;5.92;1.40;-0.2;0.08;-0.32;0.18;0.22;0.37
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.14;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.76;[6.04, 1.24, 0.0];[6.23,1.18,-0.58];19:09:52.131;6.23;1.18;6.04;1.24;5.92;1.40;-0.12;0.16;-0.31;0.22;0.2;0.38
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.82;[6.13, 1.21, 0.0];[6.26,1.16,-0.61];19:09:52.231;6.26;1.16;6.13;1.21;5.92;1.40;-0.21;0.19;-0.34;0.24;0.28;0.42
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.77;[6.14, 1.24, 0.0];[6.23,1.19,-0.33];19:09:52.331;6.23;1.19;6.14;1.24;5.92;1.40;-0.22;0.16;-0.31;0.21;0.27;0.37
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.76;[6.17, 1.26, 0.0];[6.22,1.20,-0.37];19:09:52.430;6.22;1.20;6.17;1.26;5.92;1.40;-0.25;0.14;-0.3;0.2;0.29;0.36
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=6.93;P8[5.90,10.00,0.00]=8.83;[6.21, 1.18, 0.0];[6.23,1.20,-0.34];19:09:52.531;6.23;1.20;6.21;1.18;5.92;1.40;-0.29;0.22;-0.31;0.2;0.36;0.37
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.86;[6.16, 1.16, 0.0];[6.25,1.17,-0.41];19:09:52.631;6.25;1.17;6.16;1.16;5.92;1.40;-0.24;0.24;-0.33;0.23;0.34;0.4
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.46;P3[13.00,0.00,0.00]=6.96;P8[5.90,10.00,0.00]=8.69;[6.24, 1.33, 0.0];[6.25,1.22,-0.07];19:09:52.729;6.25;1.22;6.24;1.33;5.92;1.40;-0.32;0.07;-0.33;0.18;0.33;0.38
P2[8.00,2.40,0.00]=2.21;P1[0.00,0.00,0.00]=6.44;P3[13.00,0.00,0.00]=6.92;P8[5.90,10.00,0.00]=8.70;[6.25, 1.31, 0.0];[6.25,1.25,0.13];19:09:52.828;6.25;1.25;6.25;1.31;5.92;1.40;-0.33;0.09;-0.33;0.15;0.34;0.36
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.53;P3[13.00,0.00,0.00]=6.94;P8[5.90,10.00,0.00]=8.68;[6.29, 1.39, 1.01];[6.27,1.28,-0.11];19:09:52.928;6.27;1.28;6.29;1.39;5.92;1.40;-0.37;0.01;-0.35;0.12;0.37;0.37
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.42;P3[13.00,0.00,0.00]=6.91;P8[5.90,10.00,0.00]=8.85;[6.25, 1.17, 0.0];[6.28,1.25,-0.22];19:09:53.031;6.28;1.25;6.25;1.17;5.92;1.40;-0.33;0.23;-0.36;0.15;0.4;0.39
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.43;P3[13.00,0.00,0.00]=6.97;P8[5.90,10.00,0.00]=8.84;[6.22, 1.19, 0.0];[6.28,1.24,-0.28];19:09:53.131;6.28;1.24;6.22;1.19;5.92;1.40;-0.3;0.21;-0.36;0.16;0.37;0.39
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.44;P3[13.00,0.00,0.00]=6.96;P8[5.90,10.00,0.00]=8.65;[6.23, 1.37, 0.0];[6.27,1.27,-0.00];19:09:53.228;6.27;1.27;6.23;1.37;5.92;1.40;-0.31;0.03;-0.35;0.13;0.31;0.37
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.63;[6.14, 1.38, 0.0];[6.24,1.31,0.20];19:09:53.328;6.24;1.31;6.14;1.38;5.92;1.40;-0.22;0.02;-0.32;0.09;0.22;0.33
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.40;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.81;[6.19, 1.21, 0.0];[6.25,1.28,0.07];19:09:53.431;6.25;1.28;6.19;1.21;5.92;1.40;-0.27;0.19;-0.33;0.12;0.33;0.35
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.42;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.79;[6.17, 1.24, 0.0];[6.26,1.27,-0.09];19:09:53.530;6.26;1.27;6.17;1.24;5.92;1.40;-0.25;0.16;-0.34;0.13;0.3;0.36
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.73;[6.13, 1.29, 0.0];[6.24,1.27,-0.16];19:09:53.631;6.24;1.27;6.13;1.29;5.92;1.40;-0.21;0.11;-0.32;0.13;0.24;0.35
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.85;[6.11, 1.17, 0.0];[6.25,1.22,-0.24];19:09:53.731;6.25;1.22;6.11;1.17;5.92;1.40;-0.19;0.23;-0.33;0.18;0.3;0.38
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=6.95;P8[5.90,10.00,0.00]=8.68;[6.2, 1.33, 0.0];[6.24,1.25,-0.24];19:09:53.831;6.24;1.25;6.2;1.33;5.92;1.40;-0.28;0.07;-0.32;0.15;0.29;0.35
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.80;[6.16, 1.22, 0.0];[6.25,1.22,-0.32];19:09:53.931;6.25;1.22;6.16;1.22;5.92;1.40;-0.24;0.18;-0.33;0.18;0.3;0.38
P2[8.00,2.40,0.00]=2.09;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.83;[6.15, 1.19, 0.0];[6.27,1.19,-0.37];19:09:54.031;6.27;1.19;6.15;1.19;5.92;1.40;-0.23;0.21;-0.35;0.21;0.31;0.41
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.40;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.69;[6.2, 1.33, 0.0];[6.26,1.23,-0.40];19:09:54.131;6.26;1.23;6.2;1.33;5.92;1.40;-0.28;0.07;-0.34;0.17;0.29;0.38
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.38;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.86;[6.18, 1.16, 0.0];[6.28,1.19,-0.48];19:09:54.232;6.28;1.19;6.18;1.16;5.92;1.40;-0.26;0.24;-0.36;0.21;0.35;0.42
P2[8.00,2.40,0.00]=2.21;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.74;[6.16, 1.27, 0.0];[6.26,1.21,-0.18];19:09:54.328;6.26;1.21;6.16;1.27;5.92;1.40;-0.24;0.13;-0.34;0.19;0.27;0.39
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.76;[6.17, 1.25, 0.0];[6.26,1.20,-0.31];19:09:54.431;6.26;1.20;6.17;1.25;5.92;1.40;-0.25;0.15;-0.34;0.2;0.29;0.39
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.76;[6.11, 1.26, 0.0];[6.24,1.21,-0.27];19:09:54.531;6.24;1.21;6.11;1.26;5.92;1.40;-0.19;0.14;-0.32;0.19;0.24;0.37
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.73;[6.14, 1.29, 0.0];[6.23,1.23,-0.33];19:09:54.631;6.23;1.23;6.14;1.29;5.92;1.40;-0.22;0.11;-0.31;0.17;0.25;0.35
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=6.94;P8[5.90,10.00,0.00]=8.82;[6.18, 1.19, 0.0];[6.22,1.22,-0.16];19:09:54.731;6.22;1.22;6.18;1.19;5.92;1.40;-0.26;0.21;-0.3;0.18;0.33;0.35
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.70;[6.15, 1.31, 0.0];[6.21,1.25,-0.22];19:09:54.831;6.21;1.25;6.15;1.31;5.92;1.40;-0.23;0.09;-0.29;0.15;0.25;0.33
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.83;[6.1, 1.19, 0.0];[6.22,1.21,-0.34];19:09:54.932;6.22;1.21;6.1;1.19;5.92;1.40;-0.18;0.21;-0.3;0.19;0.28;0.36
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.75;[6.13, 1.27, 0.0];[6.22,1.22,-0.33];19:09:55.031;6.22;1.22;6.13;1.27;5.92;1.40;-0.21;0.13;-0.3;0.18;0.25;0.35
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.75;[6.13, 1.27, 0.0];[6.21,1.23,-0.37];19:09:55.131;6.21;1.23;6.13;1.27;5.92;1.40;-0.21;0.13;-0.29;0.17;0.25;0.34
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.77;[6.14, 1.24, 0.0];[6.21,1.24,-0.30];19:09:55.231;6.21;1.24;6.14;1.24;5.92;1.40;-0.22;0.16;-0.29;0.16;0.27;0.33
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.80;[6.14, 1.22, 0.0];[6.21,1.23,-0.24];19:09:55.332;6.21;1.23;6.14;1.22;5.92;1.40;-0.22;0.18;-0.29;0.17;0.28;0.34
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.76;[6.11, 1.25, 0.0];[6.19,1.23,-0.21];19:09:55.431;6.19;1.23;6.11;1.25;5.92;1.40;-0.19;0.15;-0.27;0.17;0.24;0.32
P2[8.00,2.40,0.00]=2.20;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.79;[6.12, 1.23, 0.0];[6.19,1.23,-0.24];19:09:55.531;6.19;1.23;6.12;1.23;5.92;1.40;-0.2;0.17;-0.27;0.17;0.26;0.32
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.60;[6.15, 1.41, 0.0];[6.18,1.28,-0.08];19:09:55.631;6.18;1.28;6.15;1.41;5.92;1.40;-0.23;-0.01;-0.26;0.12;0.23;0.29
P2[8.00,2.40,0.00]=2.05;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.76;[6.15, 1.26, 0.0];[6.22,1.25,-0.20];19:09:55.731;6.22;1.25;6.15;1.26;5.92;1.40;-0.23;0.14;-0.3;0.15;0.27;0.34
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.38;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.79;[6.17, 1.23, 0.0];[6.22,1.24,-0.24];19:09:55.831;6.22;1.24;6.17;1.23;5.92;1.40;-0.25;0.17;-0.3;0.16;0.3;0.34
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.67;[6.11, 1.35, 0.0];[6.21,1.27,-0.27];19:09:55.931;6.21;1.27;6.11;1.35;5.92;1.40;-0.19;0.05;-0.29;0.13;0.2;0.32
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.85;[6.12, 1.17, 0.0];[6.23,1.22,-0.34];19:09:56.032;6.23;1.22;6.12;1.17;5.92;1.40;-0.2;0.23;-0.31;0.18;0.3;0.36
P2[8.00,2.40,0.00]=2.22;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.79;[6.1, 1.23, 0.0];[6.22,1.22,-0.37];19:09:56.131;6.22;1.22;6.1;1.23;5.92;1.40;-0.18;0.17;-0.3;0.18;0.25;0.35
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.88;[6.14, 1.14, 0.0];[6.24,1.18,-0.43];19:09:56.231;6.24;1.18;6.14;1.14;5.92;1.40;-0.22;0.26;-0.32;0.22;0.34;0.39
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.61;[6.11, 1.41, 0.0];[6.22,1.23,-0.41];19:09:56.331;6.22;1.23;6.11;1.41;5.92;1.40;-0.19;-0.01;-0.3;0.17;0.19;0.34
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.69;[6.11, 1.33, 0.0];[6.23,1.24,-0.47];19:09:56.431;6.23;1.24;6.11;1.33;5.92;1.40;-0.19;0.07;-0.31;0.16;0.2;0.35
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.71;[6.11, 1.3, 0.0];[6.23,1.23,-0.54];19:09:56.531;6.23;1.23;6.11;1.3;5.92;1.40;-0.19;0.1;-0.31;0.17;0.21;0.35
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.75;[6.1, 1.27, 0.0];[6.22,1.24,-0.42];19:09:56.631;6.22;1.24;6.1;1.27;5.92;1.40;-0.18;0.13;-0.3;0.16;0.22;0.34
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.73;[6.13, 1.28, 0.0];[6.21,1.25,-0.39];19:09:56.731;6.21;1.25;6.13;1.28;5.92;1.40;-0.21;0.12;-0.29;0.15;0.24;0.33
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.77;[6.13, 1.25, 0.0];[6.23,1.23,-0.43];19:09:56.831;6.23;1.23;6.13;1.25;5.92;1.40;-0.21;0.15;-0.31;0.17;0.26;0.35
P2[8.00,2.40,0.00]=2.07;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.71;[6.08, 1.32, 0.0];[6.24,1.22,-0.46];19:09:56.932;6.24;1.22;6.08;1.32;5.92;1.40;-0.16;0.08;-0.32;0.18;0.18;0.37
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.17;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.62;[6.09, 1.37, 0.0];[6.20,1.27,-0.19];19:09:57.030;6.20;1.27;6.09;1.37;5.92;1.40;-0.17;0.03;-0.28;0.13;0.17;0.31
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.07;P3[13.00,0.00,0.00]=6.92;P8[5.90,10.00,0.00]=8.62;[6.09, 1.35, 0.0];[6.16,1.30,0.06];19:09:57.130;6.16;1.30;6.09;1.35;5.92;1.40;-0.17;0.05;-0.24;0.1;0.18;0.26
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.09;P3[13.00,0.00,0.00]=6.87;P8[5.90,10.00,0.00]=8.62;[6.12, 1.35, 0.0];[6.15,1.31,0.24];19:09:57.230;6.15;1.31;6.12;1.35;5.92;1.40;-0.2;0.05;-0.23;0.09;0.21;0.25
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.11;P8[5.90,10.00,0.00]=8.86;null;[6.03, 1.15, 0.0];[6.17,1.22,0.09];19:09:57.327;6.17;1.22;6.03;1.15;5.92;1.40;-0.11;0.25;-0.25;0.18;0.27;0.31
P2[8.00,2.40,0.00]=2.43;P1[0.00,0.00,0.00]=6.83;P8[5.90,10.00,0.00]=9.00;null;[6.72, 1.02, 0.0];[6.27,1.20,-0.31];19:09:57.427;6.27;1.20;6.72;1.02;5.92;1.40;-0.8;0.38;-0.35;0.2;0.89;0.4
P2[8.00,2.40,0.00]=2.30;P1[0.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=9.00;null;[6.77, 1.17, 1.5];[6.39,1.19,-0.61];19:09:57.526;6.39;1.19;6.77;1.17;5.92;1.40;-0.85;0.23;-0.47;0.21;0.88;0.51
P2[8.00,2.40,0.00]=2.45;P8[5.90,10.00,0.00]=9.01;P1[0.00,0.00,0.00]=6.87;P3[13.00,0.00,0.00]=6.97;[6.43, 1.05, 0.0];[6.44,1.18,-0.07];19:09:57.729;6.44;1.18;6.43;1.05;5.92;1.40;-0.51;0.35;-0.52;0.22;0.62;0.56
P2[8.00,2.40,0.00]=2.35;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.89;null;[6.04, 1.11, 0.0];[6.34,1.17,-0.03];19:09:57.826;6.34;1.17;6.04;1.11;5.92;1.40;-0.12;0.29;-0.42;0.23;0.31;0.48
