Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM;ERRO LS;ERRO_DWM
P8[5.90,10.00,0.00]=3.70;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.86;null;[1.99, 10.04, 0.0];[2.02,9.99,-0.74];19:33:38.810;2.02;9.99;1.99;10.04;2;10;0.01;-0.04;-0.02;0.01;0.04;0.02
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.82;null;[1.97, 10.08, 0.0];[2.02,10.00,-0.67];19:33:38.909;2.02;10.00;1.97;10.08;2;10;0.03;-0.08;-0.02;0.0;0.09;0.02
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.87;null;[1.92, 10.05, 0.0];[2.01,9.99,-0.71];19:33:39.009;2.01;9.99;1.92;10.05;2;10;0.08;-0.05;-0.01;0.01;0.09;0.01
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.84;null;[1.93, 10.07, 0.0];[2.00,10.00,-0.70];19:33:39.109;2.00;10.00;1.93;10.07;2;10;0.07;-0.07;0.0;0.0;0.1;0.0
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.88;null;[1.94, 10.05, 0.0];[2.00,9.99,-0.76];19:33:39.210;2.00;9.99;1.94;10.05;2;10;0.06;-0.05;0.0;0.01;0.08;0.01
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.86;null;[1.98, 10.05, 0.0];[2.02,9.99,-0.74];19:33:39.309;2.02;9.99;1.98;10.05;2;10;0.02;-0.05;-0.02;0.01;0.05;0.02
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.91;null;[2.01, 10.02, 0.0];[2.05,9.98,-0.82];19:33:39.409;2.05;9.98;2.01;10.02;2;10;-0.01;-0.02;-0.05;0.02;0.02;0.05
P1[0.00,0.00,0.00]=10.00;P8[5.90,10.00,0.00]=3.77;P7[2.90,24.00,0.00]=13.91;null;[1.96, 10.02, 0.0];[2.05,9.97,-0.37];19:33:39.610;2.05;9.97;1.96;10.02;2;10;0.04;-0.02;-0.05;0.03;0.04;0.06
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.94;null;[1.96, 9.99, 0.0];[2.05,9.96,-0.55];19:33:39.709;2.05;9.96;1.96;9.99;2;10;0.04;0.01;-0.05;0.04;0.04;0.06
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.91;null;[1.98, 10.02, 0.0];[2.06,9.96,-0.66];19:33:39.809;2.06;9.96;1.98;10.02;2;10;0.02;-0.02;-0.06;0.04;0.03;0.07
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.94;null;[1.99, 10.01, 0.0];[2.08,9.95,-0.81];19:33:39.910;2.08;9.95;1.99;10.01;2;10;0.01;-0.01;-0.08;0.05;0.01;0.09
P8[5.90,10.00,0.00]=3.73;P7[2.90,24.00,0.00]=13.85;P1[0.00,0.00,0.00]=10.02;null;[1.97, 10.06, 0.0];[2.07,9.96,-0.44];19:33:40.109;2.07;9.96;1.97;10.06;2;10;0.03;-0.06;-0.07;0.04;0.07;0.08
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.83;null;[1.95, 10.07, 0.0];[2.05,9.97,-0.45];19:33:40.209;2.05;9.97;1.95;10.07;2;10;0.05;-0.07;-0.05;0.03;0.09;0.06
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.95;null;[2.02, 9.98, 0.0];[2.08,9.96,-0.62];19:33:40.310;2.08;9.96;2.02;9.98;2;10;-0.02;0.02;-0.08;0.04;0.03;0.09
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.88;null;[1.99, 10.04, 0.0];[2.07,9.96,-0.67];19:33:40.409;2.07;9.96;1.99;10.04;2;10;0.01;-0.04;-0.07;0.04;0.04;0.08
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.97;null;[1.97, 9.96, 0.0];[2.07,9.94,-0.74];19:33:40.509;2.07;9.94;1.97;9.96;2;10;0.03;0.04;-0.07;0.06;0.05;0.09
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.92;null;[1.98, 10.01, 0.0];[2.08,9.94,-0.83];19:33:40.609;2.08;9.94;1.98;10.01;2;10;0.02;-0.01;-0.08;0.06;0.02;0.1
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=14.00;null;[1.99, 9.96, 0.0];[2.10,9.93,-0.98];19:33:40.710;2.10;9.93;1.99;9.96;2;10;0.01;0.04;-0.1;0.07;0.04;0.12
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.91;null;[1.94, 10.01, 0.0];[2.08,9.93,-0.94];19:33:40.809;2.08;9.93;1.94;10.01;2;10;0.06;-0.01;-0.08;0.07;0.06;0.11
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.90;null;[1.88, 10.02, 0.0];[2.04,9.94,-0.90];19:33:40.909;2.04;9.94;1.88;10.02;2;10;0.12;-0.02;-0.04;0.06;0.12;0.07
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.92;P7[2.90,24.00,0.00]=13.93;null;[1.94, 9.98, 0.0];[2.03,9.93,-0.81];19:33:41.009;2.03;9.93;1.94;9.98;2;10;0.06;0.02;-0.03;0.07;0.06;0.08
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.95;null;[1.94, 9.97, 0.0];[2.02,9.92,-0.82];19:33:41.109;2.02;9.92;1.94;9.97;2;10;0.06;0.03;-0.02;0.08;0.07;0.08
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.97;null;[1.98, 9.96, 0.0];[2.04,9.91,-0.87];19:33:41.209;2.04;9.91;1.98;9.96;2;10;0.02;0.04;-0.04;0.09;0.04;0.1
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.92;null;[1.95, 9.99, 0.0];[2.03,9.92,-0.83];19:33:41.309;2.03;9.92;1.95;9.99;2;10;0.05;0.01;-0.03;0.08;0.05;0.09
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.96;null;[1.97, 9.98, 0.0];[2.05,9.91,-0.90];19:33:41.409;2.05;9.91;1.97;9.98;2;10;0.03;0.02;-0.05;0.09;0.04;0.1
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.98;null;[1.97, 9.95, 0.0];[2.05,9.90,-0.92];19:33:41.509;2.05;9.90;1.97;9.95;2;10;0.03;0.05;-0.05;0.1;0.06;0.11
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.91;null;[1.95, 10.02, 0.0];[2.06,9.92,-0.95];19:33:41.609;2.06;9.92;1.95;10.02;2;10;0.05;-0.02;-0.06;0.08;0.05;0.1
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.95;null;[1.98, 9.99, 0.0];[2.07,9.92,-1.00];19:33:41.709;2.07;9.92;1.98;9.99;2;10;0.02;0.01;-0.07;0.08;0.02;0.11
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.96;null;[2.0, 9.97, 0.0];[2.08,9.91,-1.02];19:33:41.810;2.08;9.91;2.0;9.97;2;10;0.0;0.03;-0.08;0.09;0.03;0.12
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.92;null;[1.98, 10.01, 0.0];[2.09,9.92,-1.04];19:33:41.909;2.09;9.92;1.98;10.01;2;10;0.02;-0.01;-0.09;0.08;0.02;0.12
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.89;null;[1.96, 10.04, 0.0];[2.08,9.93,-1.03];19:33:42.009;2.08;9.93;1.96;10.04;2;10;0.04;-0.04;-0.08;0.07;0.06;0.11
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.89;null;[2.01, 10.04, 0.0];[2.09,9.94,-1.02];19:33:42.109;2.09;9.94;2.01;10.04;2;10;-0.01;-0.04;-0.09;0.06;0.04;0.11
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.89;null;[1.94, 10.04, 0.0];[2.07,9.95,-1.00];19:33:42.210;2.07;9.95;1.94;10.04;2;10;0.06;-0.04;-0.07;0.05;0.07;0.09
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.93;null;[1.95, 10.01, 0.0];[2.07,9.95,-1.04];19:33:42.309;2.07;9.95;1.95;10.01;2;10;0.05;-0.01;-0.07;0.05;0.05;0.09
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.89;null;[1.92, 10.04, 0.0];[2.05,9.95,-1.03];19:33:42.409;2.05;9.95;1.92;10.04;2;10;0.08;-0.04;-0.05;0.05;0.09;0.07
