Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM;ERRO LS;ERRO_DWM
P8[5.90,10.00,0.00]=3.68;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.79;null;[1.96, 10.09, 0.0];[2.07,9.97,-0.83];19:33:29.309;2.07;9.97;1.96;10.09;2;10;0.04;-0.09;-0.07;0.03;0.1;0.08
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.88;null;[1.96, 10.01, 0.0];[2.09,9.95,-0.97];19:33:29.410;2.09;9.95;1.96;10.01;2;10;0.04;-0.01;-0.09;0.05;0.04;0.1
P8[5.90,10.00,0.00]=3.69;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.85;null;[1.98, 10.05, 0.0];[2.07,9.96,-0.82];19:33:29.510;2.07;9.96;1.98;10.05;2;10;0.02;-0.05;-0.07;0.04;0.05;0.08
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.92;null;[1.97, 10.0, 0.0];[2.06,9.95,-0.81];19:33:29.610;2.06;9.95;1.97;10.0;2;10;0.03;0.0;-0.06;0.05;0.03;0.08
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.82;null;[1.92, 10.07, 0.0];[2.07,9.96,-0.95];19:33:29.709;2.07;9.96;1.92;10.07;2;10;0.08;-0.07;-0.07;0.04;0.11;0.08
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.90;null;[2.0, 10.02, 0.0];[2.08,9.96,-0.95];19:33:29.809;2.08;9.96;2.0;10.02;2;10;0.0;-0.02;-0.08;0.04;0.02;0.09
P8[5.90,10.00,0.00]=3.70;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.88;null;[2.01, 10.04, 0.0];[2.08,9.96,-0.93];19:33:29.910;2.08;9.96;2.01;10.04;2;10;-0.01;-0.04;-0.08;0.04;0.04;0.09
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.90;null;[2.0, 10.03, 0.0];[2.09,9.96,-0.95];19:33:30.010;2.09;9.96;2.0;10.03;2;10;0.0;-0.03;-0.09;0.04;0.03;0.1
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.85;null;[1.95, 10.06, 0.0];[2.07,9.97,-0.86];19:33:30.109;2.07;9.97;1.95;10.06;2;10;0.05;-0.06;-0.07;0.03;0.08;0.08
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.92;null;[1.97, 10.0, 0.0];[2.07,9.96,-0.87];19:33:30.210;2.07;9.96;1.97;10.0;2;10;0.03;0.0;-0.07;0.04;0.03;0.08
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.86;null;[1.99, 10.06, 0.0];[2.07,9.97,-0.88];19:33:30.310;2.07;9.97;1.99;10.06;2;10;0.01;-0.06;-0.07;0.03;0.06;0.08
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.91;null;[2.0, 10.02, 0.0];[2.08,9.96,-0.93];19:33:30.409;2.08;9.96;2.0;10.02;2;10;0.0;-0.02;-0.08;0.04;0.02;0.09
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.85;null;[1.93, 10.04, 0.0];[2.09,9.96,-1.05];19:33:30.510;2.09;9.96;1.93;10.04;2;10;0.07;-0.04;-0.09;0.04;0.08;0.1
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.87;null;[1.97, 10.04, 0.0];[2.07,9.96,-0.95];19:33:30.610;2.07;9.96;1.97;10.04;2;10;0.03;-0.04;-0.07;0.04;0.05;0.08
P8[5.90,10.00,0.00]=3.69;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.96;null;[2.03, 9.97, 0.0];[2.09,9.95,-0.98];19:33:30.710;2.09;9.95;2.03;9.97;2;10;-0.03;0.03;-0.09;0.05;0.04;0.1
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.85;null;[1.97, 10.06, 0.0];[2.08,9.96,-0.88];19:33:30.809;2.08;9.96;1.97;10.06;2;10;0.03;-0.06;-0.08;0.04;0.07;0.09
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.94;null;[1.99, 9.99, 0.0];[2.08,9.95,-0.92];19:33:30.909;2.08;9.95;1.99;9.99;2;10;0.01;0.01;-0.08;0.05;0.01;0.09
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.85;null;[1.96, 10.04, 0.0];[2.10,9.95,-1.05];19:33:31.010;2.10;9.95;1.96;10.04;2;10;0.04;-0.04;-0.1;0.05;0.06;0.11
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.88;null;[1.98, 10.03, 0.0];[2.08,9.95,-0.92];19:33:31.110;2.08;9.95;1.98;10.03;2;10;0.02;-0.03;-0.08;0.05;0.04;0.09
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.92;null;[1.98, 10.01, 0.0];[2.09,9.95,-0.96];19:33:31.209;2.09;9.95;1.98;10.01;2;10;0.02;-0.01;-0.09;0.05;0.02;0.1
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.89;null;[1.98, 10.02, 0.0];[2.07,9.95,-0.87];19:33:31.309;2.07;9.95;1.98;10.02;2;10;0.02;-0.02;-0.07;0.05;0.03;0.09
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.88;null;[1.97, 10.02, 0.0];[2.06,9.95,-0.77];19:33:31.410;2.06;9.95;1.97;10.02;2;10;0.03;-0.02;-0.06;0.05;0.04;0.08
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.07;P7[2.90,24.00,0.00]=13.83;null;[1.96, 10.09, 0.0];[2.05,9.97,-0.81];19:33:31.509;2.05;9.97;1.96;10.09;2;10;0.04;-0.09;-0.05;0.03;0.1;0.06
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.81;null;[1.93, 10.08, 0.0];[2.06,9.97,-0.96];19:33:31.610;2.06;9.97;1.93;10.08;2;10;0.07;-0.08;-0.06;0.03;0.11;0.07
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.89;null;[2.0, 10.03, 0.0];[2.07,9.97,-0.95];19:33:31.710;2.07;9.97;2.0;10.03;2;10;0.0;-0.03;-0.07;0.03;0.03;0.08
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.81;null;[1.93, 10.08, 0.0];[2.08,9.97,-1.06];19:33:31.810;2.08;9.97;1.93;10.08;2;10;0.07;-0.08;-0.08;0.03;0.11;0.09
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.84;null;[1.93, 10.06, 0.0];[2.05,9.98,-0.91];19:33:31.910;2.05;9.98;1.93;10.06;2;10;0.07;-0.06;-0.05;0.02;0.09;0.05
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.89;null;[1.96, 10.02, 0.0];[2.04,9.97,-0.85];19:33:32.009;2.04;9.97;1.96;10.02;2;10;0.04;-0.02;-0.04;0.03;0.04;0.05
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.89;null;[1.99, 10.02, 0.0];[2.04,9.97,-0.81];19:33:32.110;2.04;9.97;1.99;10.02;2;10;0.01;-0.02;-0.04;0.03;0.02;0.05
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.87;null;[1.92, 10.04, 0.0];[2.02,9.97,-0.77];19:33:32.210;2.02;9.97;1.92;10.04;2;10;0.08;-0.04;-0.02;0.03;0.09;0.04
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.83;null;[1.96, 10.06, 0.0];[2.05,9.97,-0.92];19:33:32.309;2.05;9.97;1.96;10.06;2;10;0.04;-0.06;-0.05;0.03;0.07;0.06
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.84;null;[1.94, 10.05, 0.0];[2.06,9.96,-1.03];19:33:32.410;2.06;9.96;1.94;10.05;2;10;0.06;-0.05;-0.06;0.04;0.08;0.07
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.88;null;[1.96, 10.03, 0.0];[2.06,9.96,-0.97];19:33:32.510;2.06;9.96;1.96;10.03;2;10;0.04;-0.03;-0.06;0.04;0.05;0.07
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.86;null;[1.91, 10.05, 0.0];[2.03,9.97,-0.89];19:33:32.610;2.03;9.97;1.91;10.05;2;10;0.09;-0.05;-0.03;0.03;0.1;0.04
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.83;null;[1.93, 10.06, 0.0];[2.04,9.97,-1.01];19:33:32.709;2.04;9.97;1.93;10.06;2;10;0.07;-0.06;-0.04;0.03;0.09;0.05
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.85;null;[1.97, 10.06, 0.0];[2.04,9.97,-0.92];19:33:32.809;2.04;9.97;1.97;10.06;2;10;0.03;-0.06;-0.04;0.03;0.07;0.05
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.97;null;[2.0, 9.98, 0.0];[2.07,9.96,-1.01];19:33:32.910;2.07;9.96;2.0;9.98;2;10;0.0;0.02;-0.07;0.04;0.02;0.08
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.91;null;[1.97, 10.01, 0.0];[2.07,9.95,-0.98];19:33:33.010;2.07;9.95;1.97;10.01;2;10;0.03;-0.01;-0.07;0.05;0.03;0.09
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.90;null;[1.97, 10.01, 0.0];[2.06,9.95,-0.87];19:33:33.109;2.06;9.95;1.97;10.01;2;10;0.03;-0.01;-0.06;0.05;0.03;0.08
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.87;null;[1.92, 10.04, 0.0];[2.04,9.96,-0.83];19:33:33.209;2.04;9.96;1.92;10.04;2;10;0.08;-0.04;-0.04;0.04;0.09;0.06
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.81;null;[1.95, 10.07, 0.0];[2.05,9.96,-0.95];19:33:33.310;2.05;9.96;1.95;10.07;2;10;0.05;-0.07;-0.05;0.04;0.09;0.06
P8[5.90,10.00,0.00]=3.66;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.86;null;[2.02, 10.04, 0.0];[2.06,9.97,-0.87];19:33:33.410;2.06;9.97;2.02;10.04;2;10;-0.02;-0.04;-0.06;0.03;0.04;0.07
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.79;null;[1.94, 10.1, 0.0];[2.07,9.97,-1.00];19:33:33.509;2.07;9.97;1.94;10.1;2;10;0.06;-0.1;-0.07;0.03;0.12;0.08
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.90;null;[1.97, 10.01, 0.0];[2.07,9.97,-0.94];19:33:33.609;2.07;9.97;1.97;10.01;2;10;0.03;-0.01;-0.07;0.03;0.03;0.08
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.83;null;[1.93, 10.07, 0.0];[2.04,9.98,-0.79];19:33:33.710;2.04;9.98;1.93;10.07;2;10;0.07;-0.07;-0.04;0.02;0.1;0.04
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.89;null;[2.0, 10.03, 0.0];[2.05,9.97,-0.82];19:33:33.810;2.05;9.97;2.0;10.03;2;10;0.0;-0.03;-0.05;0.03;0.03;0.06
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.87;null;[1.97, 10.06, 0.0];[2.06,9.98,-0.87];19:33:33.909;2.06;9.98;1.97;10.06;2;10;0.03;-0.06;-0.06;0.02;0.07;0.06
P8[5.90,10.00,0.00]=3.70;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.92;null;[1.99, 9.99, 0.0];[2.06,9.96,-0.82];19:33:34.010;2.06;9.96;1.99;9.99;2;10;0.01;0.01;-0.06;0.04;0.01;0.07
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.85;null;[1.93, 10.06, 0.0];[2.04,9.97,-0.79];19:33:34.110;2.04;9.97;1.93;10.06;2;10;0.07;-0.06;-0.04;0.03;0.09;0.05
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.86;null;[1.88, 10.05, 0.0];[2.01,9.98,-0.76];19:33:34.210;2.01;9.98;1.88;10.05;2;10;0.12;-0.05;-0.01;0.02;0.13;0.02
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.81;null;[1.96, 10.09, 0.0];[2.00,9.99,-0.68];19:33:34.309;2.00;9.99;1.96;10.09;2;10;0.04;-0.09;0.0;0.01;0.1;0.01
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.81;null;[1.93, 10.09, 0.0];[1.99,10.00,-0.56];19:33:34.410;1.99;10.00;1.93;10.09;2;10;0.07;-0.09;0.01;0.0;0.11;0.01
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.96;null;[1.94, 9.98, 0.0];[2.00,9.98,-0.71];19:33:34.510;2.00;9.98;1.94;9.98;2;10;0.06;0.02;0.0;0.02;0.06;0.02
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.83;null;[1.96, 10.08, 0.0];[2.01,9.99,-0.73];19:33:34.609;2.01;9.99;1.96;10.08;2;10;0.04;-0.08;-0.01;0.01;0.09;0.01
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.87;null;[1.98, 10.04, 0.0];[2.02,9.98,-0.72];19:33:34.709;2.02;9.98;1.98;10.04;2;10;0.02;-0.04;-0.02;0.02;0.04;0.03
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.85;null;[1.95, 10.05, 0.0];[2.01,9.98,-0.60];19:33:34.810;2.01;9.98;1.95;10.05;2;10;0.05;-0.05;-0.01;0.02;0.07;0.02
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.82;null;[1.96, 10.08, 0.0];[2.00,9.99,-0.57];19:33:34.910;2.00;9.99;1.96;10.08;2;10;0.04;-0.08;0.0;0.01;0.09;0.01
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.88;null;[1.9, 10.04, 0.0];[1.99,9.99,-0.62];19:33:35.009;1.99;9.99;1.9;10.04;2;10;0.1;-0.04;0.01;0.01;0.11;0.01
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.83;null;[1.93, 10.07, 0.0];[1.98,9.99,-0.54];19:33:35.109;1.98;9.99;1.93;10.07;2;10;0.07;-0.07;0.02;0.01;0.1;0.02
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.83;null;[1.93, 10.07, 0.0];[1.97,10.00,-0.51];19:33:35.210;1.97;10.00;1.93;10.07;2;10;0.07;-0.07;0.03;0.0;0.1;0.03
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.77;null;[1.93, 10.1, 0.0];[1.99,10.00,-0.69];19:33:35.310;1.99;10.00;1.93;10.1;2;10;0.07;-0.1;0.01;0.0;0.12;0.01
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.89;null;[1.94, 10.03, 0.0];[2.00,9.99,-0.74];19:33:35.409;2.00;9.99;1.94;10.03;2;10;0.06;-0.03;0.0;0.01;0.07;0.01
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.82;null;[1.95, 10.09, 0.0];[2.00,10.00,-0.73];19:33:35.509;2.00;10.00;1.95;10.09;2;10;0.05;-0.09;0.0;0.0;0.1;0.0
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.84;null;[1.95, 10.09, 0.0];[2.01,10.00,-0.80];19:33:35.610;2.01;10.00;1.95;10.09;2;10;0.05;-0.09;-0.01;0.0;0.1;0.01
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.82;null;[1.93, 10.08, 0.0];[1.99,10.01,-0.67];19:33:35.709;1.99;10.01;1.93;10.08;2;10;0.07;-0.08;0.01;-0.01;0.11;0.01
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.90;null;[1.96, 10.03, 0.0];[2.01,10.00,-0.76];19:33:35.809;2.01;10.00;1.96;10.03;2;10;0.04;-0.03;-0.01;0.0;0.05;0.01
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.90;null;[1.96, 10.04, 0.0];[2.03,9.99,-0.87];19:33:35.910;2.03;9.99;1.96;10.04;2;10;0.04;-0.04;-0.03;0.01;0.06;0.03
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.83;null;[1.9, 10.07, 0.0];[2.00,10.00,-0.73];19:33:36.010;2.00;10.00;1.9;10.07;2;10;0.1;-0.07;0.0;0.0;0.12;0.0
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.90;null;[1.96, 10.03, 0.0];[2.02,9.99,-0.82];19:33:36.109;2.02;9.99;1.96;10.03;2;10;0.04;-0.03;-0.02;0.01;0.05;0.02
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.85;null;[1.9, 10.06, 0.0];[2.00,9.99,-0.80];19:33:36.209;2.00;9.99;1.9;10.06;2;10;0.1;-0.06;0.0;0.01;0.12;0.01
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.94;null;[1.95, 9.99, 0.0];[2.01,9.98,-0.86];19:33:36.310;2.01;9.98;1.95;9.99;2;10;0.05;0.01;-0.01;0.02;0.05;0.02
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.89;null;[1.92, 10.04, 0.0];[2.01,9.97,-0.88];19:33:36.410;2.01;9.97;1.92;10.04;2;10;0.08;-0.04;-0.01;0.03;0.09;0.03
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.89;null;[1.94, 10.04, 0.0];[2.01,9.98,-0.92];19:33:36.509;2.01;9.98;1.94;10.04;2;10;0.06;-0.04;-0.01;0.02;0.07;0.02
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.91;null;[1.96, 10.03, 0.0];[2.03,9.97,-0.97];19:33:36.609;2.03;9.97;1.96;10.03;2;10;0.04;-0.03;-0.03;0.03;0.05;0.04
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.83;null;[1.89, 10.06, 0.0];[2.03,9.97,-1.06];19:33:36.710;2.03;9.97;1.89;10.06;2;10;0.11;-0.06;-0.03;0.03;0.13;0.04
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.83;null;[1.91, 10.07, 0.0];[2.00,9.98,-0.91];19:33:36.809;2.00;9.98;1.91;10.07;2;10;0.09;-0.07;0.0;0.02;0.11;0.02
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.84;null;[1.92, 10.06, 0.0];[1.99,9.98,-0.79];19:33:36.909;1.99;9.98;1.92;10.06;2;10;0.08;-0.06;0.01;0.02;0.1;0.02
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.80;null;[1.96, 10.09, 0.0];[2.02,9.99,-0.95];19:33:37.010;2.02;9.99;1.96;10.09;2;10;0.04;-0.09;-0.02;0.01;0.1;0.02
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.09;P7[2.90,24.00,0.00]=13.79;null;[1.94, 10.12, 0.0];[2.02,10.01,-0.92];19:33:37.109;2.02;10.01;1.94;10.12;2;10;0.06;-0.12;-0.02;-0.01;0.13;0.02
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.84;null;[1.87, 10.07, 0.0];[1.99,10.01,-0.83];19:33:37.209;1.99;10.01;1.87;10.07;2;10;0.13;-0.07;0.01;-0.01;0.15;0.01
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.82;null;[1.88, 10.09, 0.0];[1.97,10.01,-0.77];19:33:37.309;1.97;10.01;1.88;10.09;2;10;0.12;-0.09;0.03;-0.01;0.15;0.03
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.85;null;[1.96, 10.07, 0.0];[1.98,10.01,-0.78];19:33:37.410;1.98;10.01;1.96;10.07;2;10;0.04;-0.07;0.02;-0.01;0.08;0.02
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.07;P7[2.90,24.00,0.00]=13.84;null;[1.94, 10.09, 0.0];[1.99,10.01,-0.83];19:33:37.509;1.99;10.01;1.94;10.09;2;10;0.06;-0.09;0.01;-0.01;0.11;0.01
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.85;null;[1.93, 10.07, 0.0];[1.99,10.01,-0.84];19:33:37.609;1.99;10.01;1.93;10.07;2;10;0.07;-0.07;0.01;-0.01;0.1;0.01
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.83;null;[1.92, 10.08, 0.0];[1.99,10.01,-0.81];19:33:37.710;1.99;10.01;1.92;10.08;2;10;0.08;-0.08;0.01;-0.01;0.11;0.01
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.91;null;[1.93, 10.03, 0.0];[2.00,10.00,-0.91];19:33:37.810;2.00;10.00;1.93;10.03;2;10;0.07;-0.03;0.0;0.0;0.08;0.0
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.81;null;[1.91, 10.09, 0.0];[1.98,10.01,-0.79];19:33:37.909;1.98;10.01;1.91;10.09;2;10;0.09;-0.09;0.02;-0.01;0.13;0.02
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.81;null;[1.91, 10.09, 0.0];[2.00,10.00,-0.95];19:33:38.010;2.00;10.00;1.91;10.09;2;10;0.09;-0.09;0.0;0.0;0.13;0.0
P8[5.90,10.00,0.00]=3.84;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.92;null;[1.92, 10.02, 0.0];[2.01,9.99,-1.00];19:33:38.110;2.01;9.99;1.92;10.02;2;10;0.08;-0.02;-0.01;0.01;0.08;0.01
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.83;null;[1.91, 10.07, 0.0];[1.99,10.00,-0.85];19:33:38.210;1.99;10.00;1.91;10.07;2;10;0.09;-0.07;0.01;0.0;0.11;0.01
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.87;null;[1.96, 10.05, 0.0];[2.00,9.99,-0.85];19:33:38.309;2.00;9.99;1.96;10.05;2;10;0.04;-0.05;0.0;0.01;0.06;0.01
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.84;null;[1.96, 10.06, 0.0];[2.00,9.99,-0.74];19:33:38.409;2.00;9.99;1.96;10.06;2;10;0.04;-0.06;0.0;0.01;0.07;0.01
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.90;null;[1.98, 10.04, 0.0];[2.02,9.99,-0.84];19:33:38.510;2.02;9.99;1.98;10.04;2;10;0.02;-0.04;-0.02;0.01;0.04;0.02
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.82;null;[1.91, 10.07, 0.0];[2.03,9.98,-0.96];19:33:38.609;2.03;9.98;1.91;10.07;2;10;0.09;-0.07;-0.03;0.02;0.11;0.04
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.83;null;[1.95, 10.07, 0.0];[2.02,9.99,-0.80];19:33:38.709;2.02;9.99;1.95;10.07;2;10;0.05;-0.07;-0.02;0.01;0.09;0.02
