ID;Range;Timestamp;Erro;X;Y
D62A;3,09;1693529966818;0,07;0;4
D62A;3,1;1693529966865;0,06
D62A;3,08;1693529966965;0,08
D62A;3,06;1693529967065;0,1
D62A;3,07;1693529967165;0,09
D62A;3,04;1693529967265;0,12
D62A;3,06;1693529967365;0,1
D62A;3,08;1693529967465;0,08
D62A;3,09;1693529967565;0,07
D62A;3,05;1693529967665;0,11
D62A;3,05;1693529967765;0,11
D62A;3,06;1693529967865;0,1
D62A;3,06;1693529967965;0,1
D62A;3,11;1693529968065;0,05
D62A;3,07;1693529968165;0,09
D62A;3,09;1693529968266;0,07
D62A;3,05;1693529968365;0,11
D62A;3,06;1693529968465;0,1
D62A;3,07;1693529968565;0,09
D62A;3,11;1693529968665;0,05
D62A;3,09;1693529968765;0,07
D62A;3,07;1693529968865;0,09
D62A;3,1;1693529968965;0,06
D62A;3,05;1693529969065;0,11
D62A;3,1;1693529969165;0,06
D62A;3,05;1693529969265;0,11
D62A;3,07;1693529969365;0,09
D62A;3,06;1693529969465;0,1
D62A;3,07;1693529969565;0,09
D62A;3,08;1693529969665;0,08
D62A;3,07;1693529969765;0,09
D62A;3,08;1693529969865;0,08
D62A;3,09;1693529969965;0,07
D62A;3,09;1693529970065;0,07
D62A;3,06;1693529970165;0,1
D62A;3,11;1693529970265;0,05
D62A;3,09;1693529970365;0,07
D62A;3,08;1693529970465;0,08
D62A;3,04;1693529970565;0,12
D62A;3,07;1693529970665;0,09
D62A;3,07;1693529970765;0,09
D62A;3,08;1693529970865;0,08
D62A;3,12;1693529970965;0,04
D62A;3,09;1693529971065;0,07
D62A;3,04;1693529971165;0,12
D62A;3,06;1693529971265;0,1
D62A;3,08;1693529971365;0,08
D62A;3,08;1693529971465;0,08
D62A;3,08;1693529971565;0,08
D62A;3,09;1693529971665;0,07
D62A;3,04;1693529971766;0,12
D62A;3,1;1693529971865;0,06
D62A;3,04;1693529971965;0,12
D62A;3,06;1693529972065;0,1
D62A;3,06;1693529972165;0,1
D62A;3,06;1693529972265;0,1
D62A;3,06;1693529972365;0,1
D62A;3,06;1693529972465;0,1
D62A;3,09;1693529972565;0,07
D62A;3,06;1693529972665;0,1
D62A;3,06;1693529972765;0,1
D62A;3,04;1693529972865;0,12
D62A;3,08;1693529972965;0,08
D62A;3,09;1693529973065;0,07
D62A;3,08;1693529973165;0,08
D62A;3,11;1693529973265;0,05
D62A;3,11;1693529973365;0,05
D62A;3,06;1693529973465;0,1
D62A;3,07;1693529973565;0,09
D62A;3,07;1693529973665;0,09
D62A;3,07;1693529973765;0,09
D62A;3,08;1693529973865;0,08
D62A;3,06;1693529973965;0,1
D62A;3,11;1693529974065;0,05
D62A;3,06;1693529974165;0,1
D62A;3,05;1693529974265;0,11
D62A;3,07;1693529974365;0,09
D62A;3,07;1693529974465;0,09
D62A;3,09;1693529974565;0,07
D62A;3,07;1693529974665;0,09
D62A;3,09;1693529974765;0,07
D62A;3,06;1693529974865;0,1
D62A;3,04;1693529974965;0,12
D62A;3,05;1693529975065;0,11
D62A;3,11;1693529975165;0,05
D62A;3,09;1693529975265;0,07
D62A;3,06;1693529975366;0,1
D62A;3,09;1693529975466;0,07
D62A;3,1;1693529975565;0,06
D62A;3,06;1693529975665;0,1
D62A;3,06;1693529975765;0,1
D62A;3,08;1693529975865;0,08
D62A;3,04;1693529975965;0,12
D62A;3,04;1693529976065;0,12
D62A;3,08;1693529976165;0,08
D62A;3,08;1693529976265;0,08
D62A;3,05;1693529976365;0,11
D62A;3,08;1693529976465;0,08
D62A;3,07;1693529976565;0,09
D62A;3,09;1693529976665;0,07
D62A;3,04;1693529976765;0,12
D62A;3,04;1693529976865;0,12
D62A;3,07;1693529976965;0,09
D62A;3,06;1693529977065;0,1
D62A;3,05;1693529977165;0,11
D62A;3,05;1693529977265;0,11
D62A;3,1;1693529977365;0,06
D62A;3,07;1693529977466;0,09
D62A;3,06;1693529977565;0,1
D62A;3,07;1693529977665;0,09
D62A;3,06;1693529977765;0,1
D62A;3,07;1693529977865;0,09
D62A;3,06;1693529977965;0,1
D62A;3,08;1693529978065;0,08
D62A;3,05;1693529978165;0,11
D62A;3,1;1693529978265;0,06
D62A;3,07;1693529978365;0,09
D62A;3,07;1693529978465;0,09
D62A;3,1;1693529978565;0,06
D62A;3,09;1693529978665;0,07
D62A;3,07;1693529978765;0,09
D62A;3,07;1693529978865;0,09
D62A;3,06;1693529978966;0,1
D62A;3,06;1693529979065;0,1
D62A;3,04;1693529979165;0,12
D62A;3,07;1693529979265;0,09
D62A;3,09;1693529979365;0,07
D62A;3,06;1693529979465;0,1
D62A;3,1;1693529979565;0,06
D62A;3,09;1693529979666;0,07
D62A;3,09;1693529979765;0,07
D62A;3,08;1693529979866;0,08
D62A;3,09;1693529979965;0,07
D62A;3,05;1693529980066;0,11
D62A;3,07;1693529980165;0,09
D62A;3,1;1693529980265;0,06
D62A;3,05;1693529980366;0,11
D62A;3,07;1693529980466;0,09
D62A;3,05;1693529980566;0,11
D62A;3,05;1693529980666;0,11
D62A;3,1;1693529980766;0,06
D62A;3,11;1693529980866;0,05
D62A;3,1;1693529980966;0,06
D62A;3,08;1693529981066;0,08
D62A;3,08;1693529981166;0,08
D62A;3,02;1693529981266;0,14
D62A;3,06;1693529981366;0,1
D62A;3,06;1693529981466;0,1
D62A;3,03;1693529981565;0,13
D62A;3,08;1693529981665;0,08
D62A;3,11;1693529981765;0,05
D62A;3,09;1693529981866;0,07
D62A;3,05;1693529981966;0,11
D62A;3,1;1693529982066;0,06
D62A;3,1;1693529982166;0,06
D62A;3,08;1693529982266;0,08
D62A;3,07;1693529982366;0,09
D62A;3,06;1693529982466;0,1
D62A;3,07;1693529982565;0,09
D62A;3,09;1693529982666;0,07
D62A;3,07;1693529982765;0,09
D62A;3,1;1693529982866;0,06
D62A;3,06;1693529982965;0,1
D62A;3,08;1693529983066;0,08
D62A;3,06;1693529983166;0,1
D62A;3,08;1693529983266;0,08
D62A;3,1;1693529983366;0,06
D62A;3,06;1693529983466;0,1
D62A;3,11;1693529983566;0,05
D62A;3,07;1693529983666;0,09
D62A;3,09;1693529983766;0,07
D62A;3,06;1693529983866;0,1
D62A;3,05;1693529983966;0,11
D62A;3,08;1693529984066;0,08
D62A;3,06;1693529984166;0,1
D62A;3,08;1693529984266;0,08
D62A;3,06;1693529984366;0,1
D62A;3,06;1693529984466;0,1
D62A;3,09;1693529984566;0,07
D62A;3,08;1693529984666;0,08
D62A;3,1;1693529984766;0,06
D62A;3,09;1693529984866;0,07
D62A;3,06;1693529984966;0,1
D62A;3,08;1693529985066;0,08
D62A;3,08;1693529985166;0,08
D62A;3,06;1693529985266;0,1
D62A;3,08;1693529985366;0,08
D62A;3,09;1693529985566;0,07
D62A;3,09;1693529985666;0,07
D62A;3,1;1693529985766;0,06
D62A;3,09;1693529985866;0,07
D62A;3,08;1693529985966;0,08
D62A;3,05;1693529986066;0,11
D62A;3,08;1693529986166;0,08
D62A;3,04;1693529986266;0,12
D62A;3,08;1693529986366;0,08
D62A;3,07;1693529986466;0,09
D62A;3,08;1693529986566;0,08
D62A;3,11;1693529986666;0,05
D62A;3,08;1693529986766;0,08
