ID,Range,Timestamp,Erro
D62A,"1,8",1693537135234,"0,2"
D62A,"1,77",1693537135334,"0,23"
D62A,"1,86",1693537135434,"0,14"
D62A,"1,86",1693537135534,"0,14"
D62A,"1,75",1693537135634,"0,25"
D62A,"1,83",1693537135734,"0,17"
D62A,"1,72",1693537135834,"0,28"
D62A,"1,81",1693537135934,"0,19"
D62A,"1,78",1693537136034,"0,22"
D62A,"1,82",1693537136134,"0,18"
D62A,"1,78",1693537136234,"0,22"
D62A,"1,74",1693537136334,"0,26"
D62A,"1,83",1693537136434,"0,17"
D62A,"1,74",1693537136534,"0,26"
D62A,"1,85",1693537136634,"0,15"
D62A,"1,79",1693537136734,"0,21"
D62A,"1,75",1693537136834,"0,25"
D62A,"1,81",1693537136934,"0,19"
D62A,"1,82",1693537137034,"0,18"
D62A,"1,77",1693537137134,"0,23"
D62A,"1,83",1693537137234,"0,17"
D62A,"1,78",1693537137334,"0,22"
D62A,"1,79",1693537137434,"0,21"
D62A,"1,84",1693537137534,"0,16"
D62A,"1,82",1693537137634,"0,18"
D62A,"1,83",1693537137734,"0,17"
D62A,"1,78",1693537137834,"0,22"
D62A,"1,77",1693537137934,"0,23"
D62A,"1,76",1693537138034,"0,24"
D62A,"1,73",1693537138134,"0,27"
D62A,"1,73",1693537138234,"0,27"
D62A,"1,82",1693537138334,"0,18"
D62A,"1,81",1693537138434,"0,19"
D62A,"1,85",1693537138534,"0,15"
D62A,"1,75",1693537138634,"0,25"
D62A,"1,72",1693537138734,"0,28"
D62A,"1,76",1693537138834,"0,24"
D62A,"1,81",1693537138934,"0,19"
D62A,"1,8",1693537139034,"0,2"
D62A,"1,75",1693537139134,"0,25"
D62A,"1,72",1693537139234,"0,28"
D62A,"1,79",1693537139334,"0,21"
D62A,"1,78",1693537139434,"0,22"
D62A,"1,8",1693537139534,"0,2"
D62A,"1,86",1693537139634,"0,14"
D62A,"1,8",1693537139734,"0,2"
D62A,"1,82",1693537139834,"0,18"
D62A,"1,85",1693537139934,"0,15"
D62A,"1,84",1693537140034,"0,16"
D62A,"1,83",1693537140134,"0,17"
D62A,"1,82",1693537140234,"0,18"
D62A,"1,76",1693537140334,"0,24"
D62A,"1,82",1693537140534,"0,18"
D62A,"1,72",1693537140634,"0,28"
D62A,"1,82",1693537140734,"0,18"
D62A,"1,78",1693537140834,"0,22"
D62A,"1,86",1693537140934,"0,14"
D62A,"1,78",1693537141034,"0,22"
D62A,"1,83",1693537141134,"0,17"
D62A,"1,82",1693537141234,"0,18"
D62A,"1,79",1693537141334,"0,21"
D62A,"1,79",1693537141434,"0,21"
D62A,"1,87",1693537141534,"0,13"
D62A,"1,83",1693537141634,"0,17"
D62A,"1,77",1693537141734,"0,23"
D62A,"1,85",1693537141834,"0,15"
D62A,"1,75",1693537141934,"0,25"
D62A,"1,78",1693537142034,"0,22"
D62A,"1,78",1693537142134,"0,22"
D62A,"1,82",1693537142234,"0,18"
D62A,"1,78",1693537142334,"0,22"
D62A,"1,81",1693537142434,"0,19"
D62A,"1,79",1693537142534,"0,21"
D62A,"1,8",1693537142634,"0,2"
D62A,"1,79",1693537142734,"0,21"
D62A,"1,76",1693537142834,"0,24"
D62A,"1,81",1693537142934,"0,19"
D62A,"1,75",1693537143034,"0,25"
D62A,"1,79",1693537143134,"0,21"
D62A,"1,76",1693537143234,"0,24"
D62A,"1,72",1693537143334,"0,28"
D62A,"1,72",1693537143434,"0,28"
D62A,"1,82",1693537143534,"0,18"
D62A,"1,8",1693537143634,"0,2"
D62A,"1,8",1693537143734,"0,2"
D62A,"1,86",1693537143834,"0,14"
D62A,"1,84",1693537143934,"0,16"
D62A,"1,81",1693537144034,"0,19"
D62A,"1,74",1693537144134,"0,26"
D62A,"1,78",1693537144234,"0,22"
D62A,"1,73",1693537144334,"0,27"
D62A,"1,82",1693537144434,"0,18"
D62A,"1,76",1693537144534,"0,24"
D62A,"1,82",1693537144634,"0,18"
D62A,"1,78",1693537144734,"0,22"
D62A,"1,78",1693537144834,"0,22"
D62A,"1,75",1693537144934,"0,25"
D62A,"1,86",1693537145034,"0,14"
D62A,"1,85",1693537145134,"0,15"
D62A,"1,84",1693537145234,"0,16"
D62A,"1,75",1693537145334,"0,25"
D62A,"1,77",1693537145434,"0,23"
D62A,"1,82",1693537145534,"0,18"
D62A,"1,8",1693537145634,"0,2"
D62A,"1,7",1693537145734,"0,3"
D62A,"1,75",1693537145834,"0,25"
D62A,"1,76",1693537145934,"0,24"
D62A,"1,82",1693537146034,"0,18"
D62A,"1,84",1693537146134,"0,16"
D62A,"1,79",1693537146234,"0,21"
D62A,"1,78",1693537146334,"0,22"
D62A,"1,8",1693537146434,"0,2"
D62A,"1,79",1693537146534,"0,21"
D62A,"1,78",1693537146634,"0,22"
D62A,"1,84",1693537146734,"0,16"
D62A,"1,87",1693537146834,"0,13"
D62A,"1,79",1693537146934,"0,21"
D62A,"1,85",1693537147034,"0,15"
D62A,"1,78",1693537147134,"0,22"
D62A,"1,83",1693537147234,"0,17"
D62A,"1,81",1693537147334,"0,19"
D62A,"1,87",1693537147434,"0,13"
D62A,"1,78",1693537147534,"0,22"
D62A,"1,81",1693537147634,"0,19"
D62A,"1,77",1693537147734,"0,23"
D62A,"1,77",1693537147834,"0,23"
D62A,"1,84",1693537147934,"0,16"
D62A,"1,77",1693537148034,"0,23"
D62A,"1,73",1693537148134,"0,27"
D62A,"1,78",1693537148234,"0,22"
D62A,"1,72",1693537148334,"0,28"
D62A,"1,79",1693537148434,"0,21"
D62A,"1,84",1693537148534,"0,16"
D62A,"1,82",1693537148634,"0,18"
D62A,"1,79",1693537148734,"0,21"
D62A,"1,8",1693537148834,"0,2"
D62A,"1,78",1693537148934,"0,22"
D62A,"1,76",1693537149034,"0,24"
D62A,"1,72",1693537149134,"0,28"
D62A,"1,7",1693537149234,"0,3"
D62A,"1,81",1693537149334,"0,19"
D62A,"1,77",1693537149434,"0,23"
D62A,"1,75",1693537149534,"0,25"
D62A,"1,77",1693537149634,"0,23"
D62A,"1,78",1693537149734,"0,22"
D62A,"1,82",1693537149834,"0,18"
D62A,"1,81",1693537149934,"0,19"
D62A,"1,79",1693537150034,"0,21"
D62A,"1,82",1693537150134,"0,18"
D62A,"1,77",1693537150234,"0,23"
D62A,"1,79",1693537150334,"0,21"
D62A,"1,83",1693537150434,"0,17"
D62A,"1,82",1693537150534,"0,18"
D62A,"1,84",1693537150634,"0,16"
D62A,"1,72",1693537150734,"0,28"
D62A,"1,82",1693537150834,"0,18"
D62A,"1,75",1693537150934,"0,25"
D62A,"1,83",1693537151034,"0,17"
D62A,"1,77",1693537151134,"0,23"
D62A,"1,72",1693537151234,"0,28"
D62A,"1,78",1693537151334,"0,22"
D62A,"1,82",1693537151434,"0,18"
D62A,"1,77",1693537151534,"0,23"
D62A,"1,83",1693537151634,"0,17"
D62A,"1,74",1693537151734,"0,26"
D62A,"1,84",1693537151834,"0,16"
D62A,"1,78",1693537151934,"0,22"
D62A,"1,72",1693537152034,"0,28"
D62A,"1,79",1693537152134,"0,21"
D62A,"1,73",1693537152234,"0,27"
D62A,"1,81",1693537152334,"0,19"
D62A,"1,83",1693537152434,"0,17"
D62A,"1,81",1693537152534,"0,19"
D62A,"1,74",1693537152634,"0,26"
D62A,"1,77",1693537152734,"0,23"
D62A,"1,77",1693537152834,"0,23"
D62A,"1,84",1693537152934,"0,16"
D62A,"1,75",1693537153034,"0,25"
D62A,"1,82",1693537153134,"0,18"
D62A,"1,74",1693537153234,"0,26"
D62A,"1,76",1693537153334,"0,24"
D62A,"1,72",1693537153434,"0,28"
D62A,"1,7",1693537153534,"0,3"
D62A,"1,75",1693537153634,"0,25"
D62A,"1,77",1693537153734,"0,23"
D62A,"1,84",1693537153834,"0,16"
D62A,"1,81",1693537153934,"0,19"
D62A,"1,79",1693537154034,"0,21"
D62A,"1,81",1693537154134,"0,19"
D62A,"1,75",1693537154234,"0,25"
D62A,"1,77",1693537154334,"0,23"
D62A,"1,78",1693537154434,"0,22"
D62A,"1,74",1693537154534,"0,26"
D62A,"1,82",1693537154635,"0,18"
D62A,"1,73",1693537154734,"0,27"
D62A,"1,78",1693537154834,"0,22"
D62A,"1,79",1693537154934,"0,21"
D62A,"1,8",1693537155034,"0,2"
D62A,"1,8",1693537155134,"0,2"
D62A,"1,8",1693537155234,"0,2"
D62A,"1,76",1693537155334,"0,24"
D62A,"1,77",1693537155434,"0,23"
D62A,"1,8",1693537155534,"0,2"
D62A,"1,72",1693537155634,"0,28"
D62A,"1,83",1693537155734,"0,17"
D62A,"1,82",1693537155834,"0,18"
D62A,"1,73",1693537155934,"0,27"
D62A,"1,81",1693537156034,"0,19"
D62A,"1,84",1693537156134,"0,16"
D62A,"1,72",1693537156234,"0,28"
D62A,"1,81",1693537156334,"0,19"
D62A,"1,76",1693537156434,"0,24"
D62A,"1,83",1693537156534,"0,17"
D62A,"1,78",1693537156634,"0,22"
D62A,"1,74",1693537156734,"0,26"
D62A,"1,77",1693537156834,"0,23"
D62A,"1,86",1693537156934,"0,14"
D62A,"1,8",1693537157034,"0,2"
D62A,"1,77",1693537157134,"0,23"
D62A,"1,73",1693537157234,"0,27"
D62A,"1,79",1693537157334,"0,21"
D62A,"1,79",1693537157434,"0,21"
D62A,"1,84",1693537157534,"0,16"
D62A,"1,82",1693537157634,"0,18"
D62A,"1,74",1693537157734,"0,26"
D62A,"1,79",1693537157834,"0,21"
D62A,"1,8",1693537157934,"0,2"
D62A,"1,85",1693537158034,"0,15"
D62A,"1,85",1693537158134,"0,15"
D62A,"1,78",1693537158234,"0,22"
D62A,"1,87",1693537158334,"0,13"
D62A,"1,81",1693537158434,"0,19"
D62A,"1,76",1693537158534,"0,24"
D62A,"1,81",1693537158634,"0,19"
D62A,"1,85",1693537158734,"0,15"
D62A,"1,81",1693537158834,"0,19"
D62A,"1,8",1693537158934,"0,2"
D62A,"1,74",1693537159034,"0,26"
D62A,"1,77",1693537159134,"0,23"
D62A,"1,83",1693537159234,"0,17"
D62A,"1,87",1693537159334,"0,13"
D62A,"1,8",1693537159434,"0,2"
D62A,"1,83",1693537159534,"0,17"
D62A,"1,8",1693537159635,"0,2"
D62A,"1,76",1693537159734,"0,24"
D62A,"1,81",1693537159834,"0,19"
D62A,"1,85",1693537159934,"0,15"
D62A,"1,83",1693537160034,"0,17"
D62A,"1,77",1693537160134,"0,23"
D62A,"1,79",1693537160234,"0,21"
D62A,"1,82",1693537160335,"0,18"
D62A,"1,81",1693537160434,"0,19"
D62A,"1,8",1693537160534,"0,2"
D62A,"1,74",1693537160634,"0,26"
D62A,"1,78",1693537160734,"0,22"
D62A,"1,8",1693537160834,"0,2"
D62A,"1,75",1693537160934,"0,25"
D62A,"1,82",1693537161034,"0,18"
D62A,"1,84",1693537161134,"0,16"
D62A,"1,83",1693537161234,"0,17"
D62A,"1,74",1693537161334,"0,26"
D62A,"1,78",1693537161434,"0,22"
D62A,"1,83",1693537161534,"0,17"
D62A,"1,78",1693537161634,"0,22"
D62A,"1,73",1693537161734,"0,27"
D62A,"1,81",1693537161834,"0,19"
D62A,"1,74",1693537161934,"0,26"
D62A,"1,82",1693537162034,"0,18"
D62A,"1,77",1693537162134,"0,23"
D62A,"1,76",1693537162234,"0,24"
D62A,"1,78",1693537162334,"0,22"
D62A,"1,82",1693537162434,"0,18"
D62A,"1,85",1693537162534,"0,15"
D62A,"1,78",1693537162634,"0,22"
D62A,"1,82",1693537162734,"0,18"
D62A,"1,82",1693537162834,"0,18"
D62A,"1,85",1693537162934,"0,15"
D62A,"1,85",1693537163034,"0,15"
D62A,"1,77",1693537163134,"0,23"
D62A,"1,79",1693537163234,"0,21"
D62A,"1,76",1693537163334,"0,24"
D62A,"1,74",1693537163434,"0,26"
D62A,"1,85",1693537163534,"0,15"
D62A,"1,78",1693537163634,"0,22"
D62A,"1,78",1693537163734,"0,22"
D62A,"1,79",1693537163834,"0,21"
D62A,"1,81",1693537163934,"0,19"
D62A,"1,78",1693537164034,"0,22"
D62A,"1,81",1693537164135,"0,19"
D62A,"1,85",1693537164234,"0,15"
D62A,"1,76",1693537164334,"0,24"
D62A,"1,81",1693537164434,"0,19"
D62A,"1,75",1693537164534,"0,25"
D62A,"1,77",1693537164635,"0,23"
D62A,"1,78",1693537164734,"0,22"
D62A,"1,85",1693537164834,"0,15"
D62A,"1,82",1693537164934,"0,18"
D62A,"1,72",1693537165034,"0,28"
D62A,"1,84",1693537165134,"0,16"
D62A,"1,74",1693537165234,"0,26"
D62A,"1,85",1693537165335,"0,15"
D62A,"1,72",1693537165434,"0,28"
D62A,"1,78",1693537165534,"0,22"
D62A,"1,74",1693537165634,"0,26"
D62A,"1,84",1693537165734,"0,16"
D62A,"1,79",1693537165834,"0,21"
D62A,"1,86",1693537165934,"0,14"
D62A,"1,75",1693537166034,"0,25"
D62A,"1,77",1693537166134,"0,23"
D62A,"1,8",1693537166234,"0,2"
D62A,"1,79",1693537166334,"0,21"
D62A,"1,76",1693537166434,"0,24"
D62A,"1,84",1693537166534,"0,16"
D62A,"1,85",1693537166634,"0,15"
D62A,"1,78",1693537166734,"0,22"
D62A,"1,75",1693537166834,"0,25"
D62A,"1,71",1693537166934,"0,29"
D62A,"1,81",1693537167034,"0,19"
D62A,"1,81",1693537167134,"0,19"
D62A,"1,76",1693537167234,"0,24"
D62A,"1,78",1693537167334,"0,22"
D62A,"1,85",1693537167434,"0,15"
D62A,"1,78",1693537167534,"0,22"
D62A,"1,83",1693537167634,"0,17"
D62A,"1,7",1693537167734,"0,3"
D62A,"1,73",1693537167834,"0,27"
D62A,"1,82",1693537167934,"0,18"
D62A,"1,81",1693537168034,"0,19"
D62A,"1,78",1693537168134,"0,22"
D62A,"1,85",1693537168235,"0,15"
D62A,"1,79",1693537168334,"0,21"
D62A,"1,85",1693537168434,"0,15"
D62A,"1,78",1693537168534,"0,22"
D62A,"1,78",1693537168634,"0,22"
D62A,"1,79",1693537168734,"0,21"
D62A,"1,81",1693537168834,"0,19"
D62A,"1,83",1693537168934,"0,17"
D62A,"1,83",1693537169034,"0,17"
D62A,"1,75",1693537169134,"0,25"
D62A,"1,82",1693537169234,"0,18"
D62A,"1,82",1693537169334,"0,18"
D62A,"1,81",1693537169434,"0,19"
D62A,"1,76",1693537169535,"0,24"
D62A,"1,78",1693537169635,"0,22"
D62A,"1,8",1693537169734,"0,2"
D62A,"1,8",1693537169834,"0,2"
D62A,"1,85",1693537169934,"0,15"
D62A,"1,81",1693537170034,"0,19"
D62A,"1,84",1693537170134,"0,16"
D62A,"1,73",1693537170234,"0,27"
D62A,"1,82",1693537170334,"0,18"
D62A,"1,78",1693537170434,"0,22"
D62A,"1,81",1693537170534,"0,19"
D62A,"1,86",1693537170634,"0,14"
D62A,"1,78",1693537170734,"0,22"
D62A,"1,85",1693537170834,"0,15"
D62A,"1,8",1693537170935,"0,2"
D62A,"1,84",1693537171035,"0,16"
D62A,"1,78",1693537171134,"0,22"
D62A,"1,75",1693537171235,"0,25"
D62A,"1,82",1693537171334,"0,18"
D62A,"1,76",1693537171434,"0,24"
D62A,"1,81",1693537171535,"0,19"
D62A,"1,73",1693537171635,"0,27"
D62A,"1,8",1693537171734,"0,2"
D62A,"1,73",1693537171834,"0,27"
D62A,"1,77",1693537171934,"0,23"
D62A,"1,82",1693537172034,"0,18"
D62A,"1,75",1693537172135,"0,25"
D62A,"1,84",1693537172235,"0,16"
D62A,"1,83",1693537172335,"0,17"
D62A,"1,78",1693537172434,"0,22"
D62A,"1,84",1693537172535,"0,16"
D62A,"1,8",1693537172635,"0,2"
D62A,"1,75",1693537172734,"0,25"
D62A,"1,84",1693537172835,"0,16"
D62A,"1,82",1693537172935,"0,18"
D62A,"1,82",1693537173035,"0,18"
D62A,"1,76",1693537173134,"0,24"
D62A,"1,82",1693537173235,"0,18"
D62A,"1,73",1693537173335,"0,27"
D62A,"1,75",1693537173435,"0,25"
D62A,"1,79",1693537173534,"0,21"
D62A,"1,83",1693537173634,"0,17"
D62A,"1,7",1693537173734,"0,3"
D62A,"1,79",1693537173835,"0,21"
D62A,"1,84",1693537173934,"0,16"
D62A,"1,72",1693537174034,"0,28"
D62A,"1,84",1693537174135,"0,16"
D62A,"1,83",1693537174235,"0,17"
D62A,"1,85",1693537174335,"0,15"
D62A,"1,76",1693537174434,"0,24"
D62A,"1,84",1693537174534,"0,16"
D62A,"1,75",1693537174635,"0,25"
D62A,"1,78",1693537174734,"0,22"
D62A,"1,71",1693537174834,"0,29"
D62A,"1,78",1693537174934,"0,22"
D62A,"1,8",1693537175035,"0,2"
D62A,"1,83",1693537175135,"0,17"
D62A,"1,78",1693537175234,"0,22"
D62A,"1,79",1693537175335,"0,21"
D62A,"1,76",1693537175435,"0,24"
D62A,"1,82",1693537175534,"0,18"
D62A,"1,82",1693537175635,"0,18"
D62A,"1,8",1693537175734,"0,2"
D62A,"1,8",1693537175834,"0,2"
D62A,"1,75",1693537175935,"0,25"
D62A,"1,82",1693537176034,"0,18"
D62A,"1,83",1693537176134,"0,17"
D62A,"1,8",1693537176235,"0,2"
D62A,"1,74",1693537176335,"0,26"
D62A,"1,76",1693537176434,"0,24"
D62A,"1,75",1693537176534,"0,25"
D62A,"1,77",1693537176635,"0,23"
D62A,"1,77",1693537176735,"0,23"
D62A,"1,78",1693537176834,"0,22"
D62A,"1,8",1693537176935,"0,2"
D62A,"1,8",1693537177035,"0,2"
D62A,"1,8",1693537177135,"0,2"
D62A,"1,76",1693537177235,"0,24"
D62A,"1,79",1693537177335,"0,21"
D62A,"1,78",1693537177435,"0,22"
D62A,"1,7",1693537177534,"0,3"
D62A,"1,77",1693537177635,"0,23"
D62A,"1,78",1693537177734,"0,22"
D62A,"1,82",1693537177835,"0,18"
D62A,"1,7",1693537177935,"0,3"
D62A,"1,7",1693537178035,"0,3"
D62A,"1,8",1693537178135,"0,2"
D62A,"1,77",1693537178235,"0,23"
D62A,"1,69",1693537178334,"0,31"
D62A,"1,77",1693537178435,"0,23"
D62A,"1,85",1693537178535,"0,15"
D62A,"1,75",1693537178635,"0,25"
D62A,"1,83",1693537178735,"0,17"
D62A,"1,77",1693537178835,"0,23"
D62A,"1,81",1693537178935,"0,19"
D62A,"1,82",1693537179035,"0,18"
D62A,"1,83",1693537179135,"0,17"
D62A,"1,82",1693537179235,"0,18"
D62A,"1,81",1693537179335,"0,19"
D62A,"1,86",1693537179435,"0,14"
D62A,"1,77",1693537179535,"0,23"
D62A,"1,84",1693537179635,"0,16"
D62A,"1,76",1693537179735,"0,24"
D62A,"1,75",1693537179835,"0,25"
D62A,"1,82",1693537179935,"0,18"
D62A,"1,84",1693537180035,"0,16"
D62A,"1,8",1693537180135,"0,2"
D62A,"1,76",1693537180235,"0,24"
D62A,"1,79",1693537180335,"0,21"
D62A,"1,74",1693537180435,"0,26"
D62A,"1,77",1693537180535,"0,23"
D62A,"1,78",1693537180635,"0,22"
D62A,"1,84",1693537180735,"0,16"
D62A,"1,84",1693537180835,"0,16"
D62A,"1,8",1693537180935,"0,2"
D62A,"1,84",1693537181035,"0,16"
D62A,"1,75",1693537181135,"0,25"
D62A,"1,78",1693537181235,"0,22"
D62A,"1,84",1693537181335,"0,16"
D62A,"1,77",1693537181435,"0,23"
D62A,"1,8",1693537181535,"0,2"
D62A,"1,82",1693537181635,"0,18"
D62A,"1,81",1693537181735,"0,19"
D62A,"1,79",1693537181835,"0,21"
D62A,"1,75",1693537181935,"0,25"
D62A,"1,81",1693537182035,"0,19"
D62A,"1,72",1693537182135,"0,28"
D62A,"1,83",1693537182235,"0,17"
D62A,"1,83",1693537182335,"0,17"
D62A,"1,8",1693537182435,"0,2"
D62A,"1,77",1693537182535,"0,23"
D62A,"1,82",1693537182635,"0,18"
D62A,"1,81",1693537182735,"0,19"
D62A,"1,82",1693537182835,"0,18"
D62A,"1,79",1693537182935,"0,21"
D62A,"1,76",1693537183035,"0,24"
D62A,"1,74",1693537183135,"0,26"
D62A,"1,8",1693537183235,"0,2"
D62A,"1,78",1693537183335,"0,22"
D62A,"1,76",1693537183435,"0,24"
D62A,"1,82",1693537183535,"0,18"
D62A,"1,71",1693537183635,"0,29"
D62A,"1,8",1693537183735,"0,2"
D62A,"1,75",1693537183835,"0,25"
D62A,"1,84",1693537183935,"0,16"
D62A,"1,77",1693537184035,"0,23"
D62A,"1,83",1693537184135,"0,17"
D62A,"1,78",1693537184235,"0,22"
D62A,"1,8",1693537184335,"0,2"
D62A,"1,82",1693537184435,"0,18"
D62A,"1,81",1693537184535,"0,19"
D62A,"1,79",1693537184635,"0,21"
D62A,"1,81",1693537184735,"0,19"
D62A,"1,77",1693537184835,"0,23"
D62A,"1,81",1693537184935,"0,19"
D62A,"1,74",1693537185035,"0,26"
D62A,"1,79",1693537185135,"0,21"
D62A,"1,84",1693537185235,"0,16"
D62A,"1,77",1693537185335,"0,23"
D62A,"1,82",1693537185435,"0,18"
D62A,"1,81",1693537185535,"0,19"
D62A,"1,77",1693537185635,"0,23"
D62A,"1,82",1693537185735,"0,18"
D62A,"1,81",1693537185835,"0,19"
D62A,"1,76",1693537185935,"0,24"
D62A,"1,71",1693537186035,"0,29"
D62A,"1,78",1693537186135,"0,22"
D62A,"1,8",1693537186235,"0,2"
D62A,"1,82",1693537186335,"0,18"
D62A,"1,79",1693537186435,"0,21"
D62A,"1,78",1693537186535,"0,22"
D62A,"1,82",1693537186635,"0,18"
D62A,"1,79",1693537186735,"0,21"
D62A,"1,8",1693537186835,"0,2"
D62A,"1,79",1693537186935,"0,21"
D62A,"1,81",1693537187035,"0,19"
D62A,"1,83",1693537187135,"0,17"
D62A,"1,77",1693537187235,"0,23"
D62A,"1,83",1693537187335,"0,17"
D62A,"1,79",1693537187435,"0,21"
D62A,"1,8",1693537187535,"0,2"
D62A,"1,82",1693537187635,"0,18"
D62A,"1,81",1693537187735,"0,19"
D62A,"1,78",1693537187835,"0,22"
D62A,"1,71",1693537187935,"0,29"
D62A,"1,85",1693537188035,"0,15"
D62A,"1,82",1693537188135,"0,18"
D62A,"1,75",1693537188235,"0,25"
D62A,"1,8",1693537188335,"0,2"
D62A,"1,81",1693537188435,"0,19"
D62A,"1,82",1693537188535,"0,18"
D62A,"1,83",1693537188635,"0,17"
D62A,"1,74",1693537188735,"0,26"
D62A,"1,8",1693537188835,"0,2"
D62A,"1,82",1693537188935,"0,18"
D62A,"1,85",1693537189035,"0,15"
D62A,"1,79",1693537189135,"0,21"
D62A,"1,79",1693537189235,"0,21"
D62A,"1,8",1693537189335,"0,2"
D62A,"1,7",1693537189435,"0,3"
D62A,"1,8",1693537189535,"0,2"
D62A,"1,81",1693537189635,"0,19"
D62A,"1,83",1693537189735,"0,17"
D62A,"1,74",1693537189835,"0,26"
D62A,"1,85",1693537189935,"0,15"
D62A,"1,75",1693537190035,"0,25"
D62A,"1,83",1693537190136,"0,17"
D62A,"1,83",1693537190235,"0,17"
D62A,"1,74",1693537190335,"0,26"
D62A,"1,85",1693537190435,"0,15"
D62A,"1,82",1693537190535,"0,18"
D62A,"1,75",1693537190635,"0,25"
D62A,"1,81",1693537190735,"0,19"
D62A,"1,88",1693537190835,"0,12"
D62A,"1,78",1693537190935,"0,22"
D62A,"1,78",1693537191035,"0,22"
D62A,"1,8",1693537191135,"0,2"
D62A,"1,78",1693537191235,"0,22"
D62A,"1,81",1693537191335,"0,19"
D62A,"1,71",1693537191435,"0,29"
D62A,"1,73",1693537191535,"0,27"
D62A,"1,86",1693537191635,"0,14"
D62A,"1,74",1693537191735,"0,26"
D62A,"1,79",1693537191835,"0,21"
D62A,"1,78",1693537191935,"0,22"
D62A,"1,71",1693537192035,"0,29"
D62A,"1,85",1693537192135,"0,15"
D62A,"1,76",1693537192235,"0,24"
