ID,Range,Timestamp,Erro
D62A,"1,78",1693537079433,"0,22"
D62A,"1,81",1693537079533,"0,19"
D62A,"1,75",1693537079634,"0,25"
D62A,"1,81",1693537079733,"0,19"
D62A,"1,75",1693537079833,"0,25"
D62A,"1,77",1693537079933,"0,23"
D62A,"1,82",1693537080033,"0,18"
D62A,"1,72",1693537080133,"0,28"
D62A,"1,74",1693537080233,"0,26"
D62A,"1,73",1693537080333,"0,27"
D62A,"1,78",1693537080433,"0,22"
D62A,"1,8",1693537080533,"0,2"
D62A,"1,82",1693537080633,"0,18"
D62A,"1,81",1693537080733,"0,19"
D62A,"1,74",1693537080833,"0,26"
D62A,"1,84",1693537080933,"0,16"
D62A,"1,82",1693537081033,"0,18"
D62A,"1,78",1693537081133,"0,22"
D62A,"1,74",1693537081234,"0,26"
D62A,"1,77",1693537081333,"0,23"
D62A,"1,85",1693537081433,"0,15"
D62A,"1,76",1693537081533,"0,24"
D62A,"1,78",1693537081633,"0,22"
D62A,"1,76",1693537081733,"0,24"
D62A,"1,8",1693537081833,"0,2"
D62A,"1,84",1693537081933,"0,16"
D62A,"1,76",1693537082033,"0,24"
D62A,"1,76",1693537082133,"0,24"
D62A,"1,85",1693537082233,"0,15"
D62A,"1,73",1693537082333,"0,27"
D62A,"1,74",1693537082433,"0,26"
D62A,"1,88",1693537082533,"0,12"
D62A,"1,77",1693537082633,"0,23"
D62A,"1,78",1693537082733,"0,22"
D62A,"1,85",1693537082833,"0,15"
D62A,"1,84",1693537082933,"0,16"
D62A,"1,82",1693537083033,"0,18"
D62A,"1,74",1693537083133,"0,26"
D62A,"1,7",1693537083233,"0,3"
D62A,"1,78",1693537083333,"0,22"
D62A,"1,85",1693537083433,"0,15"
D62A,"1,71",1693537083533,"0,29"
D62A,"1,79",1693537083633,"0,21"
D62A,"1,71",1693537083733,"0,29"
D62A,"1,79",1693537083833,"0,21"
D62A,"1,78",1693537083933,"0,22"
D62A,"1,82",1693537084033,"0,18"
D62A,"1,71",1693537084133,"0,29"
D62A,"1,76",1693537084233,"0,24"
D62A,"1,78",1693537084333,"0,22"
D62A,"1,82",1693537084433,"0,18"
D62A,"1,77",1693537084533,"0,23"
D62A,"1,8",1693537084634,"0,2"
D62A,"1,83",1693537084733,"0,17"
D62A,"1,77",1693537084833,"0,23"
D62A,"1,75",1693537084933,"0,25"
D62A,"1,78",1693537085033,"0,22"
D62A,"1,77",1693537085133,"0,23"
D62A,"1,73",1693537085233,"0,27"
D62A,"1,8",1693537085333,"0,2"
D62A,"1,81",1693537085433,"0,19"
D62A,"1,77",1693537085533,"0,23"
D62A,"1,83",1693537085633,"0,17"
D62A,"1,76",1693537085733,"0,24"
D62A,"1,75",1693537085833,"0,25"
D62A,"1,73",1693537085933,"0,27"
D62A,"1,82",1693537086033,"0,18"
D62A,"1,78",1693537086133,"0,22"
D62A,"1,79",1693537086233,"0,21"
D62A,"1,78",1693537086333,"0,22"
D62A,"1,84",1693537086433,"0,16"
D62A,"1,73",1693537086533,"0,27"
D62A,"1,72",1693537086633,"0,28"
D62A,"1,75",1693537086733,"0,25"
D62A,"1,79",1693537086833,"0,21"
D62A,"1,82",1693537086933,"0,18"
D62A,"1,8",1693537087033,"0,2"
D62A,"1,83",1693537087133,"0,17"
D62A,"1,81",1693537087233,"0,19"
D62A,"1,78",1693537087333,"0,22"
D62A,"1,78",1693537087433,"0,22"
D62A,"1,8",1693537087533,"0,2"
D62A,"1,85",1693537087633,"0,15"
D62A,"1,82",1693537087733,"0,18"
D62A,"1,8",1693537087833,"0,2"
D62A,"1,81",1693537087933,"0,19"
D62A,"1,82",1693537088033,"0,18"
D62A,"1,73",1693537088133,"0,27"
D62A,"1,83",1693537088233,"0,17"
D62A,"1,8",1693537088333,"0,2"
D62A,"1,86",1693537088434,"0,14"
D62A,"1,83",1693537088533,"0,17"
D62A,"1,82",1693537088633,"0,18"
D62A,"1,83",1693537088733,"0,17"
D62A,"1,78",1693537088833,"0,22"
D62A,"1,84",1693537088934,"0,16"
D62A,"1,7",1693537089033,"0,3"
D62A,"1,84",1693537089133,"0,16"
D62A,"1,81",1693537089233,"0,19"
D62A,"1,76",1693537089333,"0,24"
D62A,"1,79",1693537089433,"0,21"
D62A,"1,74",1693537089534,"0,26"
D62A,"1,85",1693537089634,"0,15"
D62A,"1,78",1693537089733,"0,22"
D62A,"1,85",1693537089834,"0,15"
D62A,"1,83",1693537089933,"0,17"
D62A,"1,81",1693537090033,"0,19"
D62A,"1,79",1693537090133,"0,21"
D62A,"1,76",1693537090233,"0,24"
D62A,"1,83",1693537090333,"0,17"
D62A,"1,77",1693537090433,"0,23"
D62A,"1,8",1693537090533,"0,2"
D62A,"1,79",1693537090633,"0,21"
D62A,"1,77",1693537090733,"0,23"
D62A,"1,74",1693537090833,"0,26"
D62A,"1,8",1693537090933,"0,2"
D62A,"1,77",1693537091033,"0,23"
D62A,"1,82",1693537091133,"0,18"
D62A,"1,82",1693537091234,"0,18"
D62A,"1,77",1693537091333,"0,23"
D62A,"1,79",1693537091434,"0,21"
D62A,"1,76",1693537091533,"0,24"
D62A,"1,78",1693537091634,"0,22"
D62A,"1,83",1693537091734,"0,17"
D62A,"1,76",1693537091833,"0,24"
D62A,"1,76",1693537091933,"0,24"
D62A,"1,79",1693537092033,"0,21"
D62A,"1,77",1693537092133,"0,23"
D62A,"1,82",1693537092233,"0,18"
D62A,"1,77",1693537092333,"0,23"
D62A,"1,78",1693537092433,"0,22"
D62A,"1,79",1693537092533,"0,21"
D62A,"1,78",1693537092634,"0,22"
D62A,"1,81",1693537092734,"0,19"
D62A,"1,76",1693537092833,"0,24"
D62A,"1,7",1693537092933,"0,3"
D62A,"1,73",1693537093033,"0,27"
D62A,"1,74",1693537093133,"0,26"
D62A,"1,78",1693537093234,"0,22"
D62A,"1,79",1693537093333,"0,21"
D62A,"1,79",1693537093433,"0,21"
D62A,"1,79",1693537093534,"0,21"
D62A,"1,85",1693537093634,"0,15"
D62A,"1,8",1693537093733,"0,2"
D62A,"1,81",1693537093833,"0,19"
D62A,"1,81",1693537093933,"0,19"
D62A,"1,8",1693537094034,"0,2"
D62A,"1,69",1693537094133,"0,31"
D62A,"1,78",1693537094233,"0,22"
D62A,"1,74",1693537094333,"0,26"
D62A,"1,76",1693537094433,"0,24"
D62A,"1,78",1693537094533,"0,22"
D62A,"1,78",1693537094634,"0,22"
D62A,"1,73",1693537094734,"0,27"
D62A,"1,84",1693537094833,"0,16"
D62A,"1,8",1693537094934,"0,2"
D62A,"1,84",1693537095034,"0,16"
D62A,"1,8",1693537095133,"0,2"
D62A,"1,83",1693537095233,"0,17"
D62A,"1,84",1693537095334,"0,16"
D62A,"1,86",1693537095433,"0,14"
D62A,"1,78",1693537095534,"0,22"
D62A,"1,73",1693537095634,"0,27"
D62A,"1,85",1693537095734,"0,15"
D62A,"1,86",1693537095834,"0,14"
D62A,"1,75",1693537095934,"0,25"
D62A,"1,85",1693537096034,"0,15"
D62A,"1,76",1693537096133,"0,24"
D62A,"1,82",1693537096233,"0,18"
D62A,"1,82",1693537096334,"0,18"
D62A,"1,8",1693537096434,"0,2"
D62A,"1,73",1693537096534,"0,27"
D62A,"1,81",1693537096634,"0,19"
D62A,"1,84",1693537096734,"0,16"
D62A,"1,78",1693537096834,"0,22"
D62A,"1,82",1693537096934,"0,18"
D62A,"1,8",1693537097034,"0,2"
D62A,"1,8",1693537097134,"0,2"
D62A,"1,84",1693537097234,"0,16"
D62A,"1,81",1693537097334,"0,19"
D62A,"1,81",1693537097434,"0,19"
D62A,"1,83",1693537097534,"0,17"
D62A,"1,77",1693537097634,"0,23"
D62A,"1,79",1693537097734,"0,21"
D62A,"1,81",1693537097833,"0,19"
D62A,"1,74",1693537097934,"0,26"
D62A,"1,77",1693537098034,"0,23"
D62A,"1,79",1693537098134,"0,21"
D62A,"1,79",1693537098234,"0,21"
D62A,"1,82",1693537098334,"0,18"
D62A,"1,69",1693537098434,"0,31"
D62A,"1,78",1693537098534,"0,22"
D62A,"1,79",1693537098636,"0,21"
D62A,"1,84",1693537098734,"0,16"
D62A,"1,72",1693537098834,"0,28"
D62A,"1,79",1693537098934,"0,21"
D62A,"1,85",1693537099034,"0,15"
D62A,"1,85",1693537099134,"0,15"
D62A,"1,77",1693537099234,"0,23"
D62A,"1,75",1693537099334,"0,25"
D62A,"1,78",1693537099434,"0,22"
D62A,"1,83",1693537099534,"0,17"
D62A,"1,8",1693537099634,"0,2"
D62A,"1,82",1693537099734,"0,18"
D62A,"1,82",1693537099834,"0,18"
D62A,"1,81",1693537099934,"0,19"
D62A,"1,82",1693537100034,"0,18"
D62A,"1,79",1693537100134,"0,21"
D62A,"1,77",1693537100234,"0,23"
D62A,"1,88",1693537100334,"0,12"
D62A,"1,77",1693537100434,"0,23"
D62A,"1,79",1693537100534,"0,21"
D62A,"1,81",1693537100634,"0,19"
D62A,"1,85",1693537100734,"0,15"
D62A,"1,85",1693537100834,"0,15"
D62A,"1,81",1693537100934,"0,19"
D62A,"1,7",1693537101034,"0,3"
D62A,"1,83",1693537101134,"0,17"
D62A,"1,85",1693537101234,"0,15"
D62A,"1,8",1693537101334,"0,2"
D62A,"1,81",1693537101434,"0,19"
D62A,"1,83",1693537101534,"0,17"
D62A,"1,82",1693537101634,"0,18"
D62A,"1,83",1693537101734,"0,17"
D62A,"1,74",1693537101834,"0,26"
D62A,"1,76",1693537101934,"0,24"
D62A,"1,72",1693537102034,"0,28"
D62A,"1,79",1693537102134,"0,21"
D62A,"1,82",1693537102234,"0,18"
D62A,"1,79",1693537102334,"0,21"
D62A,"1,79",1693537102434,"0,21"
D62A,"1,82",1693537102534,"0,18"
D62A,"1,83",1693537102634,"0,17"
D62A,"1,69",1693537102734,"0,31"
D62A,"1,73",1693537102834,"0,27"
D62A,"1,81",1693537102934,"0,19"
D62A,"1,77",1693537103034,"0,23"
D62A,"1,78",1693537103134,"0,22"
D62A,"1,7",1693537103234,"0,3"
D62A,"1,79",1693537103334,"0,21"
D62A,"1,79",1693537103434,"0,21"
D62A,"1,73",1693537103534,"0,27"
D62A,"1,75",1693537103634,"0,25"
D62A,"1,77",1693537103734,"0,23"
D62A,"1,79",1693537103834,"0,21"
D62A,"1,77",1693537103934,"0,23"
D62A,"1,79",1693537104034,"0,21"
D62A,"1,78",1693537104134,"0,22"
D62A,"1,78",1693537104234,"0,22"
D62A,"1,8",1693537104334,"0,2"
D62A,"1,75",1693537104434,"0,25"
D62A,"1,84",1693537104534,"0,16"
D62A,"1,78",1693537104634,"0,22"
D62A,"1,85",1693537104734,"0,15"
D62A,"1,84",1693537104834,"0,16"
D62A,"1,79",1693537104934,"0,21"
D62A,"1,77",1693537105034,"0,23"
D62A,"1,78",1693537105134,"0,22"
D62A,"1,79",1693537105234,"0,21"
D62A,"1,82",1693537105334,"0,18"
D62A,"1,85",1693537105434,"0,15"
D62A,"1,83",1693537105534,"0,17"
D62A,"1,78",1693537105634,"0,22"
D62A,"1,7",1693537105734,"0,3"
D62A,"1,78",1693537105834,"0,22"
D62A,"1,81",1693537105934,"0,19"
D62A,"1,76",1693537106034,"0,24"
D62A,"1,79",1693537106134,"0,21"
D62A,"1,81",1693537106234,"0,19"
D62A,"1,82",1693537106334,"0,18"
D62A,"1,84",1693537106434,"0,16"
D62A,"1,77",1693537106534,"0,23"
D62A,"1,79",1693537106634,"0,21"
D62A,"1,75",1693537106734,"0,25"
D62A,"1,84",1693537106834,"0,16"
D62A,"1,79",1693537106934,"0,21"
D62A,"1,8",1693537107034,"0,2"
D62A,"1,81",1693537107134,"0,19"
D62A,"1,85",1693537107234,"0,15"
D62A,"1,82",1693537107334,"0,18"
D62A,"1,73",1693537107434,"0,27"
D62A,"1,75",1693537107534,"0,25"
D62A,"1,76",1693537107634,"0,24"
D62A,"1,82",1693537107734,"0,18"
D62A,"1,83",1693537107834,"0,17"
D62A,"1,73",1693537107934,"0,27"
D62A,"1,78",1693537108034,"0,22"
D62A,"1,85",1693537108134,"0,15"
D62A,"1,76",1693537108234,"0,24"
D62A,"1,84",1693537108334,"0,16"
D62A,"1,75",1693537108434,"0,25"
D62A,"1,73",1693537108534,"0,27"
D62A,"1,8",1693537108634,"0,2"
D62A,"1,73",1693537108734,"0,27"
D62A,"1,76",1693537108834,"0,24"
D62A,"1,75",1693537108934,"0,25"
D62A,"1,83",1693537109034,"0,17"
D62A,"1,83",1693537109134,"0,17"
D62A,"1,83",1693537109234,"0,17"
D62A,"1,73",1693537109334,"0,27"
D62A,"1,7",1693537109434,"0,3"
D62A,"1,79",1693537109534,"0,21"
D62A,"1,78",1693537109634,"0,22"
D62A,"1,72",1693537109734,"0,28"
D62A,"1,83",1693537109834,"0,17"
D62A,"1,83",1693537109934,"0,17"
D62A,"1,7",1693537110034,"0,3"
D62A,"1,81",1693537110134,"0,19"
D62A,"1,75",1693537110234,"0,25"
D62A,"1,83",1693537110334,"0,17"
D62A,"1,79",1693537110434,"0,21"
D62A,"1,8",1693537110534,"0,2"
D62A,"1,78",1693537110634,"0,22"
D62A,"1,83",1693537110734,"0,17"
D62A,"1,8",1693537110834,"0,2"
D62A,"1,72",1693537110934,"0,28"
D62A,"1,85",1693537111034,"0,15"
D62A,"1,73",1693537111134,"0,27"
D62A,"1,86",1693537111234,"0,14"
D62A,"1,76",1693537111334,"0,24"
D62A,"1,84",1693537111434,"0,16"
D62A,"1,78",1693537111534,"0,22"
D62A,"1,8",1693537111634,"0,2"
D62A,"1,74",1693537111734,"0,26"
D62A,"1,8",1693537111834,"0,2"
D62A,"1,82",1693537111934,"0,18"
D62A,"1,84",1693537112034,"0,16"
D62A,"1,8",1693537112134,"0,2"
D62A,"1,84",1693537112234,"0,16"
D62A,"1,89",1693537112334,"0,11"
D62A,"1,8",1693537112434,"0,2"
D62A,"1,78",1693537112534,"0,22"
D62A,"1,77",1693537112634,"0,23"
D62A,"1,77",1693537112734,"0,23"
D62A,"1,77",1693537112834,"0,23"
D62A,"1,87",1693537112934,"0,13"
D62A,"1,84",1693537113034,"0,16"
D62A,"1,79",1693537113134,"0,21"
D62A,"1,76",1693537113234,"0,24"
D62A,"1,78",1693537113334,"0,22"
D62A,"1,81",1693537113434,"0,19"
D62A,"1,81",1693537113534,"0,19"
D62A,"1,71",1693537113634,"0,29"
D62A,"1,75",1693537113734,"0,25"
D62A,"1,8",1693537113834,"0,2"
D62A,"1,74",1693537113934,"0,26"
D62A,"1,74",1693537114034,"0,26"
D62A,"1,85",1693537114134,"0,15"
D62A,"1,79",1693537114234,"0,21"
D62A,"1,8",1693537114334,"0,2"
D62A,"1,86",1693537114434,"0,14"
D62A,"1,88",1693537114534,"0,12"
D62A,"1,82",1693537114634,"0,18"
D62A,"1,8",1693537114734,"0,2"
D62A,"1,79",1693537114834,"0,21"
D62A,"1,72",1693537114934,"0,28"
D62A,"1,82",1693537115034,"0,18"
D62A,"1,84",1693537115134,"0,16"
D62A,"1,79",1693537115234,"0,21"
D62A,"1,78",1693537115334,"0,22"
D62A,"1,82",1693537115434,"0,18"
D62A,"1,81",1693537115534,"0,19"
D62A,"1,84",1693537115634,"0,16"
D62A,"1,79",1693537115734,"0,21"
D62A,"1,76",1693537115834,"0,24"
D62A,"1,81",1693537115934,"0,19"
D62A,"1,85",1693537116034,"0,15"
D62A,"1,73",1693537116134,"0,27"
D62A,"1,79",1693537116234,"0,21"
D62A,"1,75",1693537116334,"0,25"
D62A,"1,78",1693537116434,"0,22"
D62A,"1,82",1693537116534,"0,18"
D62A,"1,82",1693537116634,"0,18"
D62A,"1,83",1693537116734,"0,17"
D62A,"1,78",1693537116834,"0,22"
D62A,"1,73",1693537116934,"0,27"
D62A,"1,78",1693537117034,"0,22"
D62A,"1,81",1693537117134,"0,19"
D62A,"1,8",1693537117234,"0,2"
D62A,"1,75",1693537117334,"0,25"
D62A,"1,72",1693537117434,"0,28"
D62A,"1,83",1693537117534,"0,17"
D62A,"1,78",1693537117634,"0,22"
D62A,"1,84",1693537117734,"0,16"
D62A,"1,82",1693537117834,"0,18"
D62A,"1,85",1693537117934,"0,15"
D62A,"1,79",1693537118034,"0,21"
D62A,"1,8",1693537118134,"0,2"
D62A,"1,77",1693537118234,"0,23"
D62A,"1,78",1693537118334,"0,22"
D62A,"1,84",1693537118434,"0,16"
D62A,"1,86",1693537118534,"0,14"
D62A,"1,77",1693537118634,"0,23"
D62A,"1,81",1693537118734,"0,19"
D62A,"1,76",1693537118834,"0,24"
D62A,"1,85",1693537118934,"0,15"
D62A,"1,78",1693537119034,"0,22"
D62A,"1,78",1693537119134,"0,22"
D62A,"1,7",1693537119234,"0,3"
D62A,"1,73",1693537119334,"0,27"
D62A,"1,83",1693537119434,"0,17"
D62A,"1,86",1693537119534,"0,14"
D62A,"1,79",1693537119634,"0,21"
D62A,"1,82",1693537119734,"0,18"
D62A,"1,85",1693537119834,"0,15"
D62A,"1,87",1693537119934,"0,13"
D62A,"1,79",1693537120034,"0,21"
D62A,"1,82",1693537120134,"0,18"
D62A,"1,8",1693537120234,"0,2"
D62A,"1,8",1693537120334,"0,2"
D62A,"1,83",1693537120434,"0,17"
D62A,"1,72",1693537120534,"0,28"
D62A,"1,71",1693537120634,"0,29"
D62A,"1,85",1693537120734,"0,15"
D62A,"1,74",1693537120834,"0,26"
D62A,"1,8",1693537120934,"0,2"
D62A,"1,78",1693537121034,"0,22"
D62A,"1,73",1693537121134,"0,27"
D62A,"1,79",1693537121234,"0,21"
D62A,"1,71",1693537121334,"0,29"
D62A,"1,84",1693537121434,"0,16"
D62A,"1,71",1693537121534,"0,29"
D62A,"1,82",1693537121634,"0,18"
D62A,"1,83",1693537121734,"0,17"
D62A,"1,85",1693537121834,"0,15"
D62A,"1,83",1693537121934,"0,17"
D62A,"1,82",1693537122034,"0,18"
D62A,"1,76",1693537122134,"0,24"
D62A,"1,88",1693537122234,"0,12"
D62A,"1,83",1693537122334,"0,17"
D62A,"1,82",1693537122434,"0,18"
D62A,"1,77",1693537122534,"0,23"
D62A,"1,78",1693537122634,"0,22"
D62A,"1,77",1693537122734,"0,23"
D62A,"1,77",1693537122834,"0,23"
D62A,"1,79",1693537122934,"0,21"
D62A,"1,82",1693537123034,"0,18"
D62A,"1,79",1693537123134,"0,21"
D62A,"1,78",1693537123234,"0,22"
D62A,"1,87",1693537123334,"0,13"
D62A,"1,78",1693537123434,"0,22"
D62A,"1,76",1693537123534,"0,24"
D62A,"1,76",1693537123634,"0,24"
D62A,"1,78",1693537123734,"0,22"
D62A,"1,79",1693537123834,"0,21"
D62A,"1,73",1693537123934,"0,27"
D62A,"1,77",1693537124034,"0,23"
D62A,"1,81",1693537124134,"0,19"
D62A,"1,71",1693537124234,"0,29"
D62A,"1,82",1693537124334,"0,18"
D62A,"1,79",1693537124434,"0,21"
D62A,"1,78",1693537124534,"0,22"
D62A,"1,76",1693537124634,"0,24"
D62A,"1,79",1693537124734,"0,21"
D62A,"1,74",1693537124834,"0,26"
D62A,"1,73",1693537124934,"0,27"
D62A,"1,84",1693537125034,"0,16"
D62A,"1,77",1693537125134,"0,23"
D62A,"1,78",1693537125234,"0,22"
D62A,"1,78",1693537125334,"0,22"
D62A,"1,83",1693537125434,"0,17"
D62A,"1,71",1693537125534,"0,29"
D62A,"1,78",1693537125634,"0,22"
D62A,"1,78",1693537125734,"0,22"
D62A,"1,79",1693537125834,"0,21"
D62A,"1,72",1693537125934,"0,28"
D62A,"1,78",1693537126034,"0,22"
D62A,"1,84",1693537126134,"0,16"
D62A,"1,74",1693537126234,"0,26"
D62A,"1,79",1693537126334,"0,21"
D62A,"1,81",1693537126434,"0,19"
D62A,"1,8",1693537126534,"0,2"
D62A,"1,83",1693537126634,"0,17"
D62A,"1,82",1693537126734,"0,18"
D62A,"1,81",1693537126834,"0,19"
D62A,"1,78",1693537126934,"0,22"
D62A,"1,75",1693537127034,"0,25"
D62A,"1,73",1693537127134,"0,27"
D62A,"1,8",1693537127234,"0,2"
D62A,"1,74",1693537127334,"0,26"
D62A,"1,79",1693537127434,"0,21"
D62A,"1,82",1693537127534,"0,18"
D62A,"1,77",1693537127634,"0,23"
D62A,"1,77",1693537127734,"0,23"
D62A,"1,75",1693537127834,"0,25"
D62A,"1,81",1693537127934,"0,19"
D62A,"1,77",1693537128034,"0,23"
D62A,"1,76",1693537128134,"0,24"
D62A,"1,85",1693537128234,"0,15"
D62A,"1,83",1693537128334,"0,17"
D62A,"1,81",1693537128434,"0,19"
D62A,"1,76",1693537128534,"0,24"
D62A,"1,78",1693537128634,"0,22"
D62A,"1,75",1693537128734,"0,25"
D62A,"1,82",1693537128834,"0,18"
D62A,"1,79",1693537128934,"0,21"
D62A,"1,79",1693537129034,"0,21"
D62A,"1,82",1693537129134,"0,18"
D62A,"1,84",1693537129234,"0,16"
D62A,"1,78",1693537129334,"0,22"
D62A,"1,72",1693537129434,"0,28"
D62A,"1,82",1693537129534,"0,18"
D62A,"1,84",1693537129634,"0,16"
D62A,"1,73",1693537129734,"0,27"
D62A,"1,76",1693537129834,"0,24"
D62A,"1,76",1693537129934,"0,24"
D62A,"1,78",1693537130034,"0,22"
D62A,"1,83",1693537130134,"0,17"
D62A,"1,8",1693537130234,"0,2"
D62A,"1,81",1693537130334,"0,19"
D62A,"1,81",1693537130434,"0,19"
D62A,"1,78",1693537130534,"0,22"
D62A,"1,79",1693537130634,"0,21"
D62A,"1,74",1693537130734,"0,26"
D62A,"1,84",1693537130834,"0,16"
D62A,"1,76",1693537130934,"0,24"
D62A,"1,79",1693537131034,"0,21"
D62A,"1,84",1693537131134,"0,16"
D62A,"1,8",1693537131234,"0,2"
D62A,"1,81",1693537131334,"0,19"
D62A,"1,74",1693537131434,"0,26"
D62A,"1,85",1693537131534,"0,15"
D62A,"1,84",1693537131634,"0,16"
D62A,"1,78",1693537131734,"0,22"
D62A,"1,79",1693537131834,"0,21"
D62A,"1,76",1693537131934,"0,24"
D62A,"1,79",1693537132034,"0,21"
D62A,"1,84",1693537132134,"0,16"
D62A,"1,7",1693537132234,"0,3"
D62A,"1,7",1693537132334,"0,3"
D62A,"1,79",1693537132434,"0,21"
D62A,"1,82",1693537132534,"0,18"
D62A,"1,8",1693537132634,"0,2"
D62A,"1,81",1693537132734,"0,19"
D62A,"1,9",1693537132834,"0,1"
D62A,"1,77",1693537132934,"0,23"
D62A,"1,85",1693537133034,"0,15"
D62A,"1,85",1693537133134,"0,15"
D62A,"1,83",1693537133234,"0,17"
D62A,"1,77",1693537133334,"0,23"
D62A,"1,78",1693537133434,"0,22"
D62A,"1,86",1693537133534,"0,14"
D62A,"1,76",1693537133634,"0,24"
D62A,"1,79",1693537133734,"0,21"
D62A,"1,79",1693537133834,"0,21"
D62A,"1,83",1693537133934,"0,17"
D62A,"1,73",1693537134034,"0,27"
D62A,"1,81",1693537134134,"0,19"
D62A,"1,84",1693537134234,"0,16"
D62A,"1,85",1693537134334,"0,15"
D62A,"1,76",1693537134434,"0,24"
D62A,"1,8",1693537134534,"0,2"
D62A,"1,76",1693537134634,"0,24"
D62A,"1,84",1693537134734,"0,16"
D62A,"1,81",1693537134834,"0,19"
D62A,"1,78",1693537134934,"0,22"
D62A,"1,69",1693537135034,"0,31"
D62A,"1,85",1693537135134,"0,15"
