ID,Range,Timestamp
D62A,3.95,1693529646649 
D62A,3.99,1693529646691 
D62A,4.03,1693529646791 
D62A,4.15,1693529646891 
D62A,3.78,1693529646991 
D62A,3.97,1693529647091 
D62A,3.97,1693529647191 
D62A,3.94,1693529647291 
D62A,3.91,1693529647391 
D62A,3.94,1693529647491 
D62A,3.97,1693529647591 
D62A,3.84,1693529647691 
D62A,4.22,1693529647791 
D62A,3.91,1693529647891 
D62A,3.97,1693529647991 
D62A,3.84,1693529648091 
D62A,3.89,1693529648191 
D62A,3.86,1693529648291 
D62A,3.94,1693529648391 
D62A,3.85,1693529648491 
D62A,3.88,1693529648591 
D62A,3.86,1693529648691 
D62A,3.92,1693529648791 
D62A,3.96,1693529648891 
D62A,3.89,1693529648991 
D62A,3.90,1693529649092 
D62A,3.87,1693529649191 
D62A,3.91,1693529649291 
D62A,3.90,1693529649391 
D62A,3.89,1693529649491 
D62A,3.91,1693529649591 
D62A,3.91,1693529649691 
D62A,3.94,1693529649791 
D62A,3.92,1693529649891 
D62A,3.90,1693529649991 
D62A,3.88,1693529650091 
D62A,3.88,1693529650191 
D62A,3.96,1693529650291 
D62A,3.91,1693529650391 
D62A,3.93,1693529650491 
D62A,3.90,1693529650591 
D62A,3.90,1693529650691 
D62A,3.91,1693529650791 
D62A,3.91,1693529650891 
D62A,3.88,1693529650991 
D62A,3.89,1693529651091 
D62A,3.94,1693529651191 
D62A,3.88,1693529651291 
D62A,3.89,1693529651391 
D62A,3.92,1693529651491 
D62A,3.90,1693529651591 
D62A,3.91,1693529651691 
D62A,3.91,1693529651791 
D62A,3.91,1693529651891 
D62A,3.90,1693529651991 
D62A,3.93,1693529652091 
D62A,3.90,1693529652191 
D62A,3.89,1693529652291 
D62A,3.93,1693529652391 
D62A,3.94,1693529652491 
D62A,3.85,1693529652591 
D62A,3.90,1693529652691 
D62A,3.92,1693529652791 
D62A,3.90,1693529652891 
D62A,3.88,1693529652991 
D62A,3.91,1693529653091 
D62A,3.93,1693529653191 
D62A,3.88,1693529653291 
D62A,3.92,1693529653391 
D62A,3.90,1693529653491 
D62A,3.86,1693529653591 
D62A,3.89,1693529653691 
D62A,3.87,1693529653791 
D62A,3.91,1693529653891 
D62A,3.91,1693529653991 
D62A,3.91,1693529654091 
D62A,3.92,1693529654191 
D62A,3.89,1693529654291 
D62A,3.89,1693529654391 
D62A,3.90,1693529654491 
D62A,3.91,1693529654591 
D62A,3.89,1693529654691 
D62A,3.98,1693529654791 
D62A,3.90,1693529654892 
D62A,3.91,1693529654991 
D62A,3.87,1693529655091 
D62A,3.87,1693529655191 
D62A,3.89,1693529655291 
D62A,3.91,1693529655391 
D62A,3.90,1693529655491 
D62A,3.86,1693529655591 
D62A,3.90,1693529655691 
D62A,3.90,1693529655791 
D62A,3.91,1693529655891 
D62A,3.89,1693529655991 
D62A,3.86,1693529656091 
D62A,3.89,1693529656191 
D62A,3.89,1693529656291 
D62A,3.87,1693529656391 
D62A,3.91,1693529656491 
D62A,3.89,1693529656591 
D62A,3.86,1693529656691 
D62A,3.90,1693529656791 
D62A,3.88,1693529656891 
D62A,3.92,1693529656991 
D62A,3.93,1693529657091 
D62A,3.92,1693529657191 
D62A,3.93,1693529657291 
D62A,3.92,1693529657391 
D62A,3.91,1693529657491 
D62A,3.92,1693529657591 
D62A,3.88,1693529657691 
D62A,3.94,1693529657792 
D62A,3.92,1693529657891 
D62A,3.86,1693529657991 
D62A,3.86,1693529658091 
D62A,3.92,1693529658191 
D62A,3.89,1693529658291 
D62A,3.90,1693529658391 
D62A,3.88,1693529658491 
D62A,3.87,1693529658591 
D62A,3.91,1693529658691 
D62A,3.92,1693529658791 
D62A,3.90,1693529658891 
D62A,3.88,1693529658991 
D62A,3.87,1693529659091 
D62A,3.91,1693529659191 
D62A,3.90,1693529659291 
D62A,3.89,1693529659391 
D62A,3.93,1693529659491 
D62A,3.86,1693529659591 
D62A,3.91,1693529659691 
D62A,3.91,1693529659791 
D62A,3.89,1693529659891 
D62A,3.89,1693529659991 
D62A,3.92,1693529660091 
D62A,3.90,1693529660191 
D62A,3.92,1693529660291 
D62A,3.91,1693529660391 
D62A,3.93,1693529660491 
D62A,3.93,1693529660591 
D62A,3.86,1693529660691 
D62A,3.89,1693529660791 
D62A,3.91,1693529660891 
D62A,3.90,1693529660991 
D62A,3.90,1693529661091 
D62A,3.90,1693529661191 
D62A,3.88,1693529661291 
D62A,3.89,1693529661391 
D62A,3.89,1693529661491 
D62A,3.88,1693529661591 
D62A,3.90,1693529661691 
D62A,3.87,1693529661791 
D62A,3.90,1693529661892 
D62A,3.90,1693529661991 
D62A,3.93,1693529662091 
D62A,3.90,1693529662191 
D62A,3.87,1693529662291 
D62A,3.89,1693529662391 
D62A,3.88,1693529662491 
D62A,3.91,1693529662591 
D62A,3.88,1693529662691 
D62A,3.92,1693529662792 
D62A,3.92,1693529662891 
D62A,3.90,1693529662991 
D62A,3.90,1693529663091 
D62A,3.93,1693529663191 
D62A,3.92,1693529663291 
D62A,3.89,1693529663391 
D62A,3.86,1693529663491 
D62A,3.87,1693529663591 
D62A,3.91,1693529663691 
D62A,3.88,1693529663791 
D62A,3.93,1693529663891 
D62A,3.91,1693529663991 
D62A,3.90,1693529664091 
D62A,3.89,1693529664191 
D62A,3.89,1693529664291 
D62A,3.86,1693529664391 
D62A,3.94,1693529664491 
D62A,3.90,1693529664591 
D62A,3.86,1693529664691 
D62A,3.90,1693529664791 
D62A,3.88,1693529664891 
D62A,3.90,1693529664991 
D62A,3.92,1693529665091 
D62A,3.91,1693529665191 
D62A,3.88,1693529665291 
D62A,3.91,1693529665391 
D62A,3.88,1693529665491 
D62A,3.89,1693529665591 
D62A,3.88,1693529665691 
D62A,3.90,1693529665791 
D62A,3.91,1693529665891 
D62A,3.89,1693529665991 
D62A,3.90,1693529666091 
D62A,3.94,1693529666191 
D62A,3.89,1693529666291 
D62A,3.94,1693529666391 
D62A,3.91,1693529666491 
D62A,3.87,1693529666591 
D62A,3.90,1693529666691 
D62A,3.88,1693529666791 
D62A,3.93,1693529666891 
D62A,3.90,1693529666991 
D62A,3.92,1693529667091 
D62A,3.91,1693529667191 
D62A,3.92,1693529667291 
D62A,3.88,1693529667391 
D62A,3.93,1693529667491 
D62A,3.91,1693529667591 
D62A,3.88,1693529667691 
D62A,3.88,1693529667792 
D62A,3.89,1693529667891 
D62A,3.91,1693529667991 
D62A,3.93,1693529668091 
D62A,3.91,1693529668191 
D62A,3.89,1693529668291 
D62A,3.87,1693529668391 
D62A,3.90,1693529668491 
D62A,3.90,1693529668591 
D62A,3.93,1693529668691 
D62A,3.90,1693529668791 
D62A,3.89,1693529668891 
D62A,3.93,1693529668991 
D62A,3.91,1693529669091 
D62A,3.92,1693529669191 
D62A,3.86,1693529669291 
