X;Y;Z;TimeStamp
2.812675837220225;5.928619951180374;0.0;1706703522.6323009
2.807887061306126;5.936960308742282;-2.9687157487226106e-07;1706703522.6768978
2.8207253163475836;5.92079677721772;0.0;1706703522.6834233
2.900439023243938;5.96093398416379;0.0;1706703522.7243292
2.9107338946709063;5.9442032874496675;4.144359415007252e-06;1706703522.777241
2.916547736185278;5.936139175918511;1.973624606150531e-06;1706703522.7869804
2.9076239273692894;5.93166710994362;-1.2384189552625185e-07;1706703522.8283014
2.8999577411415736;5.944305440080976;-1.422826393568296e-06;1706703522.877171
2.8999577411415736;5.944305440080976;-1.422826393568296e-06;1706703522.8874702
2.8822391515017016;5.935395962828666;0.0;1706703522.9283378
2.8847381877254787;5.931214109033591;6.459866264335274e-07;1706703522.9764369
2.8787881915277818;5.9392184925342555;-3.552623558912228e-07;1706703522.983652
2.8787881915277818;5.9392184925342555;-3.552623558912228e-07;1706703523.0243742
2.871323770113257;5.951627565761436;1.739683718378091e-10;1706703523.077794
2.8888441458989464;5.928049486440079;-1.187185223534276e-06;1706703523.083723
2.9151028050052847;5.9412957723841116;4.730433290605029e-06;1706703523.1284056
2.8949319689032036;5.96908375659168;-3.2223240233682256e-06;1706703523.1766438
2.900008950112376;5.960883468370473;-4.859255557963964e-07;1706703523.185003
2.873248475142524;5.9474423013529325;5.6826120097001625e-09;1706703523.2283955
2.8707551144255166;5.951576012965139;1.7939456810430245e-09;1706703523.2772489
2.876793253652173;5.943518339090232;3.4700182738282774e-07;1706703523.2840044
2.894512923372837;5.952435255557261;-4.375774403864061e-06;1706703523.328411
2.884624997942702;5.968569314679385;-8.769242315011952e-06;1706703523.3769987
2.8875708881392286;5.9645851062299124;-2.1193683729125074e-07;1706703523.3831253
2.870034449608897;5.955718834350048;2.6156032075456975e-06;1706703523.4241405
2.8797597537593247;5.939538095263774;5.749054618349996e-06;1706703523.4766724
2.885590165057021;5.9316736492555675;5.144893901987116e-07;1706703523.4837003
2.9031972514871627;5.940542104815129;-1.6724440992578163e-06;1706703523.524329
2.9082329986041127;5.932223285763919;0.0;1706703523.5781987
2.8995754800183873;5.944134114681973;0.0;1706703523.590349
2.8995754800183873;5.944134114681973;0.0;1706703523.6324358
2.894512923372837;5.952435255557261;-4.375774403864061e-06;1706703523.6764796
2.8855185026806027;5.964619642818154;-1.2711506068658358e-06;1706703523.6850011
2.840989010162934;5.942220918873133;-6.716337026043658e-07;1706703523.7283962
2.8361708962978787;5.950389215783265;0.0;1706703523.778914
2.839309685869746;5.946344007918596;-6.156065301417654e-06;1706703523.7869725
2.8658301461232836;5.959723938230338;1.7108134482480681e-09;1706703523.8283782
2.8757603415978794;5.943269699298931;-2.2055461495801895e-06;1706703523.8768456
2.8817806430491526;5.935200030801673;-5.038019580814785e-07;1706703523.8853247
2.8551472251839756;5.921817991511808;0.0;1706703523.9282563
2.8600975160855526;5.913311968700852;4.878347426078722e-07;1706703523.9766824
2.8508613767033784;5.925405766158412;2.907414831383256e-06;1706703523.982022
2.886781291073517;5.943393483527191;0.0;1706703524.0242567
2.8741005120039356;5.96422173948735;0.0;1706703524.0771706
2.880179930470017;5.956088957360147;3.3860750791820036e-06;1706703524.0840147
2.880179930470017;5.956088957360147;3.3860750791820036e-06;1706703524.1322405
2.8877010655409823;5.943692964761025;-5.106137318388245e-07;1706703524.1767063
2.8906740835246443;5.939666242906721;-1.3739565172633633e-06;1706703524.1814134
2.8640161520373177;5.92627596878873;5.204870984569197e-09;1706703524.224335
2.8591047750006893;5.934612107230818;1.6769239305673114e-09;1706703524.2782905
2.8560658356565;5.938607143706175;1.773488465399313e-09;1706703524.2883592
2.9538849169262984;5.987784646900522;-4.73019256734017e-06;1706703524.332168
2.946061618828237;5.999841416700847;5.809885733826949e-06;1706703524.376937
2.9517219228344316;5.991730585090531;4.926917821438165e-07;1706703524.3842828
2.8812192275564934;5.956167210431467;-2.0631606470244508e-07;1706703524.4283335
2.8885969395938687;5.943987171270541;-5.289330925056163e-06;1706703524.4764545
2.9000492430170914;5.928353144079102;0.0;1706703524.4855998
2.9088207649864466;5.932772467152042;-1.268233134153459e-05;1706703524.5283566
2.9088207649864466;5.932772467152042;-1.268233134153459e-05;1706703524.5761008
2.8885518994989723;5.960525488379986;-1.3116048237616537e-08;1706703524.5825374
2.8441204295498075;5.938169101714001;-2.409170093778927e-06;1706703524.624316
2.8441204295498075;5.938169101714001;-2.409170093778927e-06;1706703524.6757464
2.847216837728995;5.934149026644458;1.8169069603987151e-09;1706703524.6842191
2.8560658356565;5.938607143706175;1.773488465399313e-09;1706703524.7282906
