ID,Range,Timestamp
D62A,3.51,1693530201337 
D62A,3.53,1693530201370 
D62A,3.50,1693530201470 
D62A,3.57,1693530201570 
D62A,3.52,1693530201670 
D62A,3.52,1693530201770 
D62A,3.56,1693530201870 
D62A,3.48,1693530201970 
D62A,3.52,1693530202070 
D62A,3.51,1693530202170 
D62A,3.51,1693530202270 
D62A,3.49,1693530202370 
D62A,3.53,1693530202470 
D62A,3.51,1693530202570 
D62A,3.53,1693530202670 
D62A,3.55,1693530202770 
D62A,3.53,1693530202870 
D62A,3.51,1693530202970 
D62A,3.51,1693530203070 
D62A,3.51,1693530203170 
D62A,3.50,1693530203270 
D62A,3.51,1693530203370 
D62A,3.50,1693530203470 
D62A,3.52,1693530203570 
D62A,3.50,1693530203670 
D62A,3.50,1693530203770 
D62A,3.50,1693530203870 
D62A,3.51,1693530203970 
D62A,3.52,1693530204070 
D62A,3.50,1693530204170 
D62A,3.49,1693530204270 
D62A,3.53,1693530204371 
D62A,3.49,1693530204470 
D62A,3.53,1693530204570 
D62A,3.52,1693530204670 
D62A,3.53,1693530204770 
D62A,3.51,1693530204870 
D62A,3.55,1693530204970 
D62A,3.52,1693530205070 
D62A,3.52,1693530205170 
D62A,3.52,1693530205270 
D62A,3.54,1693530205370 
D62A,3.50,1693530205471 
D62A,3.48,1693530205570 
D62A,3.50,1693530205670 
D62A,3.52,1693530205770 
D62A,3.44,1693530205870 
D62A,3.47,1693530205970 
D62A,3.55,1693530206070 
D62A,3.49,1693530206170 
D62A,3.51,1693530206270 
D62A,3.54,1693530206371 
D62A,3.51,1693530206471 
D62A,3.53,1693530206571 
D62A,3.51,1693530206671 
D62A,3.52,1693530206771 
D62A,3.53,1693530206871 
D62A,3.53,1693530206971 
D62A,3.50,1693530207071 
D62A,3.52,1693530207171 
D62A,3.49,1693530207271 
D62A,3.52,1693530207371 
D62A,3.51,1693530207471 
D62A,3.55,1693530207571 
D62A,3.51,1693530207671 
D62A,3.51,1693530207771 
D62A,3.52,1693530207871 
D62A,3.52,1693530207971 
D62A,3.55,1693530208071 
D62A,3.53,1693530208171 
D62A,3.49,1693530208271 
D62A,3.50,1693530208371 
