Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.91;null;[2.05,9.98,-0.82];19:33:39.409
P1[0.00,0.00,0.00]=10.00;P8[5.90,10.00,0.00]=3.77;P7[2.90,24.00,0.00]=13.91;null;[2.05,9.97,-0.37];19:33:39.610
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.94;null;[2.05,9.96,-0.55];19:33:39.709
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.91;null;[2.06,9.96,-0.66];19:33:39.809
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.94;null;[2.08,9.95,-0.81];19:33:39.910
P8[5.90,10.00,0.00]=3.73;P7[2.90,24.00,0.00]=13.85;P1[0.00,0.00,0.00]=10.02;null;[2.07,9.96,-0.44];19:33:40.109
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.83;null;[2.05,9.97,-0.45];19:33:40.209
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.95;null;[2.08,9.96,-0.62];19:33:40.310
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.88;null;[2.07,9.96,-0.67];19:33:40.409
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.97;null;[2.07,9.94,-0.74];19:33:40.509
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.92;null;[2.08,9.94,-0.83];19:33:40.609
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=14.00;null;[2.10,9.93,-0.98];19:33:40.710
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.91;null;[2.08,9.93,-0.94];19:33:40.809
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.90;null;[2.04,9.94,-0.90];19:33:40.909
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.92;P7[2.90,24.00,0.00]=13.93;null;[2.03,9.93,-0.81];19:33:41.009
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.95;null;[2.02,9.92,-0.82];19:33:41.109
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.97;null;[2.04,9.91,-0.87];19:33:41.209
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.92;null;[2.03,9.92,-0.83];19:33:41.309
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.96;null;[2.05,9.91,-0.90];19:33:41.409
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.98;null;[2.05,9.90,-0.92];19:33:41.509
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.91;null;[2.06,9.92,-0.95];19:33:41.609
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.95;null;[2.07,9.92,-1.00];19:33:41.709
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.96;null;[2.08,9.91,-1.02];19:33:41.810
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.92;null;[2.09,9.92,-1.04];19:33:41.909
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.89;null;[2.08,9.93,-1.03];19:33:42.009
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.89;null;[2.09,9.94,-1.02];19:33:42.109
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.89;null;[2.07,9.95,-1.00];19:33:42.210
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.93;null;[2.07,9.95,-1.04];19:33:42.309
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.89;null;[2.05,9.95,-1.03];19:33:42.409
