Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.92;null;[2.01,9.96,-0.88];19:33:22.810
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.85;null;[1.98,9.96,-0.68];19:33:22.910
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.94;null;[1.99,9.95,-0.73];19:33:23.010
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.90;null;[1.98,9.95,-0.70];19:33:23.110
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.91;P7[2.90,24.00,0.00]=13.93;null;[1.97,9.94,-0.65];19:33:23.210
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.91;null;[1.97,9.94,-0.63];19:33:23.310
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.90;P7[2.90,24.00,0.00]=13.90;null;[1.99,9.93,-0.82];19:33:23.410
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.91;null;[1.98,9.93,-0.80];19:33:23.510
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.92;P7[2.90,24.00,0.00]=13.92;null;[1.97,9.93,-0.72];19:33:23.609
P8[5.90,10.00,0.00]=3.87;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=14.04;null;[1.99,9.91,-0.88];19:33:23.709
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.91;P7[2.90,24.00,0.00]=13.94;null;[1.98,9.91,-0.82];19:33:23.810
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.89;null;[1.98,9.92,-0.82];19:33:23.910
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=14.00;null;[2.00,9.91,-0.95];19:33:24.011
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.94;null;[2.00,9.92,-0.94];19:33:24.110
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.93;null;[1.98,9.92,-0.91];19:33:24.210
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.98;null;[1.99,9.91,-0.98];19:33:24.310
P8[5.90,10.00,0.00]=3.86;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.91;null;[1.97,9.92,-0.91];19:33:24.409
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.99;null;[1.98,9.91,-0.95];19:33:24.509
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.96;null;[2.00,9.91,-1.01];19:33:24.610
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.97;null;[2.00,9.91,-1.05];19:33:24.710
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.94;null;[2.00,9.91,-1.02];19:33:24.809
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.99;null;[2.02,9.90,-1.06];19:33:24.910
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.93;null;[2.01,9.91,-1.01];19:33:25.010
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.85;null;[2.02,9.92,-1.12];19:33:25.110
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.92;null;[2.02,9.92,-1.05];19:33:25.209
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.90;null;[2.00,9.93,-0.94];19:33:25.310
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=9.92;P7[2.90,24.00,0.00]=13.93;null;[2.00,9.92,-0.84];19:33:25.410
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.96;null;[2.02,9.92,-0.88];19:33:25.509
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.84;null;[2.02,9.92,-0.98];19:33:25.610
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.90;null;[2.02,9.93,-0.85];19:33:25.710
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.88;null;[2.04,9.92,-0.99];19:33:25.810
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.86;null;[2.03,9.94,-0.84];19:33:25.909
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.86;null;[2.02,9.95,-0.79];19:33:26.009
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.85;null;[2.02,9.96,-0.74];19:33:26.110
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.82;null;[2.05,9.96,-0.92];19:33:26.210
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.90;null;[2.03,9.96,-0.84];19:33:26.309
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.83;null;[2.02,9.97,-0.78];19:33:26.409
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.88;null;[2.01,9.97,-0.72];19:33:26.510
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.88;null;[1.99,9.97,-0.58];19:33:26.610
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.86;null;[2.01,9.96,-0.79];19:33:26.710
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.90;null;[2.00,9.95,-0.67];19:33:26.810
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.93;null;[2.01,9.95,-0.76];19:33:26.910
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.95;null;[2.02,9.94,-0.81];19:33:27.009
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.93;null;[2.02,9.94,-0.84];19:33:27.109
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.90;null;[2.01,9.93,-0.72];19:33:27.210
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.88;null;[2.00,9.94,-0.71];19:33:27.310
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.94;null;[2.02,9.94,-0.79];19:33:27.409
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.97;null;[2.03,9.92,-0.82];19:33:27.509
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.92;null;[2.03,9.92,-0.80];19:33:27.610
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.94;null;[2.05,9.92,-0.82];19:33:27.710
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.81;null;[2.05,9.94,-0.96];19:33:27.809
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.87;null;[2.03,9.95,-0.89];19:33:27.909
P8[5.90,10.00,0.00]=3.70;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.88;null;[2.03,9.95,-0.77];19:33:28.010
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.97;null;[2.05,9.93,-0.85];19:33:28.110
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.85;null;[2.06,9.94,-0.98];19:33:28.209
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.84;null;[2.04,9.95,-0.81];19:33:28.310
P8[5.90,10.00,0.00]=3.67;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.90;null;[2.04,9.94,-0.71];19:33:28.410
P8[5.90,10.00,0.00]=3.67;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.90;null;[2.06,9.94,-0.74];19:33:28.510
P8[5.90,10.00,0.00]=3.67;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.91;null;[2.08,9.94,-0.79];19:33:28.609
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.90;null;[2.10,9.95,-0.87];19:33:28.710
P8[5.90,10.00,0.00]=3.69;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.77;null;[2.10,9.96,-0.96];19:33:28.810
P8[5.90,10.00,0.00]=3.70;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.89;null;[2.10,9.96,-0.93];19:33:28.909
P8[5.90,10.00,0.00]=3.70;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.87;null;[2.10,9.97,-0.93];19:33:29.010
P8[5.90,10.00,0.00]=3.70;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.90;null;[2.09,9.96,-0.86];19:33:29.110
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.87;null;[2.06,9.96,-0.70];19:33:29.210
P8[5.90,10.00,0.00]=3.68;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.79;null;[2.07,9.97,-0.83];19:33:29.309
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.93;P7[2.90,24.00,0.00]=13.88;null;[2.09,9.95,-0.97];19:33:29.410
P8[5.90,10.00,0.00]=3.69;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.85;null;[2.07,9.96,-0.82];19:33:29.510
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.92;null;[2.06,9.95,-0.81];19:33:29.610
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.82;null;[2.07,9.96,-0.95];19:33:29.709
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.90;null;[2.08,9.96,-0.95];19:33:29.809
P8[5.90,10.00,0.00]=3.70;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.88;null;[2.08,9.96,-0.93];19:33:29.910
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.90;null;[2.09,9.96,-0.95];19:33:30.010
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.85;null;[2.07,9.97,-0.86];19:33:30.109
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.92;null;[2.07,9.96,-0.87];19:33:30.210
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.86;null;[2.07,9.97,-0.88];19:33:30.310
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.91;null;[2.08,9.96,-0.93];19:33:30.409
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.85;null;[2.09,9.96,-1.05];19:33:30.510
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.87;null;[2.07,9.96,-0.95];19:33:30.610
P8[5.90,10.00,0.00]=3.69;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.96;null;[2.09,9.95,-0.98];19:33:30.710
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.85;null;[2.08,9.96,-0.88];19:33:30.809
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.94;null;[2.08,9.95,-0.92];19:33:30.909
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.85;null;[2.10,9.95,-1.05];19:33:31.010
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.88;null;[2.08,9.95,-0.92];19:33:31.110
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.92;null;[2.09,9.95,-0.96];19:33:31.209
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.89;null;[2.07,9.95,-0.87];19:33:31.309
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.88;null;[2.06,9.95,-0.77];19:33:31.410
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.07;P7[2.90,24.00,0.00]=13.83;null;[2.05,9.97,-0.81];19:33:31.509
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.81;null;[2.06,9.97,-0.96];19:33:31.610
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.89;null;[2.07,9.97,-0.95];19:33:31.710
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.81;null;[2.08,9.97,-1.06];19:33:31.810
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.84;null;[2.05,9.98,-0.91];19:33:31.910
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.89;null;[2.04,9.97,-0.85];19:33:32.009
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.89;null;[2.04,9.97,-0.81];19:33:32.110
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.87;null;[2.02,9.97,-0.77];19:33:32.210
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.83;null;[2.05,9.97,-0.92];19:33:32.309
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.84;null;[2.06,9.96,-1.03];19:33:32.410
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.88;null;[2.06,9.96,-0.97];19:33:32.510
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.86;null;[2.03,9.97,-0.89];19:33:32.610
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.83;null;[2.04,9.97,-1.01];19:33:32.709
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.85;null;[2.04,9.97,-0.92];19:33:32.809
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.97;null;[2.07,9.96,-1.01];19:33:32.910
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.91;null;[2.07,9.95,-0.98];19:33:33.010
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.90;null;[2.06,9.95,-0.87];19:33:33.109
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.87;null;[2.04,9.96,-0.83];19:33:33.209
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.81;null;[2.05,9.96,-0.95];19:33:33.310
P8[5.90,10.00,0.00]=3.66;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.86;null;[2.06,9.97,-0.87];19:33:33.410
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.79;null;[2.07,9.97,-1.00];19:33:33.509
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.90;null;[2.07,9.97,-0.94];19:33:33.609
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.83;null;[2.04,9.98,-0.79];19:33:33.710
P8[5.90,10.00,0.00]=3.71;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.89;null;[2.05,9.97,-0.82];19:33:33.810
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.87;null;[2.06,9.98,-0.87];19:33:33.909
P8[5.90,10.00,0.00]=3.70;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.92;null;[2.06,9.96,-0.82];19:33:34.010
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.85;null;[2.04,9.97,-0.79];19:33:34.110
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.86;null;[2.01,9.98,-0.76];19:33:34.210
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.81;null;[2.00,9.99,-0.68];19:33:34.309
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.81;null;[1.99,10.00,-0.56];19:33:34.410
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.96;null;[2.00,9.98,-0.71];19:33:34.510
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.83;null;[2.01,9.99,-0.73];19:33:34.609
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.87;null;[2.02,9.98,-0.72];19:33:34.709
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.85;null;[2.01,9.98,-0.60];19:33:34.810
P8[5.90,10.00,0.00]=3.74;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.82;null;[2.00,9.99,-0.57];19:33:34.910
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.88;null;[1.99,9.99,-0.62];19:33:35.009
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.83;null;[1.98,9.99,-0.54];19:33:35.109
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.83;null;[1.97,10.00,-0.51];19:33:35.210
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.77;null;[1.99,10.00,-0.69];19:33:35.310
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.89;null;[2.00,9.99,-0.74];19:33:35.409
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.82;null;[2.00,10.00,-0.73];19:33:35.509
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.84;null;[2.01,10.00,-0.80];19:33:35.610
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.82;null;[1.99,10.01,-0.67];19:33:35.709
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.90;null;[2.01,10.00,-0.76];19:33:35.809
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.90;null;[2.03,9.99,-0.87];19:33:35.910
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.83;null;[2.00,10.00,-0.73];19:33:36.010
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.90;null;[2.02,9.99,-0.82];19:33:36.109
P8[5.90,10.00,0.00]=3.82;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.85;null;[2.00,9.99,-0.80];19:33:36.209
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.94;null;[2.01,9.98,-0.86];19:33:36.310
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.89;null;[2.01,9.97,-0.88];19:33:36.410
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.89;null;[2.01,9.98,-0.92];19:33:36.509
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.91;null;[2.03,9.97,-0.97];19:33:36.609
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.83;null;[2.03,9.97,-1.06];19:33:36.710
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.83;null;[2.00,9.98,-0.91];19:33:36.809
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.84;null;[1.99,9.98,-0.79];19:33:36.909
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.80;null;[2.02,9.99,-0.95];19:33:37.010
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.09;P7[2.90,24.00,0.00]=13.79;null;[2.02,10.01,-0.92];19:33:37.109
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.84;null;[1.99,10.01,-0.83];19:33:37.209
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.82;null;[1.97,10.01,-0.77];19:33:37.309
P8[5.90,10.00,0.00]=3.75;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.85;null;[1.98,10.01,-0.78];19:33:37.410
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.07;P7[2.90,24.00,0.00]=13.84;null;[1.99,10.01,-0.83];19:33:37.509
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.85;null;[1.99,10.01,-0.84];19:33:37.609
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.83;null;[1.99,10.01,-0.81];19:33:37.710
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.91;null;[2.00,10.00,-0.91];19:33:37.810
P8[5.90,10.00,0.00]=3.80;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.81;null;[1.98,10.01,-0.79];19:33:37.909
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.81;null;[2.00,10.00,-0.95];19:33:38.010
P8[5.90,10.00,0.00]=3.84;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.92;null;[2.01,9.99,-1.00];19:33:38.110
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.83;null;[1.99,10.00,-0.85];19:33:38.210
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.87;null;[2.00,9.99,-0.85];19:33:38.309
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.84;null;[2.00,9.99,-0.74];19:33:38.409
P8[5.90,10.00,0.00]=3.76;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.90;null;[2.02,9.99,-0.84];19:33:38.510
P8[5.90,10.00,0.00]=3.77;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.82;null;[2.03,9.98,-0.96];19:33:38.609
P8[5.90,10.00,0.00]=3.73;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.83;null;[2.02,9.99,-0.80];19:33:38.709
P8[5.90,10.00,0.00]=3.70;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.86;null;[2.02,9.99,-0.74];19:33:38.810
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.82;null;[2.02,10.00,-0.67];19:33:38.909
P8[5.90,10.00,0.00]=3.81;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.87;null;[2.01,9.99,-0.71];19:33:39.009
P8[5.90,10.00,0.00]=3.78;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.84;null;[2.00,10.00,-0.70];19:33:39.109
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.88;null;[2.00,9.99,-0.76];19:33:39.210
P8[5.90,10.00,0.00]=3.72;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.86;null;[2.02,9.99,-0.74];19:33:39.309
