Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.11;[2.42,1.32,0.74];19:08:04.994
P1[0.00,0.00,0.00]=2.83;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.01;[2.45,1.36,0.76];19:08:05.093
P1[0.00,0.00,0.00]=2.75;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.14;[2.46,1.35,0.77];19:08:05.193
P1[0.00,0.00,0.00]=2.70;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.00;[2.46,1.39,0.70];19:08:05.294
P1[0.00,0.00,0.00]=2.80;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.09;null;[2.46,1.39,0.75];19:08:05.391
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.17;[2.45,1.37,0.66];19:08:05.493
P1[0.00,0.00,0.00]=2.64;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.02;[2.44,1.38,0.73];19:08:05.594
P1[0.00,0.00,0.00]=2.71;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.03;[2.45,1.40,0.66];19:08:05.694
P1[0.00,0.00,0.00]=2.64;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.13;[2.44,1.39,0.64];19:08:05.794
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.16;[2.44,1.35,0.71];19:08:05.894
P1[0.00,0.00,0.00]=2.81;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.08;[2.45,1.37,0.77];19:08:05.994
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=8.98;[2.47,1.39,0.64];19:08:06.094
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.05;[2.47,1.38,0.70];19:08:06.194
P1[0.00,0.00,0.00]=2.89;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.14;[2.48,1.39,0.71];19:08:06.293
P1[0.00,0.00,0.00]=2.73;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.14;[2.49,1.38,0.70];19:08:06.394
P1[0.00,0.00,0.00]=2.88;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=8.99;[2.51,1.40,0.74];19:08:06.494
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=9.00;[2.52,1.41,0.63];19:08:06.594
P1[0.00,0.00,0.00]=2.92;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.10;[2.53,1.42,0.63];19:08:06.694
P1[0.00,0.00,0.00]=2.93;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.14;[2.54,1.42,0.66];19:08:06.794
P1[0.00,0.00,0.00]=2.88;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.03;[2.53,1.43,0.74];19:08:06.894
P1[0.00,0.00,0.00]=2.91;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=8.98;[2.54,1.45,0.79];19:08:06.993
P1[0.00,0.00,0.00]=2.84;P2[8.00,2.40,0.00]=5.47;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.07;[2.54,1.44,0.82];19:08:07.094
P1[0.00,0.00,0.00]=2.83;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.05;[2.54,1.43,0.82];19:08:07.194
P1[0.00,0.00,0.00]=2.79;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.10;[2.53,1.42,0.83];19:08:07.295
P1[0.00,0.00,0.00]=2.81;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.03;[2.52,1.43,0.83];19:08:07.394
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.14;[2.51,1.41,0.83];19:08:07.494
P1[0.00,0.00,0.00]=2.74;P2[8.00,2.40,0.00]=5.45;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.07;[2.50,1.41,0.79];19:08:07.595
P1[0.00,0.00,0.00]=2.66;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.15;[2.50,1.38,0.72];19:08:07.694
P1[0.00,0.00,0.00]=2.62;P2[8.00,2.40,0.00]=5.46;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.00;[2.47,1.39,0.75];19:08:07.795
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.45;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=9.04;[2.47,1.38,0.69];19:08:07.895
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.05;[2.45,1.37,0.70];19:08:07.996
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.13;[2.44,1.37,0.56];19:08:08.095
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.15;[2.44,1.35,0.51];19:08:08.195
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=8.97;[2.43,1.37,0.53];19:08:08.296
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=8.99;[2.43,1.39,0.57];19:08:08.396
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.20;[2.44,1.35,0.53];19:08:08.495
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.16;[2.44,1.34,0.47];19:08:08.595
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.05;[2.43,1.34,0.54];19:08:08.696
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.03;[2.41,1.36,0.60];19:08:08.796
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.00;[2.39,1.38,0.66];19:08:08.895
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.18;[2.40,1.34,0.73];19:08:08.996
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.13;[2.41,1.32,0.73];19:08:09.096
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=8.98;[2.41,1.35,0.76];19:08:09.196
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.03;[2.41,1.36,0.76];19:08:09.296
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.14;[2.43,1.34,0.59];19:08:09.396
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.14;[2.42,1.34,0.51];19:08:09.496
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.07;[2.41,1.34,0.57];19:08:09.596
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.02;[2.39,1.36,0.63];19:08:09.696
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.03;[2.38,1.37,0.67];19:08:09.797
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.47;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.14;[2.40,1.36,0.52];19:08:09.896
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.13;[2.40,1.36,0.47];19:08:09.996
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=8.97;[2.40,1.38,0.50];19:08:10.096
P1[0.00,0.00,0.00]=2.66;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.03;[2.40,1.40,0.48];19:08:10.196
P1[0.00,0.00,0.00]=2.66;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.09;[2.42,1.39,0.43];19:08:10.296
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.09;[2.43,1.37,0.56];19:08:10.397
P1[0.00,0.00,0.00]=2.64;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.02;[2.42,1.38,0.65];19:08:10.496
P1[0.00,0.00,0.00]=2.64;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.33;P8[5.90,10.00,0.00]=8.99;[2.44,1.38,0.67];19:08:10.596
P1[0.00,0.00,0.00]=2.64;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.08;[2.44,1.37,0.74];19:08:10.697
P1[0.00,0.00,0.00]=2.64;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.14;[2.45,1.36,0.67];19:08:10.797
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.31;P8[5.90,10.00,0.00]=9.12;[2.46,1.33,0.70];19:08:10.896
P1[0.00,0.00,0.00]=2.62;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=8.98;[2.44,1.36,0.74];19:08:10.996
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.13;[2.43,1.35,0.80];19:08:11.097
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.16;[2.43,1.34,0.71];19:08:11.196
P1[0.00,0.00,0.00]=2.62;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.07;[2.44,1.35,0.53];19:08:11.296
P1[0.00,0.00,0.00]=2.63;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.00;null;[2.43,1.37,0.63];19:08:11.394
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.14;[2.44,1.36,0.54];19:08:11.497
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.14;[2.44,1.33,0.61];19:08:11.596
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.12;[2.42,1.32,0.67];19:08:11.697
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.11;[2.42,1.34,0.60];19:08:11.797
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.12;[2.41,1.33,0.68];19:08:11.898
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.05;[2.40,1.35,0.71];19:08:11.997
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.37;null;[2.42,1.23,0.34];19:08:12.094
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.10;[2.41,1.28,0.32];19:08:12.197
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.59;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.11;[2.41,1.28,0.45];19:08:12.297
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.01;[2.42,1.30,0.46];19:08:12.397
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.05;[2.42,1.32,0.53];19:08:12.497
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.12;[2.41,1.33,0.50];19:08:12.598
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.47;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.08;[2.41,1.33,0.59];19:08:12.698
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=8.98;[2.41,1.36,0.63];19:08:12.797
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.01;[2.41,1.37,0.63];19:08:12.898
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.11;[2.41,1.35,0.71];19:08:12.998
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.09;[2.40,1.35,0.73];19:08:13.098
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.15;[2.40,1.32,0.75];19:08:13.197
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.05;[2.40,1.33,0.75];19:08:13.297
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.08;[2.41,1.33,0.79];19:08:13.398
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.61;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.12;[2.41,1.33,0.82];19:08:13.498
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.16;[2.42,1.32,0.71];19:08:13.597
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.62;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.16;[2.43,1.31,0.64];19:08:13.697
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.34;P8[5.90,10.00,0.00]=9.02;[2.44,1.33,0.65];19:08:13.798
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=9.11;[2.45,1.32,0.71];19:08:13.898
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.10;[2.44,1.31,0.76];19:08:13.998
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.17;[2.44,1.31,0.72];19:08:14.098
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=8.98;[2.44,1.34,0.72];19:08:14.199
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=8.99;[2.44,1.36,0.70];19:08:14.299
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.14;[2.44,1.35,0.62];19:08:14.398
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.17;[2.44,1.34,0.52];19:08:14.498
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=8.97;[2.43,1.36,0.55];19:08:14.599
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=8.99;[2.43,1.38,0.58];19:08:14.699
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.15;[2.42,1.36,0.51];19:08:14.798
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.14;[2.43,1.33,0.56];19:08:14.899
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.57;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.13;[2.42,1.32,0.66];19:08:14.999
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.46;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.03;[2.42,1.33,0.66];19:08:15.099
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.08;[2.42,1.33,0.67];19:08:15.198
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.48;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.18;[2.42,1.32,0.57];19:08:15.299
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.15;[2.42,1.32,0.47];19:08:15.399
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=8.97;[2.41,1.35,0.48];19:08:15.500
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=9.07;[2.42,1.34,0.55];19:08:15.599
P1[0.00,0.00,0.00]=2.52;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.38;P8[5.90,10.00,0.00]=9.10;[2.42,1.33,0.58];19:08:15.699
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.45;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.10;[2.42,1.32,0.60];19:08:15.800
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.05;[2.41,1.33,0.64];19:08:15.900
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.36;P8[5.90,10.00,0.00]=9.14;[2.41,1.31,0.66];19:08:15.999
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.05;[2.40,1.33,0.69];19:08:16.100
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.53;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.14;[2.40,1.31,0.75];19:08:16.200
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=9.13;[2.41,1.30,0.76];19:08:16.300
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.56;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.01;[2.42,1.32,0.72];19:08:16.399
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=9.02;[2.43,1.33,0.70];19:08:16.500
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.11;[2.43,1.32,0.76];19:08:16.600
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.10;[2.42,1.32,0.79];19:08:16.700
P1[0.00,0.00,0.00]=2.58;P2[8.00,2.40,0.00]=5.45;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.01;[2.41,1.34,0.78];19:08:16.800
P1[0.00,0.00,0.00]=2.56;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.05;[2.40,1.35,0.77];19:08:16.900
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.49;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.06;[2.40,1.35,0.75];19:08:17.000
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.47;P3[13.00,0.00,0.00]=10.39;P8[5.90,10.00,0.00]=9.22;[2.42,1.32,0.64];19:08:17.100
P1[0.00,0.00,0.00]=2.57;P2[8.00,2.40,0.00]=5.47;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.13;[2.41,1.31,0.71];19:08:17.200
P1[0.00,0.00,0.00]=2.59;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.13;[2.41,1.32,0.62];19:08:17.300
P1[0.00,0.00,0.00]=2.65;P2[8.00,2.40,0.00]=5.47;P3[13.00,0.00,0.00]=10.30;P8[5.90,10.00,0.00]=9.14;[2.44,1.30,0.70];19:08:17.400
P1[0.00,0.00,0.00]=2.65;P2[8.00,2.40,0.00]=5.45;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.12;[2.45,1.31,0.62];19:08:17.499
P1[0.00,0.00,0.00]=2.73;P2[8.00,2.40,0.00]=5.50;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.17;[2.45,1.31,0.67];19:08:17.599
P1[0.00,0.00,0.00]=2.67;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.35;P8[5.90,10.00,0.00]=8.93;[2.46,1.34,0.69];19:08:17.700
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.52;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.21;[2.44,1.31,0.71];19:08:17.801
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.51;P3[13.00,0.00,0.00]=10.41;P8[5.90,10.00,0.00]=9.12;[2.42,1.30,0.70];19:08:17.900
P1[0.00,0.00,0.00]=2.54;P2[8.00,2.40,0.00]=5.58;P3[13.00,0.00,0.00]=10.40;P8[5.90,10.00,0.00]=9.16;[2.42,1.29,0.74];19:08:18.000
P1[0.00,0.00,0.00]=2.63;P2[8.00,2.40,0.00]=5.55;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.14;[2.43,1.30,0.66];19:08:18.100
P1[0.00,0.00,0.00]=2.61;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.13;[2.42,1.32,0.64];19:08:18.200
P1[0.00,0.00,0.00]=2.60;P2[8.00,2.40,0.00]=5.54;P3[13.00,0.00,0.00]=10.37;P8[5.90,10.00,0.00]=9.11;[2.42,1.31,0.70];19:08:18.300
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.63;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.19;[2.42,1.29,0.76];19:08:18.400
P1[0.00,0.00,0.00]=2.55;P2[8.00,2.40,0.00]=5.60;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.20;[2.41,1.29,0.68];19:08:18.500
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.70;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.11;[2.38,1.31,0.75];19:08:18.601
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.67;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.24;[2.38,1.29,0.68];19:08:18.700
