Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.67;P3[13.00,0.00,0.00]=10.01;null;[12.10,10.45,-0.77];19:38:00.583
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.73;P3[13.00,0.00,0.00]=10.06;null;[12.11,10.44,-0.63];19:38:00.883
P4[11.00,11.00,0.00]=0.98;P9[13.00,16.50,0.00]=5.64;P3[13.00,0.00,0.00]=10.09;null;[12.09,10.46,-0.70];19:38:01.183
P4[11.00,11.00,0.00]=0.97;P9[13.00,16.50,0.00]=5.66;P3[13.00,0.00,0.00]=10.03;null;[12.10,10.46,-0.73];19:38:01.683
P4[11.00,11.00,0.00]=0.99;P9[13.00,16.50,0.00]=5.64;P3[13.00,0.00,0.00]=9.93;null;[12.15,10.44,-0.63];19:38:02.083
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.62;P3[13.00,0.00,0.00]=10.01;null;[12.16,10.45,-0.61];19:38:02.883
P4[11.00,11.00,0.00]=0.97;P9[13.00,16.50,0.00]=5.67;P3[13.00,0.00,0.00]=9.98;null;[12.16,10.44,-0.62];19:38:03.083
P4[11.00,11.00,0.00]=0.93;P9[13.00,16.50,0.00]=5.64;P3[13.00,0.00,0.00]=9.97;null;[12.18,10.44,-0.58];19:38:03.383
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.63;P3[13.00,0.00,0.00]=9.97;null;[12.19,10.44,-0.54];19:38:03.583
P4[11.00,11.00,0.00]=0.93;P9[13.00,16.50,0.00]=5.60;P3[13.00,0.00,0.00]=9.99;null;[12.21,10.44,-0.51];19:38:03.783
P4[11.00,11.00,0.00]=0.92;P9[13.00,16.50,0.00]=5.71;P3[13.00,0.00,0.00]=9.96;null;[12.18,10.43,-0.54];19:38:03.983
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.65;P3[13.00,0.00,0.00]=9.95;null;[12.19,10.43,-0.51];19:38:04.082
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.65;P3[13.00,0.00,0.00]=9.95;null;[12.19,10.42,-0.48];19:38:04.183
P4[11.00,11.00,0.00]=0.94;P9[13.00,16.50,0.00]=5.63;P3[13.00,0.00,0.00]=9.98;null;[12.20,10.43,-0.48];19:38:04.583
P4[11.00,11.00,0.00]=0.93;P9[13.00,16.50,0.00]=5.61;P3[13.00,0.00,0.00]=9.98;null;[12.22,10.43,-0.47];19:38:04.782
P4[11.00,11.00,0.00]=0.92;P9[13.00,16.50,0.00]=5.64;P3[13.00,0.00,0.00]=9.93;null;[12.23,10.43,-0.38];19:38:05.083
P4[11.00,11.00,0.00]=0.57;P9[13.00,16.50,0.00]=5.66;P3[13.00,0.00,0.00]=10.04;P5[13.00,24.00,0.00]=14.43;[12.13,10.43,-0.39];19:38:05.591
P4[11.00,11.00,0.00]=0.62;P9[13.00,16.50,0.00]=5.63;P3[13.00,0.00,0.00]=10.02;P5[13.00,24.00,0.00]=13.97;[12.09,10.44,-0.34];19:38:06.791
P4[11.00,11.00,0.00]=0.68;P9[13.00,16.50,0.00]=5.57;P3[13.00,0.00,0.00]=10.06;P5[13.00,24.00,0.00]=13.66;[12.08,10.46,-0.32];19:38:07.190
P4[11.00,11.00,0.00]=0.66;P9[13.00,16.50,0.00]=5.53;P3[13.00,0.00,0.00]=10.16;null;[12.04,10.49,-0.38];19:38:10.382
P4[11.00,11.00,0.00]=0.57;P9[13.00,16.50,0.00]=5.57;P3[13.00,0.00,0.00]=10.07;P5[13.00,24.00,0.00]=13.82;[12.02,10.50,-0.31];19:38:11.391
P4[11.00,11.00,0.00]=0.69;P9[13.00,16.50,0.00]=5.61;P3[13.00,0.00,0.00]=10.13;P5[13.00,24.00,0.00]=13.89;[11.98,10.51,-0.41];19:38:12.192
P4[11.00,11.00,0.00]=0.61;P9[13.00,16.50,0.00]=5.58;P3[13.00,0.00,0.00]=10.06;P5[13.00,24.00,0.00]=14.19;[11.98,10.51,-0.35];19:38:12.791
P4[11.00,11.00,0.00]=0.76;P9[13.00,16.50,0.00]=5.77;P3[13.00,0.00,0.00]=9.96;P5[13.00,24.00,0.00]=13.98;[11.95,10.48,-0.43];19:38:14.191
P4[11.00,11.00,0.00]=0.88;P9[13.00,16.50,0.00]=5.65;P3[13.00,0.00,0.00]=9.94;P5[13.00,24.00,0.00]=13.80;[12.01,10.46,-0.40];19:38:15.389
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.59;P3[13.00,0.00,0.00]=9.98;P5[13.00,24.00,0.00]=13.82;[12.08,10.46,-0.35];19:38:16.689
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.64;P3[13.00,0.00,0.00]=9.97;P5[13.00,24.00,0.00]=13.87;[12.11,10.45,-0.37];19:38:16.988
P4[11.00,11.00,0.00]=0.98;P9[13.00,16.50,0.00]=5.61;P3[13.00,0.00,0.00]=10.00;P5[13.00,24.00,0.00]=13.87;[12.15,10.45,-0.42];19:38:17.389
P4[11.00,11.00,0.00]=0.98;P9[13.00,16.50,0.00]=5.61;P3[13.00,0.00,0.00]=9.95;P5[13.00,24.00,0.00]=14.12;[12.20,10.45,-0.36];19:38:17.889
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.60;P3[13.00,0.00,0.00]=9.99;P5[13.00,24.00,0.00]=14.01;[12.21,10.45,-0.35];19:38:17.989
P4[11.00,11.00,0.00]=0.78;P9[13.00,16.50,0.00]=5.64;P3[13.00,0.00,0.00]=9.99;P5[13.00,24.00,0.00]=14.00;[12.18,10.45,-0.36];19:38:18.090
P4[11.00,11.00,0.00]=1.05;P9[13.00,16.50,0.00]=5.66;P3[13.00,0.00,0.00]=9.98;P5[13.00,24.00,0.00]=14.20;[12.20,10.44,-0.45];19:38:18.588
P4[11.00,11.00,0.00]=0.87;P9[13.00,16.50,0.00]=5.68;P3[13.00,0.00,0.00]=9.92;P5[13.00,24.00,0.00]=14.36;[12.20,10.43,-0.42];19:38:19.491
P4[11.00,11.00,0.00]=0.93;P9[13.00,16.50,0.00]=5.80;P3[13.00,0.00,0.00]=9.80;null;[12.19,10.39,-0.39];19:38:20.082
P4[11.00,11.00,0.00]=0.64;P9[13.00,16.50,0.00]=5.84;P3[13.00,0.00,0.00]=9.90;P5[13.00,24.00,0.00]=13.86;[12.08,10.37,-0.43];19:38:20.891
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.74;P3[13.00,0.00,0.00]=9.90;null;[12.09,10.36,-0.46];19:38:23.882
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.71;P3[13.00,0.00,0.00]=9.90;null;[12.11,10.36,-0.44];19:38:24.081
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.74;P3[13.00,0.00,0.00]=9.89;null;[12.12,10.35,-0.45];19:38:24.582
P4[11.00,11.00,0.00]=0.92;P9[13.00,16.50,0.00]=5.72;P3[13.00,0.00,0.00]=9.90;null;[12.13,10.35,-0.46];19:38:24.682
P4[11.00,11.00,0.00]=0.92;P9[13.00,16.50,0.00]=5.70;P3[13.00,0.00,0.00]=9.91;P5[13.00,24.00,0.00]=13.71;[12.15,10.36,-0.45];19:38:24.788
P4[11.00,11.00,0.00]=0.87;P9[13.00,16.50,0.00]=5.62;P3[13.00,0.00,0.00]=9.98;P5[13.00,24.00,0.00]=13.75;[12.16,10.38,-0.42];19:38:26.589
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.75;P3[13.00,0.00,0.00]=9.87;P5[13.00,24.00,0.00]=13.77;[12.16,10.37,-0.43];19:38:32.489
P4[11.00,11.00,0.00]=1.03;P9[13.00,16.50,0.00]=5.74;P3[13.00,0.00,0.00]=9.89;P5[13.00,24.00,0.00]=13.82;[12.17,10.36,-0.48];19:38:32.789
P4[11.00,11.00,0.00]=1.05;P9[13.00,16.50,0.00]=5.70;P3[13.00,0.00,0.00]=9.86;P5[13.00,24.00,0.00]=13.74;[12.22,10.35,-0.43];19:38:32.889
P4[11.00,11.00,0.00]=1.08;P9[13.00,16.50,0.00]=5.71;P3[13.00,0.00,0.00]=9.88;P5[13.00,24.00,0.00]=13.90;[12.26,10.35,-0.44];19:38:33.789
P4[11.00,11.00,0.00]=1.10;P9[13.00,16.50,0.00]=5.73;P3[13.00,0.00,0.00]=9.84;P5[13.00,24.00,0.00]=13.79;[12.29,10.34,-0.44];19:38:33.890
P4[11.00,11.00,0.00]=1.20;P9[13.00,16.50,0.00]=5.69;P3[13.00,0.00,0.00]=9.85;P5[13.00,24.00,0.00]=13.83;[12.35,10.34,-0.40];19:38:34.389
P4[11.00,11.00,0.00]=0.97;P9[13.00,16.50,0.00]=5.80;P3[13.00,0.00,0.00]=9.80;null;[12.31,10.32,-0.40];19:38:35.783
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.47;P3[13.00,0.00,0.00]=10.23;null;[12.26,10.41,-0.51];19:38:37.485
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.49;P3[13.00,0.00,0.00]=10.17;null;[12.22,10.46,-0.56];19:38:37.586
P4[11.00,11.00,0.00]=0.92;P9[13.00,16.50,0.00]=5.50;P3[13.00,0.00,0.00]=10.17;null;[12.20,10.49,-0.61];19:38:37.686
P4[11.00,11.00,0.00]=0.82;P9[13.00,16.50,0.00]=5.54;P3[13.00,0.00,0.00]=10.12;null;[12.17,10.51,-0.61];19:38:38.185
P4[11.00,11.00,0.00]=0.77;P9[13.00,16.50,0.00]=5.51;P3[13.00,0.00,0.00]=10.11;null;[12.16,10.53,-0.55];19:38:38.885
P4[11.00,11.00,0.00]=0.66;P9[13.00,16.50,0.00]=5.53;P3[13.00,0.00,0.00]=10.13;P5[13.00,24.00,0.00]=13.83;[12.12,10.54,-0.53];19:38:39.694
P4[11.00,11.00,0.00]=0.69;P9[13.00,16.50,0.00]=5.52;P3[13.00,0.00,0.00]=10.11;null;[12.10,10.54,-0.48];19:38:39.986
P4[11.00,11.00,0.00]=0.68;P9[13.00,16.50,0.00]=5.57;P3[13.00,0.00,0.00]=10.10;null;[12.07,10.54,-0.48];19:38:40.386
P4[11.00,11.00,0.00]=0.66;P9[13.00,16.50,0.00]=5.48;P3[13.00,0.00,0.00]=10.16;null;[12.06,10.56,-0.45];19:38:40.586
P4[11.00,11.00,0.00]=0.65;P9[13.00,16.50,0.00]=5.54;P3[13.00,0.00,0.00]=10.13;P5[13.00,24.00,0.00]=13.64;[12.03,10.56,-0.46];19:38:40.892
P4[11.00,11.00,0.00]=0.67;P9[13.00,16.50,0.00]=5.54;P3[13.00,0.00,0.00]=10.09;null;[12.04,10.56,-0.40];19:38:40.986
P4[11.00,11.00,0.00]=0.64;P9[13.00,16.50,0.00]=5.53;P3[13.00,0.00,0.00]=10.15;null;[12.01,10.56,-0.42];19:38:41.986
P4[11.00,11.00,0.00]=0.72;P9[13.00,16.50,0.00]=5.49;P3[13.00,0.00,0.00]=10.13;P5[13.00,24.00,0.00]=13.71;[12.03,10.57,-0.40];19:38:42.993
P4[11.00,11.00,0.00]=0.63;P9[13.00,16.50,0.00]=5.52;P3[13.00,0.00,0.00]=10.13;P5[13.00,24.00,0.00]=13.73;[12.02,10.57,-0.40];19:38:43.493
P4[11.00,11.00,0.00]=0.55;P9[13.00,16.50,0.00]=5.55;P3[13.00,0.00,0.00]=10.24;null;[11.94,10.59,-0.47];19:38:43.886
P4[11.00,11.00,0.00]=0.78;P9[13.00,16.50,0.00]=5.29;P3[13.00,0.00,0.00]=10.32;P5[13.00,24.00,0.00]=13.68;[12.00,10.64,-0.46];19:38:57.493
P4[11.00,11.00,0.00]=0.78;P9[13.00,16.50,0.00]=5.20;P3[13.00,0.00,0.00]=10.91;null;[11.97,10.76,-0.49];19:38:59.387
P4[11.00,11.00,0.00]=0.89;P9[13.00,16.50,0.00]=5.20;P3[13.00,0.00,0.00]=10.59;null;[12.04,10.81,-0.45];19:38:59.587
P4[11.00,11.00,0.00]=0.78;P9[13.00,16.50,0.00]=5.08;P3[13.00,0.00,0.00]=10.51;P5[13.00,24.00,0.00]=13.58;[12.10,10.85,-0.41];19:38:59.894
P4[11.00,11.00,0.00]=0.74;P9[13.00,16.50,0.00]=5.26;P3[13.00,0.00,0.00]=10.50;null;[12.05,10.87,-0.52];19:39:00.287
P4[11.00,11.00,0.00]=0.75;P9[13.00,16.50,0.00]=5.30;P3[13.00,0.00,0.00]=10.59;null;[12.03,10.88,-0.54];19:39:00.386
P4[11.00,11.00,0.00]=0.80;P9[13.00,16.50,0.00]=5.30;P3[13.00,0.00,0.00]=10.73;null;[12.04,10.91,-0.48];19:39:00.486
P4[11.00,11.00,0.00]=0.84;P9[13.00,16.50,0.00]=5.26;P3[13.00,0.00,0.00]=10.80;P5[13.00,24.00,0.00]=13.57;[12.03,10.94,-0.49];19:39:00.593
P4[11.00,11.00,0.00]=0.92;P9[13.00,16.50,0.00]=5.16;P3[13.00,0.00,0.00]=10.95;P5[13.00,24.00,0.00]=13.31;[12.02,11.00,-0.54];19:39:00.993
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.07;P3[13.00,0.00,0.00]=10.91;null;[11.99,11.06,-0.64];19:39:01.087
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.03;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=6.10;[12.06,11.06,-0.63];19:39:01.193
P4[11.00,11.00,0.00]=0.90;P3[13.00,0.00,0.00]=10.48;P9[13.00,16.50,0.00]=5.09;null;[12.14,11.03,-0.40];19:39:01.787
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.09;P3[13.00,0.00,0.00]=10.47;P5[13.00,24.00,0.00]=13.95;[12.20,11.01,-0.35];19:39:03.394
P4[11.00,11.00,0.00]=0.90;P9[13.00,16.50,0.00]=5.07;P3[13.00,0.00,0.00]=10.49;P5[13.00,24.00,0.00]=13.90;[12.25,11.00,-0.34];19:39:03.493
P4[11.00,11.00,0.00]=1.01;P9[13.00,16.50,0.00]=5.05;P3[13.00,0.00,0.00]=10.50;P5[13.00,24.00,0.00]=13.90;[12.30,11.00,-0.35];19:39:04.594
P4[11.00,11.00,0.00]=0.94;P9[13.00,16.50,0.00]=5.06;P3[13.00,0.00,0.00]=10.53;P5[13.00,24.00,0.00]=13.90;[12.31,11.00,-0.39];19:39:05.093
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.03;P3[13.00,0.00,0.00]=10.53;P5[13.00,24.00,0.00]=13.86;[12.33,11.00,-0.36];19:39:05.194
P4[11.00,11.00,0.00]=0.89;P9[13.00,16.50,0.00]=5.06;P3[13.00,0.00,0.00]=10.50;P5[13.00,24.00,0.00]=13.44;[12.34,11.00,-0.33];19:39:05.793
P4[11.00,11.00,0.00]=0.93;P9[13.00,16.50,0.00]=5.07;P3[13.00,0.00,0.00]=10.51;P5[13.00,24.00,0.00]=13.92;[12.34,10.99,-0.36];19:39:06.293
P4[11.00,11.00,0.00]=0.93;P9[13.00,16.50,0.00]=5.05;P8[5.90,10.00,0.00]=6.10;null;[12.27,11.08,-0.21];19:39:07.187
P4[11.00,11.00,0.00]=0.91;P8[5.90,10.00,0.00]=6.27;P3[13.00,0.00,0.00]=10.57;P9[13.00,16.50,0.00]=5.07;[12.26,11.07,0.01];19:39:07.395
P4[11.00,11.00,0.00]=0.91;P8[5.90,10.00,0.00]=6.18;P3[13.00,0.00,0.00]=10.60;P9[13.00,16.50,0.00]=5.03;[12.26,11.06,0.17];19:39:07.896
P4[11.00,11.00,0.00]=0.91;P8[5.90,10.00,0.00]=6.22;P3[13.00,0.00,0.00]=10.51;P9[13.00,16.50,0.00]=5.05;[12.29,11.05,0.20];19:39:08.096
P4[11.00,11.00,0.00]=0.95;P8[5.90,10.00,0.00]=6.30;P3[13.00,0.00,0.00]=10.51;P9[13.00,16.50,0.00]=5.03;[12.33,11.03,0.19];19:39:08.296
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.05;P3[13.00,0.00,0.00]=10.52;null;[12.34,11.02,0.07];19:39:08.388
P4[11.00,11.00,0.00]=0.91;P9[13.00,16.50,0.00]=5.07;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=6.19;[12.33,11.02,-0.08];19:39:08.496
P4[11.00,11.00,0.00]=0.90;P8[5.90,10.00,0.00]=6.23;P3[13.00,0.00,0.00]=10.57;P9[13.00,16.50,0.00]=5.01;[12.34,11.02,0.04];19:39:08.696
P4[11.00,11.00,0.00]=0.94;P3[13.00,0.00,0.00]=10.55;P9[13.00,16.50,0.00]=5.00;null;[12.36,11.03,0.05];19:39:09.188
P4[11.00,11.00,0.00]=0.92;P9[13.00,16.50,0.00]=5.09;P3[13.00,0.00,0.00]=10.53;null;[12.34,11.02,-0.11];19:39:09.288
