Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.31;null;[2.02,13.32,1.31];19:24:01.584
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.39;null;[2.02,13.33,1.10];19:24:01.584
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.31;null;[2.04,13.31,1.19];19:24:01.736
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.68;P1[0.00,0.00,0.00]=13.30;null;[2.06,13.30,1.27];19:24:02.236
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.33;null;[2.06,13.30,1.24];19:24:04.735
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.25;null;[2.05,13.29,1.20];19:24:04.935
P8[5.90,10.00,0.00]=4.98;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.26;null;[2.03,13.29,1.09];19:24:05.036
P8[5.90,10.00,0.00]=4.94;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.29;null;[2.04,13.29,1.07];19:24:05.135
P8[5.90,10.00,0.00]=4.95;P7[2.90,24.00,0.00]=10.55;P1[0.00,0.00,0.00]=13.24;null;[2.02,13.29,0.89];19:24:05.235
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.26;null;[2.02,13.28,0.96];19:24:05.336
P8[5.90,10.00,0.00]=4.98;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.33;null;[2.05,13.28,1.06];19:24:05.436
P8[5.90,10.00,0.00]=4.96;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.36;null;[2.07,13.30,1.10];19:24:05.535
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.35;null;[2.09,13.30,1.19];19:24:05.635
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.29;null;[2.08,13.30,1.15];19:24:05.736
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.29;null;[2.08,13.29,1.19];19:24:05.836
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.26;null;[2.06,13.29,1.13];19:24:05.935
P8[5.90,10.00,0.00]=4.98;P7[2.90,24.00,0.00]=10.72;P1[0.00,0.00,0.00]=13.31;null;[2.06,13.27,1.02];19:24:07.335
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.33;null;[2.05,13.27,0.82];19:24:07.435
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.26;null;[2.04,13.27,0.86];19:24:07.536
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.69;P1[0.00,0.00,0.00]=13.29;null;[2.06,13.26,1.00];19:24:07.635
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.69;P1[0.00,0.00,0.00]=13.18;null;[2.04,13.25,1.01];19:24:08.136
P8[5.90,10.00,0.00]=4.95;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.21;null;[2.03,13.24,1.00];19:24:08.236
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.17;null;[1.98,13.24,0.87];19:24:08.635
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.73;P1[0.00,0.00,0.00]=13.20;null;[1.98,13.23,0.98];19:24:09.236
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.14;null;[1.94,13.22,0.85];19:24:09.336
P8[5.90,10.00,0.00]=4.96;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.26;null;[1.97,13.23,0.91];19:24:09.735
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.11;null;[1.96,13.22,1.06];19:24:11.536
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.22;null;[1.95,13.22,1.07];19:24:12.436
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.70;P1[0.00,0.00,0.00]=13.26;null;[1.98,13.22,1.16];19:24:12.735
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.72;P1[0.00,0.00,0.00]=13.24;null;[1.98,13.22,1.24];19:24:12.836
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.26;null;[1.97,13.24,1.18];19:24:12.936
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.22;null;[1.93,13.25,1.01];19:24:13.035
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.23;null;[1.92,13.26,0.94];19:24:13.136
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.58;P1[0.00,0.00,0.00]=13.25;null;[1.92,13.27,0.90];19:24:13.236
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.25;null;[1.94,13.26,0.98];19:24:13.335
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.18;null;[1.91,13.25,0.89];19:24:13.435
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.69;P1[0.00,0.00,0.00]=13.17;null;[1.91,13.24,0.91];19:24:13.536
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.28;null;[1.93,13.25,0.95];19:24:13.635
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.20;null;[1.92,13.25,0.85];19:24:13.735
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.21;null;[1.91,13.25,0.85];19:24:13.836
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.72;P1[0.00,0.00,0.00]=13.27;null;[1.91,13.25,0.70];19:24:14.035
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.24;null;[1.93,13.25,0.80];19:24:14.135
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.21;null;[1.92,13.25,0.79];19:24:14.236
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.22;null;[1.89,13.26,0.64];19:24:14.336
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.29;null;[1.92,13.26,0.82];19:24:14.435
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.29;null;[1.95,13.27,0.92];19:24:14.536
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.28;null;[1.96,13.27,0.97];19:24:14.636
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.22;null;[1.95,13.27,0.94];19:24:14.735
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.29;null;[1.97,13.27,1.02];19:24:14.835
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.25;null;[1.97,13.27,1.01];19:24:14.936
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.18;null;[1.95,13.26,0.90];19:24:15.036
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.69;P1[0.00,0.00,0.00]=13.31;null;[1.97,13.26,0.77];19:24:15.135
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.72;P1[0.00,0.00,0.00]=13.21;null;[1.98,13.24,0.89];19:24:15.236
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.68;P1[0.00,0.00,0.00]=13.21;null;[1.98,13.24,0.94];19:24:15.336
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.67;P1[0.00,0.00,0.00]=13.28;null;[1.99,13.24,1.05];19:24:15.435
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.22;null;[1.96,13.25,0.98];19:24:15.535
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.26;null;[1.96,13.26,0.98];19:24:15.636
P8[5.90,10.00,0.00]=4.96;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.30;null;[2.00,13.26,1.06];19:24:15.736
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.34;null;[2.01,13.26,0.87];19:24:15.835
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.37;null;[2.02,13.28,0.98];19:24:15.936
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.31;null;[2.02,13.29,1.06];19:24:16.036
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.37;null;[2.05,13.30,1.16];19:24:16.135
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.55;P1[0.00,0.00,0.00]=13.35;null;[2.05,13.31,1.15];19:24:16.235
P8[5.90,10.00,0.00]=5.10;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.29;null;[2.02,13.30,1.17];19:24:16.336
P8[5.90,10.00,0.00]=4.96;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.16;null;[1.99,13.28,1.05];19:24:16.835
P8[5.90,10.00,0.00]=4.94;P6[6.70,18.03,0.00]=7.59;P1[0.00,0.00,0.00]=13.21;P7[2.90,24.00,0.00]=10.73;[2.02,13.25,0.46];19:24:16.941
P8[5.90,10.00,0.00]=4.86;P1[0.00,0.00,0.00]=13.26;P7[2.90,24.00,0.00]=10.62;null;[2.05,13.25,0.11];19:24:17.036
P8[5.90,10.00,0.00]=4.92;P1[0.00,0.00,0.00]=13.27;P7[2.90,24.00,0.00]=10.60;null;[2.05,13.26,-0.15];19:24:17.135
P8[5.90,10.00,0.00]=4.92;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.30;null;[2.07,13.27,0.16];19:24:17.235
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.68;P1[0.00,0.00,0.00]=13.26;null;[2.07,13.26,0.45];19:24:17.935
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.24;null;[2.04,13.26,0.58];19:24:18.036
P8[5.90,10.00,0.00]=4.98;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.29;null;[2.05,13.26,0.76];19:24:18.136
P8[5.90,10.00,0.00]=4.98;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.32;null;[2.07,13.27,0.91];19:24:18.236
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.33;null;[2.08,13.27,1.03];19:24:18.335
P8[5.90,10.00,0.00]=4.98;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.36;null;[2.07,13.28,0.80];19:24:18.435
P8[5.90,10.00,0.00]=4.98;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.26;null;[2.05,13.28,0.84];19:24:18.535
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.26;null;[2.05,13.27,0.90];19:24:18.635
P8[5.90,10.00,0.00]=4.91;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.27;null;[2.06,13.27,0.94];19:24:18.736
P8[5.90,10.00,0.00]=4.98;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.29;null;[2.07,13.27,1.03];19:24:18.836
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.26;null;[2.06,13.26,1.07];19:24:18.935
P8[5.90,10.00,0.00]=4.96;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.28;null;[2.07,13.26,1.13];19:24:19.536
P8[5.90,10.00,0.00]=4.96;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.23;null;[2.06,13.25,1.12];19:24:19.636
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.33;null;[2.05,13.26,0.90];19:24:20.236
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.73;P1[0.00,0.00,0.00]=13.20;null;[2.04,13.24,0.99];19:24:20.636
P8[5.90,10.00,0.00]=5.01;P9[13.00,16.50,0.00]=13.36;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.17;[2.00,13.24,0.90];19:24:20.944
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.24;null;[1.98,13.24,0.93];19:24:21.335
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.25;null;[1.98,13.24,0.98];19:24:21.435
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.29;null;[1.99,13.25,1.07];19:24:21.536
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.23;null;[2.00,13.25,1.09];19:24:21.735
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.23;null;[1.96,13.25,1.04];19:24:21.835
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.29;null;[1.98,13.26,1.14];19:24:21.936
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.25;null;[1.96,13.26,1.13];19:24:22.035
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.64;P1[0.00,0.00,0.00]=13.22;null;[1.96,13.25,1.07];19:24:22.135
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.25;null;[1.95,13.26,1.05];19:24:22.236
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.28;null;[1.95,13.27,1.05];19:24:22.336
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.26;null;[1.96,13.27,1.02];19:24:22.435
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.25;null;[1.96,13.27,1.08];19:24:22.535
P8[5.90,10.00,0.00]=4.95;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.29;null;[1.99,13.27,1.10];19:24:22.636
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.71;P1[0.00,0.00,0.00]=13.27;null;[2.03,13.25,1.19];19:24:23.036
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.28;null;[2.04,13.26,1.17];19:24:23.135
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.26;null;[2.02,13.26,1.16];19:24:23.235
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.21;null;[1.99,13.26,1.02];19:24:23.336
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.24;null;[1.97,13.27,1.01];19:24:23.435
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.71;P1[0.00,0.00,0.00]=13.27;null;[2.00,13.25,1.12];19:24:23.636
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.29;null;[2.00,13.27,1.11];19:24:23.736
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.26;null;[1.99,13.27,1.09];19:24:23.835
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.58;P1[0.00,0.00,0.00]=13.29;null;[1.98,13.28,1.07];19:24:23.936
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.27;null;[1.99,13.28,1.08];19:24:24.036
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.31;null;[2.00,13.28,1.12];19:24:24.135
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.32;null;[2.02,13.29,1.14];19:24:24.235
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.27;null;[2.01,13.28,1.15];19:24:24.336
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.30;null;[2.02,13.28,1.18];19:24:24.436
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.22;null;[2.00,13.28,1.10];19:24:24.535
P8[5.90,10.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.32;null;[2.03,13.28,1.14];19:24:24.635
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.65;P1[0.00,0.00,0.00]=13.22;null;[2.01,13.27,1.11];19:24:24.736
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.32;null;[2.02,13.28,1.16];19:24:24.835
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.30;null;[2.00,13.29,1.16];19:24:24.935
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.63;P1[0.00,0.00,0.00]=13.34;null;[2.03,13.29,1.23];19:24:25.036
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.32;null;[2.05,13.29,1.25];19:24:25.136
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.66;P1[0.00,0.00,0.00]=13.34;null;[2.04,13.29,1.01];19:24:25.235
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.26;null;[2.01,13.29,1.01];19:24:25.336
P8[5.90,10.00,0.00]=5.09;P7[2.90,24.00,0.00]=10.62;P1[0.00,0.00,0.00]=13.34;null;[2.02,13.29,1.11];19:24:25.436
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.30;null;[2.00,13.30,1.08];19:24:25.535
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.58;P1[0.00,0.00,0.00]=13.30;null;[2.00,13.30,1.08];19:24:25.635
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.29;null;[1.98,13.31,1.06];19:24:25.736
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.28;null;[1.97,13.31,1.03];19:24:25.836
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.27;null;[1.96,13.31,0.98];19:24:25.935
P8[5.90,10.00,0.00]=4.98;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.29;null;[1.97,13.31,0.94];19:24:26.036
P8[5.90,10.00,0.00]=4.99;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.24;null;[1.97,13.30,0.93];19:24:26.136
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.23;null;[1.96,13.29,0.90];19:24:26.235
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.55;P1[0.00,0.00,0.00]=13.27;null;[1.94,13.30,0.84];19:24:26.335
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.28;null;[1.96,13.30,0.88];19:24:26.436
P8[5.90,10.00,0.00]=5.00;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.29;null;[1.97,13.30,0.90];19:24:26.536
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.28;null;[1.95,13.30,0.88];19:24:26.635
P8[5.90,10.00,0.00]=5.03;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.35;null;[1.99,13.31,0.99];19:24:26.735
P8[5.90,10.00,0.00]=5.02;P7[2.90,24.00,0.00]=10.60;P1[0.00,0.00,0.00]=13.31;null;[2.00,13.31,1.05];19:24:26.836
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.54;P1[0.00,0.00,0.00]=13.27;null;[1.98,13.31,0.93];19:24:26.935
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.30;null;[1.97,13.32,0.93];19:24:27.035
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.59;P1[0.00,0.00,0.00]=13.30;null;[1.97,13.31,0.98];19:24:27.136
P8[5.90,10.00,0.00]=5.11;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.30;null;[1.95,13.32,0.98];19:24:27.236
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.33;null;[1.96,13.32,1.02];19:24:27.335
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.53;P1[0.00,0.00,0.00]=13.37;null;[1.97,13.33,1.05];19:24:27.435
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.51;P1[0.00,0.00,0.00]=13.37;null;[1.98,13.34,1.06];19:24:27.536
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.52;P1[0.00,0.00,0.00]=13.39;null;[2.00,13.35,1.10];19:24:27.635
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.52;P1[0.00,0.00,0.00]=13.43;null;[2.02,13.37,1.16];19:24:27.735
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.52;P1[0.00,0.00,0.00]=13.40;null;[2.03,13.37,1.18];19:24:27.836
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.54;P1[0.00,0.00,0.00]=13.31;null;[2.00,13.36,1.11];19:24:27.936
P8[5.90,10.00,0.00]=5.01;P7[2.90,24.00,0.00]=10.49;P1[0.00,0.00,0.00]=13.35;null;[2.00,13.37,1.03];19:24:28.035
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.55;P1[0.00,0.00,0.00]=13.36;null;[2.00,13.36,1.06];19:24:28.136
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.50;P1[0.00,0.00,0.00]=13.31;null;[1.98,13.36,0.93];19:24:28.236
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.45;P1[0.00,0.00,0.00]=13.33;null;[1.95,13.37,0.72];19:24:28.335
P8[5.90,10.00,0.00]=5.06;P7[2.90,24.00,0.00]=10.49;P1[0.00,0.00,0.00]=13.33;null;[1.94,13.37,0.70];19:24:28.435
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.56;P1[0.00,0.00,0.00]=13.37;null;[1.97,13.37,0.85];19:24:28.536
P8[5.90,10.00,0.00]=5.05;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.37;null;[2.00,13.36,0.97];19:24:28.636
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.51;P1[0.00,0.00,0.00]=13.34;null;[1.99,13.36,0.96];19:24:28.735
