Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.54;P1[0.00,0.00,0.00]=13.29;null;[1.97,13.36,0.92];19:24:28.835
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.28;null;[1.96,13.34,0.98];19:24:28.936
P8[5.90,10.00,0.00]=5.09;P7[2.90,24.00,0.00]=10.61;P1[0.00,0.00,0.00]=13.38;null;[1.96,13.34,0.81];19:24:29.135
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.53;P1[0.00,0.00,0.00]=13.37;null;[1.98,13.35,0.89];19:24:29.236
P8[5.90,10.00,0.00]=5.07;P7[2.90,24.00,0.00]=10.53;P1[0.00,0.00,0.00]=13.38;null;[1.99,13.35,0.96];19:24:29.336
P8[5.90,10.00,0.00]=5.04;P7[2.90,24.00,0.00]=10.55;P1[0.00,0.00,0.00]=13.39;null;[2.02,13.36,1.05];19:24:29.435
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.33;null;[2.00,13.35,1.08];19:24:29.535
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.37;null;[2.02,13.35,1.15];19:24:29.636
P8[5.90,10.00,0.00]=5.08;P7[2.90,24.00,0.00]=10.53;P1[0.00,0.00,0.00]=13.34;null;[2.00,13.35,1.11];19:24:29.736
P8[5.90,10.00,0.00]=5.12;P7[2.90,24.00,0.00]=10.57;P1[0.00,0.00,0.00]=13.34;null;[1.98,13.35,1.13];19:24:29.835
P8[5.90,10.00,0.00]=5.04;P6[6.70,18.03,0.00]=7.96;P7[2.90,24.00,0.00]=10.54;P1[0.00,0.00,0.00]=13.37;[2.01,13.35,1.15];19:24:30.941
P8[5.90,10.00,0.00]=4.98;P6[6.70,18.03,0.00]=7.95;P1[0.00,0.00,0.00]=13.40;P7[2.90,24.00,0.00]=10.52;[2.04,13.36,0.56];19:24:31.042
P8[5.90,10.00,0.00]=4.96;P6[6.70,18.03,0.00]=7.97;P1[0.00,0.00,0.00]=13.44;P7[2.90,24.00,0.00]=10.53;[2.10,13.36,0.08];19:24:31.141
P8[5.90,10.00,0.00]=5.02;P6[6.70,18.03,0.00]=7.93;P1[0.00,0.00,0.00]=13.44;P7[2.90,24.00,0.00]=10.65;[2.11,13.35,-0.21];19:24:31.241
P8[5.90,10.00,0.00]=5.04;P6[6.70,18.03,0.00]=8.02;P1[0.00,0.00,0.00]=13.42;P7[2.90,24.00,0.00]=10.56;[2.12,13.36,-0.51];19:24:31.341
P8[5.90,10.00,0.00]=5.02;P6[6.70,18.03,0.00]=7.94;P1[0.00,0.00,0.00]=13.33;P7[2.90,24.00,0.00]=10.65;[2.08,13.34,-0.41];19:24:31.441
P8[5.90,10.00,0.00]=5.02;P1[0.00,0.00,0.00]=13.40;P7[2.90,24.00,0.00]=10.60;null;[2.08,13.34,-0.42];19:24:31.536
P8[5.90,10.00,0.00]=5.03;P6[6.70,18.03,0.00]=7.96;P1[0.00,0.00,0.00]=13.36;null;[2.64,12.96,0.79];19:24:31.635
P8[5.90,10.00,0.00]=5.05;P6[6.70,18.03,0.00]=7.94;P1[0.00,0.00,0.00]=13.35;null;[3.04,12.69,1.69];19:24:32.438
