Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.57;[6.19,1.21,-0.42];19:09:38.826
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.62;[6.18,1.26,-0.39];19:09:38.926
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.81;[6.19,1.24,-0.40];19:09:39.025
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.80;[6.20,1.22,-0.45];19:09:39.126
P2[8.00,2.40,0.00]=2.09;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.74;P1[0.00,0.00,0.00]=6.24;[6.21,1.21,-0.25];19:09:39.327
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.69;[6.21,1.21,-0.35];19:09:39.427
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.03;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.80;[6.19,1.16,-0.37];19:09:39.527
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.81;[6.21,1.15,-0.45];19:09:39.626
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.65;[6.20,1.19,-0.50];19:09:39.727
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.65;[6.19,1.23,-0.45];19:09:39.826
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.89;[6.22,1.18,-0.50];19:09:39.926
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.81;[6.22,1.17,-0.52];19:09:40.027
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.69;[6.22,1.19,-0.57];19:09:40.127
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.75;[6.23,1.18,-0.59];19:09:40.227
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.83;[6.23,1.16,-0.59];19:09:40.326
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.85;[6.25,1.14,-0.55];19:09:40.427
P2[8.00,2.40,0.00]=2.09;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.81;[6.25,1.13,-0.52];19:09:40.527
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.79;[6.26,1.13,-0.52];19:09:40.627
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.81;[6.24,1.15,-0.43];19:09:40.726
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.83;[6.25,1.13,-0.47];19:09:40.827
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.15;P8[5.90,10.00,0.00]=8.76;[6.25,1.14,-0.50];19:09:40.927
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.65;[6.22,1.20,-0.46];19:09:41.027
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.82;[6.23,1.17,-0.47];19:09:41.127
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.74;[6.23,1.18,-0.52];19:09:41.227
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.80;[6.25,1.16,-0.53];19:09:41.327
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.80;[6.25,1.15,-0.55];19:09:41.428
P2[8.00,2.40,0.00]=2.20;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.63;[6.20,1.21,-0.28];19:09:41.527
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.70;[6.19,1.24,-0.25];19:09:41.627
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.85;[6.21,1.20,-0.35];19:09:41.728
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.79;[6.23,1.18,-0.42];19:09:41.828
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.75;[6.22,1.18,-0.47];19:09:41.927
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.69;[6.20,1.22,-0.40];19:09:42.027
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.15;P8[5.90,10.00,0.00]=8.91;[6.22,1.17,-0.44];19:09:42.128
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.75;[6.22,1.17,-0.49];19:09:42.228
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.78;[6.22,1.16,-0.53];19:09:42.327
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.70;[6.22,1.18,-0.58];19:09:42.428
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.77;[6.22,1.18,-0.57];19:09:42.528
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.85;[6.23,1.15,-0.55];19:09:42.628
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.87;[6.24,1.13,-0.56];19:09:42.727
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.70;[6.23,1.15,-0.60];19:09:42.828
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.89;[6.24,1.12,-0.53];19:09:42.928
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.72;[6.20,1.16,-0.26];19:09:43.028
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.83;[6.21,1.14,-0.28];19:09:43.128
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.93;[6.23,1.10,-0.27];19:09:43.228
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.78;[6.23,1.11,-0.31];19:09:43.329
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.72;[6.23,1.13,-0.34];19:09:43.429
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.19;P8[5.90,10.00,0.00]=8.91;[6.24,1.10,-0.38];19:09:43.528
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.85;[6.24,1.09,-0.35];19:09:43.628
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.83;[6.24,1.09,-0.37];19:09:43.728
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.77;[6.24,1.11,-0.43];19:09:43.829
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.82;[6.24,1.11,-0.45];19:09:43.928
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.23;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.87;[6.24,1.09,-0.44];19:09:44.028
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.83;[6.25,1.09,-0.48];19:09:44.129
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.69;[6.23,1.13,-0.54];19:09:44.229
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.75;[6.24,1.14,-0.57];19:09:44.328
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.93;[6.25,1.10,-0.46];19:09:44.429
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.24;P8[5.90,10.00,0.00]=8.79;[6.24,1.11,-0.50];19:09:44.529
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.75;[6.23,1.13,-0.53];19:09:44.628
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.91;[6.24,1.10,-0.52];19:09:44.728
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.77;[6.24,1.11,-0.51];19:09:44.829
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.82;[6.24,1.11,-0.51];19:09:44.929
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.88;[6.24,1.09,-0.53];19:09:45.028
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.85;[6.25,1.09,-0.54];19:09:45.129
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.81;[6.25,1.10,-0.56];19:09:45.229
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.81;[6.26,1.10,-0.56];19:09:45.329
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.81;[6.25,1.10,-0.56];19:09:45.428
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.90;[6.28,1.06,-0.59];19:09:45.529
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.82;[6.28,1.07,-0.58];19:09:45.629
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.74;[6.24,1.12,-0.47];19:09:45.729
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.79;[6.23,1.14,-0.38];19:09:45.828
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.18;P8[5.90,10.00,0.00]=8.83;[6.23,1.13,-0.40];19:09:45.929
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.74;[6.23,1.15,-0.47];19:09:46.029
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.02;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.72;[6.20,1.13,-0.44];19:09:46.130
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.07;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.73;[6.19,1.12,-0.45];19:09:46.230
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.40;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.72;[6.21,1.16,-0.44];19:09:46.329
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.47;[6.18,1.26,-0.47];19:09:46.429
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.07;P3[13.00,0.00,0.00]=7.15;P8[5.90,10.00,0.00]=8.71;[6.18,1.22,-0.47];19:09:46.530
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.77;[6.19,1.23,-0.38];19:09:46.629
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.67;[6.18,1.26,-0.15];19:09:46.729
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.18;P8[5.90,10.00,0.00]=8.75;[6.20,1.24,-0.28];19:09:46.830
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.80;[6.22,1.21,-0.35];19:09:46.930
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.71;[6.23,1.21,-0.40];19:09:47.029
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.71;[6.23,1.21,-0.48];19:09:47.130
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.21;P8[5.90,10.00,0.00]=8.70;[6.23,1.22,-0.54];19:09:47.230
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.05;P3[13.00,0.00,0.00]=7.22;P8[5.90,10.00,0.00]=8.68;[6.20,1.20,-0.56];19:09:47.330
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.78;[6.21,1.19,-0.59];19:09:47.429
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.76;[6.23,1.18,-0.57];19:09:47.530
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.76;[6.24,1.18,-0.58];19:09:47.629
P2[8.00,2.40,0.00]=2.09;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.19;P8[5.90,10.00,0.00]=8.70;[6.24,1.19,-0.60];19:09:47.729
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.21;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.69;[6.23,1.20,-0.57];19:09:47.830
P2[8.00,2.40,0.00]=2.14;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.82;P1[0.00,0.00,0.00]=6.21;[6.22,1.17,-0.36];19:09:48.030
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.72;[6.22,1.18,-0.40];19:09:48.130
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.78;[6.23,1.17,-0.47];19:09:48.230
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.72;[6.21,1.20,-0.39];19:09:48.330
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.68;[6.19,1.24,-0.16];19:09:48.429
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.89;[6.21,1.18,-0.16];19:09:48.530
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.01;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.79;[6.21,1.12,-0.30];19:09:48.631
P2[8.00,2.40,0.00]=2.07;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.79;[6.24,1.13,-0.36];19:09:48.730
P2[8.00,2.40,0.00]=2.06;P1[0.00,0.00,0.00]=5.97;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.69;[6.22,1.10,-0.40];19:09:48.831
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.79;[6.23,1.11,-0.40];19:09:48.930
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.71;[6.21,1.16,-0.34];19:09:49.030
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.81;[6.21,1.15,-0.40];19:09:49.130
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.78;[6.20,1.17,-0.33];19:09:49.230
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.15;P8[5.90,10.00,0.00]=8.72;[6.22,1.18,-0.42];19:09:49.330
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.18;P8[5.90,10.00,0.00]=8.85;[6.22,1.17,-0.40];19:09:49.430
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.87;[6.24,1.14,-0.35];19:09:49.530
P2[8.00,2.40,0.00]=2.05;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.83;[6.27,1.11,-0.43];19:09:49.631
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=6.97;P8[5.90,10.00,0.00]=8.69;[6.25,1.16,-0.25];19:09:49.728
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.79;[6.26,1.16,-0.37];19:09:49.831
P2[8.00,2.40,0.00]=2.21;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.78;[6.24,1.18,-0.40];19:09:49.930
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.69;[6.21,1.22,-0.17];19:09:50.030
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.77;[6.23,1.20,-0.30];19:09:50.131
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.07;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.71;[6.20,1.18,-0.39];19:09:50.231
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.09;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.85;[6.20,1.13,-0.43];19:09:50.331
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.83;[6.23,1.12,-0.48];19:09:50.430
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.48;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.71;[6.25,1.17,-0.54];19:09:50.530
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.37;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.63;[6.23,1.23,-0.56];19:09:50.630
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.76;[6.22,1.23,-0.48];19:09:50.730
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.73;[6.23,1.22,-0.48];19:09:50.831
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.80;[6.24,1.20,-0.52];19:09:50.931
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.75;[6.23,1.21,-0.48];19:09:51.030
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.74;[6.24,1.21,-0.53];19:09:51.131
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.14;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.78;[6.23,1.17,-0.56];19:09:51.232
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=5.99;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.76;[6.22,1.12,-0.59];19:09:51.332
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.68;[6.19,1.17,-0.50];19:09:51.428
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.72;[6.18,1.20,-0.48];19:09:51.530
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.76;[6.19,1.22,-0.43];19:09:51.631
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.00;P8[5.90,10.00,0.00]=8.80;[6.21,1.19,-0.47];19:09:51.730
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=6.98;P8[5.90,10.00,0.00]=8.73;[6.21,1.22,-0.47];19:09:51.830
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.74;[6.23,1.21,-0.53];19:09:51.931
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.33;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.70;[6.24,1.22,-0.58];19:09:52.030
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.14;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.76;[6.23,1.18,-0.58];19:09:52.131
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.82;[6.26,1.16,-0.61];19:09:52.231
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.77;[6.23,1.19,-0.33];19:09:52.331
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=6.99;P8[5.90,10.00,0.00]=8.76;[6.22,1.20,-0.37];19:09:52.430
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=6.93;P8[5.90,10.00,0.00]=8.83;[6.23,1.20,-0.34];19:09:52.531
