Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated;Timestamp
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.32;P5[13.00,24.00,0.00]=10.71;P3[13.00,0.00,0.00]=13.28;[13.51,13.75,0.03];19:35:29.185
P4[11.00,11.00,0.00]=3.34;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.86;[13.53,13.75,-0.15];19:35:29.385
P4[11.00,11.00,0.00]=3.34;P9[13.00,16.50,0.00]=2.40;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.72;[13.56,13.74,-0.25];19:35:29.785
P4[11.00,11.00,0.00]=3.32;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.83;[13.57,13.74,-0.33];19:35:29.984
P4[11.00,11.00,0.00]=3.33;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.29;P5[13.00,24.00,0.00]=10.77;[13.56,13.74,-0.47];19:35:30.185
P9[13.00,16.50,0.00]=2.44;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.65;P3[13.00,0.00,0.00]=13.29;[13.51,13.74,-0.11];19:35:30.285
P4[11.00,11.00,0.00]=3.33;P9[13.00,16.50,0.00]=2.43;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.75;[13.52,13.74,-0.28];19:35:31.084
P4[11.00,11.00,0.00]=3.31;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.70;[13.54,13.74,-0.36];19:35:31.485
P4[11.00,11.00,0.00]=3.28;P9[13.00,16.50,0.00]=2.35;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.63;[13.54,13.74,-0.40];19:35:32.285
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.58;[13.51,13.74,-0.50];19:35:33.285
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.53;P3[13.00,0.00,0.00]=13.27;[13.46,13.74,-0.15];19:35:33.385
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.18;P5[13.00,24.00,0.00]=10.52;P3[13.00,0.00,0.00]=13.21;[13.44,13.73,0.09];19:35:33.485
P4[11.00,11.00,0.00]=3.25;P9[13.00,16.50,0.00]=2.44;P3[13.00,0.00,0.00]=13.28;P5[13.00,24.00,0.00]=10.51;[13.43,13.73,-0.17];19:35:33.986
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.61;P3[13.00,0.00,0.00]=13.20;[13.46,13.72,-0.02];19:35:34.085
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.44;P3[13.00,0.00,0.00]=13.30;P5[13.00,24.00,0.00]=10.51;[13.43,13.73,-0.27];19:35:34.586
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.20;P5[13.00,24.00,0.00]=10.70;P3[13.00,0.00,0.00]=13.26;[13.40,13.73,0.03];19:35:34.684
P4[11.00,11.00,0.00]=3.25;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.19;P5[13.00,24.00,0.00]=10.56;[13.45,13.71,-0.07];19:35:34.986
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.22;P5[13.00,24.00,0.00]=10.56;[13.46,13.71,-0.19];19:35:35.485
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.59;P3[13.00,0.00,0.00]=13.21;[13.48,13.70,0.03];19:35:35.585
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.24;P5[13.00,24.00,0.00]=10.67;[13.46,13.71,-0.17];19:35:35.985
P4[11.00,11.00,0.00]=3.28;P9[13.00,16.50,0.00]=2.40;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.64;[13.48,13.71,-0.29];19:35:36.285
P4[11.00,11.00,0.00]=3.34;P9[13.00,16.50,0.00]=2.46;P3[13.00,0.00,0.00]=13.21;P5[13.00,24.00,0.00]=10.67;[13.54,13.70,-0.36];19:35:36.485
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.48;P3[13.00,0.00,0.00]=13.32;P5[13.00,24.00,0.00]=10.64;[13.52,13.70,-0.39];19:35:36.685
P4[11.00,11.00,0.00]=3.25;P9[13.00,16.50,0.00]=2.46;P3[13.00,0.00,0.00]=13.24;P5[13.00,24.00,0.00]=10.76;[13.50,13.70,-0.51];19:35:37.385
P9[13.00,16.50,0.00]=2.49;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.78;P3[13.00,0.00,0.00]=13.30;[13.49,13.70,-0.26];19:35:37.484
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.26;P5[13.00,24.00,0.00]=10.86;[13.46,13.71,-0.42];19:35:37.685
P4[11.00,11.00,0.00]=3.21;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.30;P5[13.00,24.00,0.00]=10.80;[13.42,13.72,-0.55];19:35:38.285
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.90;[13.40,13.72,-0.66];19:35:38.484
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.34;P5[13.00,24.00,0.00]=10.93;[13.38,13.72,-0.63];19:35:38.884
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.19;P5[13.00,24.00,0.00]=10.84;P3[13.00,0.00,0.00]=13.30;[13.38,13.72,-0.40];19:35:38.985
P4[11.00,11.00,0.00]=3.19;P9[13.00,16.50,0.00]=2.46;P3[13.00,0.00,0.00]=13.33;P5[13.00,24.00,0.00]=10.95;[13.35,13.71,-0.45];19:35:39.184
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.96;P3[13.00,0.00,0.00]=13.34;[13.36,13.72,-0.28];19:35:39.284
P4[11.00,11.00,0.00]=3.18;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.39;P5[13.00,24.00,0.00]=10.91;[13.31,13.73,-0.38];19:35:39.485
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.36;[13.32,13.73,-0.15];19:35:39.584
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.30;[13.34,13.72,-0.04];19:35:39.684
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.43;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.91;[13.34,13.73,-0.26];19:35:39.884
P4[11.00,11.00,0.00]=3.19;P9[13.00,16.50,0.00]=2.48;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.91;[13.29,13.73,-0.41];19:35:40.084
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.16;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.30;[13.30,13.72,-0.25];19:35:40.185
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.17;P5[13.00,24.00,0.00]=10.95;P3[13.00,0.00,0.00]=13.30;[13.30,13.72,-0.09];19:35:40.284
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.17;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.35;[13.28,13.72,0.10];19:35:40.384
P9[13.00,16.50,0.00]=2.44;P4[11.00,11.00,0.00]=3.19;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.41;[13.24,13.74,0.28];19:35:40.484
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.47;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=11.01;[13.26,13.73,-0.04];19:35:40.684
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.43;P3[13.00,0.00,0.00]=13.27;P5[13.00,24.00,0.00]=10.96;[13.29,13.73,-0.26];19:35:41.084
P4[11.00,11.00,0.00]=3.18;P9[13.00,16.50,0.00]=2.44;P3[13.00,0.00,0.00]=13.31;P5[13.00,24.00,0.00]=10.87;[13.29,13.72,-0.28];19:35:41.384
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.18;P5[13.00,24.00,0.00]=10.95;P3[13.00,0.00,0.00]=13.34;[13.28,13.72,-0.06];19:35:41.484
P4[11.00,11.00,0.00]=3.19;P9[13.00,16.50,0.00]=2.45;P3[13.00,0.00,0.00]=13.28;P5[13.00,24.00,0.00]=10.88;[13.28,13.73,-0.30];19:35:41.684
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.16;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.31;[13.28,13.72,-0.17];19:35:41.784
P9[13.00,16.50,0.00]=2.44;P4[11.00,11.00,0.00]=3.19;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.23;[13.31,13.72,0.08];19:35:41.885
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.17;P5[13.00,24.00,0.00]=10.87;P3[13.00,0.00,0.00]=13.20;[13.33,13.71,0.25];19:35:41.984
P4[11.00,11.00,0.00]=3.21;P9[13.00,16.50,0.00]=2.44;P3[13.00,0.00,0.00]=13.36;P5[13.00,24.00,0.00]=11.00;[13.31,13.72,0.04];19:35:42.184
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.30;[13.30,13.73,0.27];19:35:42.285
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.46;P3[13.00,0.00,0.00]=13.35;P5[13.00,24.00,0.00]=10.96;[13.31,13.73,0.04];19:35:42.584
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.19;P5[13.00,24.00,0.00]=10.85;P3[13.00,0.00,0.00]=13.31;[13.32,13.72,0.08];19:35:42.684
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.44;P3[13.00,0.00,0.00]=13.33;P5[13.00,24.00,0.00]=10.94;[13.34,13.72,-0.03];19:35:43.084
P4[11.00,11.00,0.00]=3.20;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.34;P5[13.00,24.00,0.00]=10.96;[13.33,13.72,-0.13];19:35:43.284
P9[13.00,16.50,0.00]=2.45;P4[11.00,11.00,0.00]=3.20;P5[13.00,24.00,0.00]=10.91;P3[13.00,0.00,0.00]=13.25;[13.33,13.72,0.13];19:35:43.384
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.28;P5[13.00,24.00,0.00]=10.88;[13.36,13.73,-0.11];19:35:43.685
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.91;P3[13.00,0.00,0.00]=13.35;[13.35,13.73,0.04];19:35:43.784
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.37;P5[13.00,24.00,0.00]=10.94;[13.35,13.74,-0.10];19:35:44.084
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.43;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.95;[13.34,13.74,-0.23];19:35:44.484
P4[11.00,11.00,0.00]=3.21;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.25;P5[13.00,24.00,0.00]=10.97;[13.37,13.74,-0.31];19:35:44.684
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.29;P5[13.00,24.00,0.00]=10.93;[13.37,13.74,-0.46];19:35:45.085
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.37;P5[13.00,24.00,0.00]=10.91;[13.38,13.75,-0.40];19:35:45.483
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.27;[13.37,13.75,-0.08];19:35:45.584
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.34;[13.37,13.74,0.02];19:35:45.684
P4[11.00,11.00,0.00]=3.23;P3[13.00,0.00,0.00]=13.33;P5[13.00,24.00,0.00]=10.88;null;[13.21,13.62,0.40];19:35:45.876
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.25;[13.28,13.64,0.48];19:35:45.984
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.87;P3[13.00,0.00,0.00]=13.35;[13.30,13.67,0.44];19:35:46.084
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.41;P5[13.00,24.00,0.00]=10.88;[13.30,13.70,0.17];19:35:46.284
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.95;P3[13.00,0.00,0.00]=13.36;[13.30,13.71,0.21];19:35:46.384
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.35;[13.31,13.72,0.23];19:35:46.484
P4[11.00,11.00,0.00]=3.33;P9[13.00,16.50,0.00]=2.40;P3[13.00,0.00,0.00]=13.35;P5[13.00,24.00,0.00]=10.91;[13.33,13.74,-0.08];19:35:46.684
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.23;P5[13.00,24.00,0.00]=10.97;P3[13.00,0.00,0.00]=13.35;[13.34,13.74,-0.01];19:35:46.784
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.95;P3[13.00,0.00,0.00]=13.31;[13.34,13.75,0.23];19:35:46.885
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.30;[13.36,13.75,0.39];19:35:46.984
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.42;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.92;[13.34,13.76,0.14];19:35:47.184
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.96;P3[13.00,0.00,0.00]=13.33;[13.35,13.75,0.13];19:35:47.284
P4[11.00,11.00,0.00]=3.24;P9[13.00,16.50,0.00]=2.41;P3[13.00,0.00,0.00]=13.29;P5[13.00,24.00,0.00]=10.91;[13.36,13.75,-0.12];19:35:47.484
P9[13.00,16.50,0.00]=2.42;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.39;[13.35,13.75,0.07];19:35:47.583
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.37;[13.34,13.76,0.18];19:35:47.684
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.91;P3[13.00,0.00,0.00]=13.34;[13.36,13.75,0.19];19:35:47.784
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.43;[13.34,13.76,0.31];19:35:47.884
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.44;P5[13.00,24.00,0.00]=10.83;[13.31,13.78,0.05];19:35:48.084
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.84;P3[13.00,0.00,0.00]=13.37;[13.32,13.77,0.11];19:35:48.184
P4[11.00,11.00,0.00]=3.28;P9[13.00,16.50,0.00]=2.39;P3[13.00,0.00,0.00]=13.37;P5[13.00,24.00,0.00]=10.85;[13.35,13.77,0.01];19:35:48.384
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.30;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.44;[13.33,13.78,0.17];19:35:48.484
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.38;P5[13.00,24.00,0.00]=10.88;[13.36,13.78,0.07];19:35:48.683
P9[13.00,16.50,0.00]=2.43;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.91;P3[13.00,0.00,0.00]=13.39;[13.34,13.78,0.22];19:35:48.784
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.41;[13.32,13.78,0.32];19:35:48.884
P9[13.00,16.50,0.00]=2.40;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.36;[13.33,13.77,0.33];19:35:48.983
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.23;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.42;[13.30,13.78,0.40];19:35:49.083
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.20;P5[13.00,24.00,0.00]=10.92;P3[13.00,0.00,0.00]=13.42;[13.27,13.79,0.46];19:35:49.184
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.23;P5[13.00,24.00,0.00]=10.79;P3[13.00,0.00,0.00]=13.35;[13.29,13.78,0.40];19:35:49.284
P9[13.00,16.50,0.00]=2.41;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.81;P3[13.00,0.00,0.00]=13.39;[13.28,13.78,0.46];19:35:49.383
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.40;[13.30,13.78,0.46];19:35:49.484
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.38;P3[13.00,0.00,0.00]=13.41;P5[13.00,24.00,0.00]=10.90;[13.31,13.78,0.22];19:35:49.684
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.33;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.40;[13.32,13.79,0.12];19:35:50.083
P4[11.00,11.00,0.00]=3.31;P9[13.00,16.50,0.00]=2.38;P3[13.00,0.00,0.00]=13.42;P5[13.00,24.00,0.00]=10.91;[13.33,13.79,-0.06];19:35:50.384
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.92;P3[13.00,0.00,0.00]=13.44;[13.31,13.80,0.12];19:35:50.483
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.39;[13.30,13.80,0.18];19:35:50.584
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.84;P3[13.00,0.00,0.00]=13.44;[13.27,13.80,0.31];19:35:50.684
P9[13.00,16.50,0.00]=2.31;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.93;P3[13.00,0.00,0.00]=13.39;[13.28,13.82,0.46];19:35:50.783
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.34;P3[13.00,0.00,0.00]=13.37;P5[13.00,24.00,0.00]=10.92;[13.29,13.82,0.11];19:35:50.984
P9[13.00,16.50,0.00]=2.39;P4[11.00,11.00,0.00]=3.29;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.44;[13.29,13.82,0.27];19:35:51.083
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.93;P3[13.00,0.00,0.00]=13.35;[13.27,13.82,0.44];19:35:51.183
P4[11.00,11.00,0.00]=3.23;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.42;P5[13.00,24.00,0.00]=10.91;[13.26,13.82,0.18];19:35:51.384
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.41;[13.27,13.81,0.25];19:35:51.483
P9[13.00,16.50,0.00]=2.33;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.87;P3[13.00,0.00,0.00]=13.40;[13.29,13.81,0.24];19:35:51.583
P9[13.00,16.50,0.00]=2.32;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.95;P3[13.00,0.00,0.00]=13.37;[13.28,13.81,0.40];19:35:51.684
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.92;P3[13.00,0.00,0.00]=13.40;[13.30,13.81,0.42];19:35:51.784
P4[11.00,11.00,0.00]=3.31;P9[13.00,16.50,0.00]=2.36;P3[13.00,0.00,0.00]=13.44;P5[13.00,24.00,0.00]=10.84;[13.31,13.81,0.18];19:35:51.984
P4[11.00,11.00,0.00]=3.28;P9[13.00,16.50,0.00]=2.34;P3[13.00,0.00,0.00]=13.47;P5[13.00,24.00,0.00]=10.90;[13.29,13.82,-0.04];19:35:52.183
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.24;P5[13.00,24.00,0.00]=10.96;P3[13.00,0.00,0.00]=13.39;[13.29,13.81,0.07];19:35:52.284
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.89;P3[13.00,0.00,0.00]=13.31;[13.30,13.80,0.26];19:35:52.384
P4[11.00,11.00,0.00]=3.22;P9[13.00,16.50,0.00]=2.37;P3[13.00,0.00,0.00]=13.40;P5[13.00,24.00,0.00]=10.92;[13.29,13.80,0.08];19:35:52.784
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.91;P3[13.00,0.00,0.00]=13.38;[13.30,13.79,0.15];19:35:52.884
P4[11.00,11.00,0.00]=3.26;P9[13.00,16.50,0.00]=2.36;P3[13.00,0.00,0.00]=13.41;P5[13.00,24.00,0.00]=10.92;[13.31,13.79,-0.00];19:35:53.084
P9[13.00,16.50,0.00]=2.33;P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.87;P3[13.00,0.00,0.00]=13.42;[13.32,13.80,0.07];19:35:53.184
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.21;P5[13.00,24.00,0.00]=10.90;P3[13.00,0.00,0.00]=13.41;[13.30,13.80,0.18];19:35:53.283
P4[11.00,11.00,0.00]=3.32;P9[13.00,16.50,0.00]=2.35;P3[13.00,0.00,0.00]=13.50;P5[13.00,24.00,0.00]=10.86;[13.28,13.82,-0.06];19:35:53.584
P9[13.00,16.50,0.00]=2.38;P4[11.00,11.00,0.00]=3.23;P5[13.00,24.00,0.00]=10.92;P3[13.00,0.00,0.00]=13.37;[13.29,13.80,0.03];19:35:53.683
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.22;P5[13.00,24.00,0.00]=10.93;P3[13.00,0.00,0.00]=13.37;[13.30,13.79,0.06];19:35:53.783
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.25;P5[13.00,24.00,0.00]=10.92;P3[13.00,0.00,0.00]=13.38;[13.31,13.79,0.14];19:35:53.884
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.23;P5[13.00,24.00,0.00]=10.88;P3[13.00,0.00,0.00]=13.33;[13.31,13.79,0.32];19:35:53.984
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.20;P5[13.00,24.00,0.00]=10.94;P3[13.00,0.00,0.00]=13.43;[13.27,13.80,0.40];19:35:54.083
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.32;P3[13.00,0.00,0.00]=13.41;P5[13.00,24.00,0.00]=10.82;[13.27,13.81,0.05];19:35:54.284
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.27;P5[13.00,24.00,0.00]=10.93;P3[13.00,0.00,0.00]=13.38;[13.30,13.80,0.12];19:35:54.383
P9[13.00,16.50,0.00]=2.36;P4[11.00,11.00,0.00]=3.33;P5[13.00,24.00,0.00]=10.93;P3[13.00,0.00,0.00]=13.39;[13.34,13.80,0.13];19:35:54.483
P4[11.00,11.00,0.00]=3.28;P9[13.00,16.50,0.00]=2.33;P3[13.00,0.00,0.00]=13.33;P5[13.00,24.00,0.00]=10.89;[13.36,13.80,-0.09];19:35:54.683
P4[11.00,11.00,0.00]=3.29;P9[13.00,16.50,0.00]=2.34;P3[13.00,0.00,0.00]=13.46;P5[13.00,24.00,0.00]=10.88;[13.34,13.81,-0.22];19:35:54.884
P9[13.00,16.50,0.00]=2.37;P4[11.00,11.00,0.00]=3.30;P5[13.00,24.00,0.00]=10.86;P3[13.00,0.00,0.00]=13.36;[13.34,13.81,0.08];19:35:54.984
P9[13.00,16.50,0.00]=2.33;P4[11.00,11.00,0.00]=3.26;P5[13.00,24.00,0.00]=10.83;P3[13.00,0.00,0.00]=13.42;[13.34,13.81,0.15];19:35:55.083
P4[11.00,11.00,0.00]=3.31;P9[13.00,16.50,0.00]=2.33;P3[13.00,0.00,0.00]=13.43;P5[13.00,24.00,0.00]=10.74;[13.35,13.81,0.01];19:35:55.284
P9[13.00,16.50,0.00]=2.35;P4[11.00,11.00,0.00]=3.28;P5[13.00,24.00,0.00]=10.83;P3[13.00,0.00,0.00]=13.40;[13.36,13.81,0.07];19:35:55.383
