Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=10.88;[2.08, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.15;P8[5.90,10.00,0.00]=11.16;[1.76, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.16;P8[5.90,10.00,0.00]=11.20;[1.75, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=10.91;[2.09, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.15;P8[5.90,10.00,0.00]=10.96;[1.96, 20.1, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.04;[1.97, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=20.17;P8[5.90,10.00,0.00]=11.05;[1.92, 20.13, 0.0]
P7[2.90,24.00,0.00]=3.53;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.01;[2.0, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.17;P8[5.90,10.00,0.00]=10.94;[2.0, 20.11, 0.0]
P7[2.90,24.00,0.00]=3.53;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=10.98;[2.0, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.06;[1.92, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.02;[1.97, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.09;P8[5.90,10.00,0.00]=10.90;[1.95, 20.04, 0.0]
P7[2.90,24.00,0.00]=3.54;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.19;P8[5.90,10.00,0.00]=10.89;[2.06, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.55;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.13;P8[5.90,10.00,0.00]=10.91;[1.97, 20.07, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.09;P8[5.90,10.00,0.00]=11.00;[1.86, 20.06, 0.0]
P7[2.90,24.00,0.00]=3.56;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.18;P8[5.90,10.00,0.00]=10.85;[2.08, 20.1, 0.0]
P7[2.90,24.00,0.00]=3.59;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.14;P8[5.90,10.00,0.00]=10.75;[2.15, 20.05, 0.0]
P7[2.90,24.00,0.00]=3.62;P6[6.70,18.03,0.00]=4.90;P1[0.00,0.00,0.00]=20.04;P8[5.90,10.00,0.00]=10.72;[2.1, 19.96, 0.0]
P7[2.90,24.00,0.00]=3.63;P6[6.70,18.03,0.00]=4.85;P1[0.00,0.00,0.00]=20.00;P8[5.90,10.00,0.00]=10.83;[1.98, 19.95, 0.0]
P7[2.90,24.00,0.00]=3.70;P6[6.70,18.03,0.00]=4.92;P1[0.00,0.00,0.00]=19.90;P8[5.90,10.00,0.00]=10.76;[1.91, 19.86, 0.0]
P7[2.90,24.00,0.00]=3.86;P6[6.70,18.03,0.00]=4.86;P1[0.00,0.00,0.00]=19.86;P8[5.90,10.00,0.00]=10.65;[1.99, 19.8, 0.0]
P7[2.90,24.00,0.00]=3.96;P6[6.70,18.03,0.00]=4.88;P1[0.00,0.00,0.00]=19.69;P8[5.90,10.00,0.00]=10.55;[1.91, 19.65, 0.0]
P7[2.90,24.00,0.00]=4.05;P6[6.70,18.03,0.00]=4.76;P1[0.00,0.00,0.00]=19.62;P8[5.90,10.00,0.00]=10.57;[1.88, 19.59, 0.0]
P7[2.90,24.00,0.00]=4.18;P6[6.70,18.03,0.00]=4.89;P1[0.00,0.00,0.00]=19.40;P8[5.90,10.00,0.00]=10.47;[1.71, 19.4, 0.0]
P7[2.90,24.00,0.00]=4.29;P6[6.70,18.03,0.00]=4.79;P1[0.00,0.00,0.00]=20.02;P8[5.90,10.00,0.00]=10.27;[2.55, 19.83, 0.0]
P7[2.90,24.00,0.00]=4.45;P6[6.70,18.03,0.00]=4.79;P1[0.00,0.00,0.00]=19.88;P8[5.90,10.00,0.00]=10.11;[2.55, 19.68, 0.0]
P7[2.90,24.00,0.00]=4.55;P6[6.70,18.03,0.00]=4.74;P1[0.00,0.00,0.00]=19.79;P8[5.90,10.00,0.00]=9.89;[2.7, 19.56, 0.0]
P7[2.90,24.00,0.00]=4.71;P6[6.70,18.03,0.00]=4.67;P1[0.00,0.00,0.00]=19.27;P8[5.90,10.00,0.00]=9.97;[2.1, 19.18, 0.0]
P7[2.90,24.00,0.00]=4.90;P6[6.70,18.03,0.00]=4.68;P1[0.00,0.00,0.00]=19.19;P8[5.90,10.00,0.00]=10.02;[1.96, 19.11, 0.0]
P7[2.90,24.00,0.00]=5.05;P6[6.70,18.03,0.00]=4.62;P1[0.00,0.00,0.00]=18.94;P8[5.90,10.00,0.00]=9.60;[2.15, 18.83, 0.0]
P7[2.90,24.00,0.00]=5.20;P6[6.70,18.03,0.00]=4.59;P1[0.00,0.00,0.00]=18.56;P8[5.90,10.00,0.00]=9.48;[1.96, 18.51, 0.0]
P6[6.70,18.03,0.00]=4.60;P7[2.90,24.00,0.00]=5.30;P1[0.00,0.00,0.00]=18.21;P8[5.90,10.00,0.00]=9.30;[1.86, 18.21, 0.0]
P6[6.70,18.03,0.00]=4.63;P7[2.90,24.00,0.00]=5.48;P1[0.00,0.00,0.00]=18.15;P8[5.90,10.00,0.00]=9.07;[1.98, 18.11, 0.0]
P6[6.70,18.03,0.00]=4.73;P7[2.90,24.00,0.00]=5.62;P1[0.00,0.00,0.00]=18.41;P8[5.90,10.00,0.00]=8.93;[2.22, 18.27, 0.0]
P6[6.70,18.03,0.00]=4.77;P7[2.90,24.00,0.00]=5.74;P1[0.00,0.00,0.00]=17.92;P8[5.90,10.00,0.00]=9.47;[1.44, 17.99, 0.0]
P6[6.70,18.03,0.00]=4.80;P7[2.90,24.00,0.00]=5.91;P1[0.00,0.00,0.00]=17.82;P8[5.90,10.00,0.00]=9.23;[1.54, 17.85, 0.0]
P6[6.70,18.03,0.00]=4.82;P7[2.90,24.00,0.00]=5.97;P1[0.00,0.00,0.00]=17.51;P8[5.90,10.00,0.00]=8.62;[1.83, 17.51, 0.0]
P6[6.70,18.03,0.00]=4.84;P7[2.90,24.00,0.00]=6.20;P1[0.00,0.00,0.00]=17.37;P8[5.90,10.00,0.00]=8.55;[1.78, 17.37, 0.0]
P6[6.70,18.03,0.00]=4.88;P7[2.90,24.00,0.00]=6.40;P1[0.00,0.00,0.00]=17.23;P8[5.90,10.00,0.00]=8.34;[1.83, 17.22, 0.0]
P6[6.70,18.03,0.00]=5.00;P8[5.90,10.00,0.00]=8.25;P1[0.00,0.00,0.00]=17.22;P7[2.90,24.00,0.00]=6.40;[1.84, 17.19, 0.0]
P6[6.70,18.03,0.00]=5.07;P8[5.90,10.00,0.00]=8.19;P1[0.00,0.00,0.00]=17.00;P7[2.90,24.00,0.00]=6.63;[1.73, 17.0, 0.0]
P6[6.70,18.03,0.00]=5.14;P8[5.90,10.00,0.00]=8.04;P1[0.00,0.00,0.00]=16.83;P7[2.90,24.00,0.00]=6.88;[1.71, 16.82, 0.0]
P6[6.70,18.03,0.00]=5.21;P8[5.90,10.00,0.00]=7.84;P1[0.00,0.00,0.00]=16.64;P7[2.90,24.00,0.00]=7.06;[1.72, 16.63, 0.0]
P6[6.70,18.03,0.00]=5.62;P8[5.90,10.00,0.00]=7.78;P1[0.00,0.00,0.00]=16.49;P7[2.90,24.00,0.00]=7.19;[1.49, 16.5, 0.0]
P6[6.70,18.03,0.00]=5.95;P8[5.90,10.00,0.00]=7.42;P1[0.00,0.00,0.00]=16.44;P7[2.90,24.00,0.00]=7.32;[1.51, 16.38, 0.0]
P6[6.70,18.03,0.00]=5.94;P8[5.90,10.00,0.00]=7.55;P1[0.00,0.00,0.00]=16.34;P7[2.90,24.00,0.00]=7.33;[1.41, 16.33, 0.0]
P6[6.70,18.03,0.00]=5.33;P8[5.90,10.00,0.00]=7.43;P1[0.00,0.00,0.00]=16.11;P7[2.90,24.00,0.00]=7.55;[1.73, 16.12, 0.0]
P6[6.70,18.03,0.00]=5.46;P8[5.90,10.00,0.00]=7.30;P1[0.00,0.00,0.00]=16.05;P7[2.90,24.00,0.00]=7.63;[1.73, 16.04, 0.0]
P6[6.70,18.03,0.00]=5.83;P8[5.90,10.00,0.00]=7.16;P1[0.00,0.00,0.00]=15.93;P7[2.90,24.00,0.00]=7.87;[1.56, 15.9, 0.0]
P6[6.70,18.03,0.00]=6.45;P8[5.90,10.00,0.00]=7.19;P1[0.00,0.00,0.00]=15.69;P7[2.90,24.00,0.00]=8.08;[1.12, 15.7, 0.0]
P8[5.90,10.00,0.00]=7.13;P1[0.00,0.00,0.00]=15.58;P7[2.90,24.00,0.00]=8.16;null;[1.56, 15.61, 0.0]
P6[6.70,18.03,0.00]=6.67;P8[5.90,10.00,0.00]=7.04;P1[0.00,0.00,0.00]=15.41;P7[2.90,24.00,0.00]=8.39;[1.0, 15.43, 0.0]
P8[5.90,10.00,0.00]=6.81;P1[0.00,0.00,0.00]=15.17;P7[2.90,24.00,0.00]=8.54;null;[1.57, 15.21, 0.0]
P6[6.70,18.03,0.00]=7.05;P8[5.90,10.00,0.00]=6.74;P1[0.00,0.00,0.00]=15.11;P7[2.90,24.00,0.00]=8.70;[0.89, 15.11, 0.0]
P6[6.70,18.03,0.00]=6.74;P8[5.90,10.00,0.00]=6.66;P1[0.00,0.00,0.00]=15.01;P7[2.90,24.00,0.00]=8.84;[1.1, 15.01, 0.0]
P6[6.70,18.03,0.00]=7.85;P8[5.90,10.00,0.00]=6.49;P1[0.00,0.00,0.00]=14.97;P7[2.90,24.00,0.00]=8.95;[0.48, 14.91, 0.0]
P8[5.90,10.00,0.00]=6.30;P1[0.00,0.00,0.00]=14.81;P7[2.90,24.00,0.00]=9.05;null;[1.8, 14.79, 0.0]
P6[6.70,18.03,0.00]=8.10;P8[5.90,10.00,0.00]=6.20;P1[0.00,0.00,0.00]=14.85;P7[2.90,24.00,0.00]=9.23;[0.42, 14.73, 0.0]
P8[5.90,10.00,0.00]=5.99;P1[0.00,0.00,0.00]=14.72;P7[2.90,24.00,0.00]=9.43;null;[2.04, 14.59, 0.0]
P6[6.70,18.03,0.00]=7.19;P8[5.90,10.00,0.00]=5.91;P1[0.00,0.00,0.00]=14.49;P7[2.90,24.00,0.00]=9.58;[1.14, 14.39, 0.0]
P8[5.90,10.00,0.00]=6.07;P1[0.00,0.00,0.00]=14.50;P7[2.90,24.00,0.00]=9.66;null;[1.72, 14.4, 0.0]
P8[5.90,10.00,0.00]=5.81;P1[0.00,0.00,0.00]=13.35;P7[2.90,24.00,0.00]=10.01;null;[1.42, 13.58, 0.0]
P8[5.90,10.00,0.00]=5.72;P1[0.00,0.00,0.00]=13.46;P7[2.90,24.00,0.00]=10.12;null;[1.5, 13.6, 0.0]
P8[5.90,10.00,0.00]=5.61;P7[2.90,24.00,0.00]=10.16;P1[0.00,0.00,0.00]=13.44;null;[1.58, 13.56, 0.0]
P8[5.90,10.00,0.00]=5.54;P7[2.90,24.00,0.00]=10.35;P1[0.00,0.00,0.00]=13.32;P9[13.00,16.50,0.00]=13.59;[0.11, 13.45, 0.0]
P8[5.90,10.00,0.00]=5.47;P7[2.90,24.00,0.00]=10.49;P1[0.00,0.00,0.00]=13.34;P9[13.00,16.50,0.00]=11.88;[1.55, 13.38, 0.0]
P8[5.90,10.00,0.00]=5.36;P7[2.90,24.00,0.00]=10.72;P1[0.00,0.00,0.00]=13.14;P9[13.00,16.50,0.00]=11.87;[1.6, 13.17, 0.0]
P8[5.90,10.00,0.00]=5.23;P7[2.90,24.00,0.00]=10.81;P1[0.00,0.00,0.00]=12.88;null;[1.6, 12.98, 0.0]
P8[5.90,10.00,0.00]=4.92;P9[13.00,16.50,0.00]=15.07;P7[2.90,24.00,0.00]=11.24;P1[0.00,0.00,0.00]=12.36;[-0.87, 12.55, 0.0]
P8[5.90,10.00,0.00]=4.87;P7[2.90,24.00,0.00]=11.42;P1[0.00,0.00,0.00]=12.23;P9[13.00,16.50,0.00]=12.10;[1.62, 12.37, 0.0]
P8[5.90,10.00,0.00]=4.63;P9[13.00,16.50,0.00]=12.31;P7[2.90,24.00,0.00]=11.76;P1[0.00,0.00,0.00]=11.71;[1.57, 11.96, 0.0]
P8[5.90,10.00,0.00]=4.52;P7[2.90,24.00,0.00]=11.92;P1[0.00,0.00,0.00]=11.60;null;[1.66, 11.82, 0.0]
P8[5.90,10.00,0.00]=4.50;P7[2.90,24.00,0.00]=12.06;P1[0.00,0.00,0.00]=11.62;P9[13.00,16.50,0.00]=12.70;[1.29, 11.78, 0.0]
P8[5.90,10.00,0.00]=4.46;P6[6.70,18.03,0.00]=8.69;P1[0.00,0.00,0.00]=11.52;P7[2.90,24.00,0.00]=12.18;[1.25, 11.64, 0.0]
P8[5.90,10.00,0.00]=4.41;P1[0.00,0.00,0.00]=11.49;P7[2.90,24.00,0.00]=12.33;null;[1.7, 11.56, 0.0]
P8[5.90,10.00,0.00]=4.30;P1[0.00,0.00,0.00]=11.47;P7[2.90,24.00,0.00]=12.46;null;[1.79, 11.47, 0.0]
P8[5.90,10.00,0.00]=4.34;P1[0.00,0.00,0.00]=11.46;P7[2.90,24.00,0.00]=12.60;P9[13.00,16.50,0.00]=12.45;[1.66, 11.4, 0.0]
P8[5.90,10.00,0.00]=4.27;P1[0.00,0.00,0.00]=11.28;P7[2.90,24.00,0.00]=12.68;null;[1.76, 11.27, 0.0]
P8[5.90,10.00,0.00]=4.27;P1[0.00,0.00,0.00]=10.98;P7[2.90,24.00,0.00]=12.74;null;[1.68, 11.12, 0.0]
P8[5.90,10.00,0.00]=4.28;P1[0.00,0.00,0.00]=10.92;P7[2.90,24.00,0.00]=12.87;null;[1.66, 11.02, 0.0]
P8[5.90,10.00,0.00]=4.30;P1[0.00,0.00,0.00]=10.77;P7[2.90,24.00,0.00]=13.01;null;[1.62, 10.89, 0.0]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.67;P7[2.90,24.00,0.00]=13.07;null;[1.63, 10.81, 0.0]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=10.54;P7[2.90,24.00,0.00]=13.19;null;[1.62, 10.69, 0.0]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.47;P7[2.90,24.00,0.00]=13.26;null;[1.65, 10.62, 0.0]
P8[5.90,10.00,0.00]=4.13;P1[0.00,0.00,0.00]=10.40;P7[2.90,24.00,0.00]=13.37;null;[1.69, 10.52, 0.0]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=10.33;P7[2.90,24.00,0.00]=13.38;null;[1.65, 10.5, 0.0]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.21;P7[2.90,24.00,0.00]=13.54;null;[1.6, 10.36, 0.0]
P8[5.90,10.00,0.00]=4.15;P1[0.00,0.00,0.00]=10.21;P7[2.90,24.00,0.00]=13.53;null;[1.65, 10.36, 0.0]
P8[5.90,10.00,0.00]=4.21;P1[0.00,0.00,0.00]=10.16;P7[2.90,24.00,0.00]=13.63;null;[1.61, 10.29, 0.0]
P8[5.90,10.00,0.00]=4.17;P1[0.00,0.00,0.00]=10.10;P7[2.90,24.00,0.00]=13.62;null;[1.63, 10.27, 0.0]
P8[5.90,10.00,0.00]=4.18;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.60;null;[1.6, 10.25, 0.0]
P8[5.90,10.00,0.00]=4.15;P1[0.00,0.00,0.00]=10.10;P7[2.90,24.00,0.00]=13.64;null;[1.64, 10.26, 0.0]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.66;null;[1.61, 10.23, 0.0]
P8[5.90,10.00,0.00]=4.32;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.68;null;[1.52, 10.24, 0.0]
P8[5.90,10.00,0.00]=4.31;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.71;null;[1.52, 10.21, 0.0]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.78;null;[1.57, 10.16, 0.0]
P8[5.90,10.00,0.00]=4.23;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.79;null;[1.59, 10.14, 0.0]
P8[5.90,10.00,0.00]=4.28;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.75;null;[1.55, 10.18, 0.0]
P8[5.90,10.00,0.00]=4.28;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.79;null;[1.54, 10.13, 0.0]
P8[5.90,10.00,0.00]=4.32;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.79;null;[1.52, 10.15, 0.0]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.81;null;[1.59, 10.15, 0.0]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.81;null;[1.57, 10.13, 0.0]
P8[5.90,10.00,0.00]=4.25;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.80;null;[1.57, 10.13, 0.0]
P8[5.90,10.00,0.00]=4.27;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.86;null;[1.57, 10.1, 0.0]
P8[5.90,10.00,0.00]=4.23;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.80;null;[1.59, 10.14, 0.0]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.90;null;[1.61, 10.09, 0.0]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.06;P7[2.90,24.00,0.00]=13.84;null;[1.58, 10.12, 0.0]
P8[5.90,10.00,0.00]=4.31;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.89;null;[1.54, 10.09, 0.0]
P8[5.90,10.00,0.00]=4.30;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.84;null;[1.54, 10.12, 0.0]
P8[5.90,10.00,0.00]=4.03;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.85;null;[1.74, 10.07, 0.0]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.83;null;[1.58, 10.13, 0.0]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=10.08;P7[2.90,24.00,0.00]=13.87;null;[1.59, 10.11, 0.0]
P8[5.90,10.00,0.00]=4.24;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.85;null;[1.58, 10.08, 0.0]
P8[5.90,10.00,0.00]=4.29;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.88;null;[1.54, 10.07, 0.0]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.95;null;[1.62, 10.03, 0.0]
P8[5.90,10.00,0.00]=4.25;P1[0.00,0.00,0.00]=10.05;P7[2.90,24.00,0.00]=13.82;null;[1.58, 10.13, 0.0]
P8[5.90,10.00,0.00]=4.27;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.88;null;[1.56, 10.08, 0.0]
P8[5.90,10.00,0.00]=4.23;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.84;null;[1.59, 10.1, 0.0]
P8[5.90,10.00,0.00]=4.23;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.87;null;[1.59, 10.08, 0.0]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.89;null;[1.61, 10.06, 0.0]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.87;null;[1.6, 10.07, 0.0]
P8[5.90,10.00,0.00]=4.26;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.84;null;[1.56, 10.09, 0.0]
P8[5.90,10.00,0.00]=4.02;P1[0.00,0.00,0.00]=9.92;P7[2.90,24.00,0.00]=13.90;null;[1.74, 10.02, 0.0]
P8[5.90,10.00,0.00]=3.98;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.82;null;[1.77, 10.09, 0.0]
P8[5.90,10.00,0.00]=3.68;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.82;null;[2.0, 10.08, 0.0]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=10.04;P7[2.90,24.00,0.00]=13.77;null;[1.6, 10.16, 0.0]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=10.02;P7[2.90,24.00,0.00]=13.79;null;[1.62, 10.14, 0.0]
P8[5.90,10.00,0.00]=4.18;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.82;null;[1.63, 10.11, 0.0]
P8[5.90,10.00,0.00]=4.17;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.77;null;[1.63, 10.14, 0.0]
P8[5.90,10.00,0.00]=4.11;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.86;null;[1.7, 10.09, 0.0]
P8[5.90,10.00,0.00]=4.19;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.83;null;[1.62, 10.1, 0.0]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.76;null;[1.63, 10.14, 0.0]
P8[5.90,10.00,0.00]=4.13;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.87;null;[1.67, 10.07, 0.0]
P8[5.90,10.00,0.00]=4.10;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.79;null;[1.67, 10.1, 0.0]
P8[5.90,10.00,0.00]=4.15;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.86;null;[1.65, 10.08, 0.0]
P8[5.90,10.00,0.00]=4.16;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.75;null;[1.62, 10.14, 0.0]
P8[5.90,10.00,0.00]=4.13;P1[0.00,0.00,0.00]=9.84;P7[2.90,24.00,0.00]=13.80;null;[1.63, 10.07, 0.0]
P8[5.90,10.00,0.00]=4.11;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.78;null;[1.66, 10.12, 0.0]
P8[5.90,10.00,0.00]=4.10;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.79;null;[1.68, 10.12, 0.0]
P8[5.90,10.00,0.00]=3.87;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.81;null;[1.85, 10.09, 0.0]
P8[5.90,10.00,0.00]=3.63;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.88;null;[2.02, 10.01, 0.0]
P8[5.90,10.00,0.00]=4.15;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.82;null;[1.64, 10.1, 0.0]
P8[5.90,10.00,0.00]=3.79;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.83;null;[1.9, 10.06, 0.0]
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.83;null;[1.87, 10.06, 0.0]
P8[5.90,10.00,0.00]=3.59;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.82;null;[2.02, 10.05, 0.0]
P8[5.90,10.00,0.00]=3.60;P1[0.00,0.00,0.00]=9.91;P7[2.90,24.00,0.00]=13.82;null;[2.0, 10.04, 0.0]
P8[5.90,10.00,0.00]=3.64;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.79;null;[1.99, 10.08, 0.0]
P8[5.90,10.00,0.00]=3.83;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.78;null;[1.86, 10.1, 0.0]
P8[5.90,10.00,0.00]=3.62;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.85;null;[2.03, 10.04, 0.0]
P8[5.90,10.00,0.00]=3.55;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.73;null;[2.04, 10.13, 0.0]
P8[5.90,10.00,0.00]=3.59;P1[0.00,0.00,0.00]=10.03;P7[2.90,24.00,0.00]=13.80;null;[2.05, 10.09, 0.0]
P8[5.90,10.00,0.00]=3.96;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.82;null;[1.79, 10.09, 0.0]
P8[5.90,10.00,0.00]=3.53;P1[0.00,0.00,0.00]=10.00;P7[2.90,24.00,0.00]=13.80;null;[2.07, 10.07, 0.0]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.79;null;[1.58, 10.12, 0.0]
P8[5.90,10.00,0.00]=3.85;P1[0.00,0.00,0.00]=9.95;P7[2.90,24.00,0.00]=13.78;null;[1.84, 10.09, 0.0]
P8[5.90,10.00,0.00]=3.58;P1[0.00,0.00,0.00]=10.01;P7[2.90,24.00,0.00]=13.82;null;[2.05, 10.07, 0.0]
P8[5.90,10.00,0.00]=3.55;P1[0.00,0.00,0.00]=9.98;P7[2.90,24.00,0.00]=13.81;null;[2.05, 10.06, 0.0]
P8[5.90,10.00,0.00]=3.56;P1[0.00,0.00,0.00]=9.96;P7[2.90,24.00,0.00]=13.78;null;[2.03, 10.08, 0.0]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.79;null;[1.59, 10.13, 0.0]
P8[5.90,10.00,0.00]=4.21;P1[0.00,0.00,0.00]=9.99;P7[2.90,24.00,0.00]=13.82;null;[1.6, 10.11, 0.0]
P8[5.90,10.00,0.00]=4.22;P1[0.00,0.00,0.00]=9.94;P7[2.90,24.00,0.00]=13.79;null;[1.58, 10.11, 0.0]
P8[5.90,10.00,0.00]=4.21;P1[0.00,0.00,0.00]=9.97;P7[2.90,24.00,0.00]=13.82;null;[1.6, 10.1, 0.0]
