ID;Range;Timestamp;Erro;X;Y
P2;"3.96";1693537782948;"-0.8";4;4
P2;"3.29";1693537783042;"-0.13"
P2;"3.26";1693537783142;"-0.1"
P2;"3.23";1693537783242;"-0.07"
P2;"3.23";1693537783342;"-0.07"
P2;"3.32";1693537783442;"-0.16"
P2;"3.73";1693537783542;"-0.57"
P2;"3.43";1693537783642;"-0.27"
P2;"3.46";1693537783742;"-0.3"
P2;"3.23";1693537783842;"-0.07"
P2;"3.15";1693537783942;"0.01"
P2;"3.11";1693537784042;"0.05"
P2;"3.13";1693537784142;"0.03"
P2;"3.18";1693537784242;"-0.02"
P2;"3.7";1693537784342;"-0.54"
P2;"4.02";1693537784442;"-0.859999999999999"
P2;"4.01";1693537784542;"-0.85"
P2;"3.07";1693537784642;"0.09"
P2;"3.06";1693537784742;"0.1"
P2;"3.06";1693537784842;"0.1"
P2;"3.05";1693537784942;"0.11"
P2;"3.06";1693537785042;"0.1"
P2;"3.09";1693537785142;"0.07"
P2;"3.12";1693537785242;"0.04"
P2;"3.19";1693537785342;"-0.03"
P2;"2.98";1693537785442;"0.18"
P2;"3.11";1693537785542;"0.05"
P2;"3.04";1693537785642;"0.12"
P2;"2.99";1693537785742;"0.17"
P2;"3.08";1693537785842;"0.08"
P2;"2.96";1693537785942;"0.2"
P2;"3.48";1693537786042;"-0.32"
P2;"3";1693537786142;"0.16"
P2;"3.06";1693537786242;"0.1"
P2;"3.01";1693537786342;"0.15"
P2;"2.99";1693537786442;"0.17"
P2;"3.04";1693537786542;"0.12"
P2;"3.03";1693537786642;"0.13"
P2;"3.15";1693537786742;"0.01"
P2;"3.01";1693537786842;"0.15"
P2;"2.99";1693537786942;"0.17"
P2;"3.03";1693537787042;"0.13"
P2;"2.97";1693537787142;"0.19"
P2;"3.09";1693537787242;"0.07"
P2;"3.04";1693537787342;"0.12"
P2;"3.02";1693537787442;"0.14"
P2;"2.99";1693537787542;"0.17"
P2;"3.08";1693537787642;"0.08"
P2;"3.03";1693537787742;"0.13"
P2;"2.97";1693537787842;"0.19"
P2;"3.08";1693537787942;"0.08"
P2;"2.98";1693537788042;"0.18"
P2;"3.02";1693537788142;"0.14"
P2;"3.04";1693537788242;"0.12"
P2;"3.03";1693537788342;"0.13"
P2;"3.05";1693537788442;"0.11"
P2;"3.09";1693537788542;"0.07"
P2;"3.02";1693537788642;"0.14"
P2;"3.11";1693537788742;"0.05"
P2;"3.01";1693537788842;"0.15"
P2;"3.08";1693537788942;"0.08"
P2;"2.96";1693537789042;"0.2"
P2;"3.16";1693537789142.0
P2;"3.02";1693537789242;"0.14"
P2;"3.01";1693537789342;"0.15"
P2;"2.99";1693537789442;"0.17"
P2;3;1693537789542;"0.16"
P2;"2.99";1693537789643;"0.17"
P2;"3.02";1693537789742;"0.14"
P2;"3.05";1693537789842;"0.11"
P2;"3.13";1693537789942;"0.03"
P2;"2.98";1693537790042;"0.18"
P2;"3.02";1693537790142;"0.14"
P2;"3.11";1693537790242;"0.05"
P2;"3.01";1693537790342;"0.15"
P2;"3.04";1693537790442;"0.12"
P2;"3.01";1693537790542;"0.15"
P2;3;1693537790642;"0.16"
P2;"3.03";1693537790742;"0.13"
P2;"3.05";1693537790842;"0.11"
P2;"3.02";1693537790942;"0.14"
P2;"3.06";1693537791042;"0.1"
P2;"3.06";1693537791142;"0.1"
P2;"3.06";1693537791242;"0.1"
P2;"3.02";1693537791342;"0.14"
P2;"3.03";1693537791442;"0.13"
P2;"3.04";1693537791542;"0.12"
P2;"2.97";1693537791642;"0.19"
P2;"3.09";1693537791742;"0.07"
P2;"3.1";1693537791842;"0.06"
P2;"3.04";1693537791942;"0.12"
P2;"3.11";1693537792042;"0.05"
P2;"3.04";1693537792142;"0.12"
P2;"2.97";1693537792242;"0.19"
P2;"3.09";1693537792342;"0.07"
P2;"3.11";1693537792443;"0.05"
P2;"3.02";1693537792542;"0.14"
P2;"3.02";1693537792642;"0.14"
P2;"3.16";1693537792742.0
P2;"3.07";1693537792842;"0.09"
P2;"2.92";1693537792942;"0.24"
P2;"3.1";1693537793042;"0.06"
P2;"3.05";1693537793142;"0.11"
P2;3;1693537793242;"0.16"
P2;"2.99";1693537793342;"0.17"
P2;"2.99";1693537793442;"0.17"
P2;"2.93";1693537793542;"0.23"
P2;"3.06";1693537793642;"0.1"
P2;3;1693537793742;"0.16"
P2;"2.99";1693537793842;"0.17"
P2;"3.07";1693537793942;"0.09"
P2;"2.95";1693537794042;"0.21"
P2;"3.03";1693537794142;"0.13"
P2;3;1693537794242;"0.16"
P2;"3.07";1693537794342;"0.09"
P2;"3.06";1693537794442;"0.1"
P2;"3.07";1693537794542;"0.09"
P2;"3.06";1693537794643;"0.1"
P2;"3.06";1693537794742;"0.1"
P2;"3.02";1693537794842;"0.14"
P2;"3.01";1693537794943;"0.15"
P2;"3.08";1693537795042;"0.08"
P2;"3.09";1693537795142;"0.07"
P2;"3.05";1693537795242;"0.11"
P2;"3.07";1693537795342;"0.09"
P2;"3.03";1693537795442;"0.13"
P2;"3.02";1693537795543;"0.14"
P2;"3.02";1693537795642;"0.14"
P2;"3.1";1693537795743;"0.06"
P2;"3.04";1693537795842;"0.12"
P2;"3.06";1693537795942;"0.1"
P2;"3.1";1693537796042;"0.06"
P2;"3.01";1693537796142;"0.15"
P2;"3.06";1693537796242;"0.1"
P2;"3.08";1693537796343;"0.08"
P2;"3.01";1693537796442;"0.15"
P2;"3.04";1693537796542;"0.12"
P2;"3.03";1693537796642;"0.13"
P2;"3.03";1693537796742;"0.13"
P2;"3.04";1693537796842;"0.12"
P2;"3.06";1693537796943;"0.1"
P2;"3.03";1693537797042;"0.13"
P2;"2.98";1693537797142;"0.18"
P2;"3.07";1693537797242;"0.09"
P2;"2.99";1693537797342;"0.17"
P2;"2.97";1693537797442;"0.19"
P2;"3.04";1693537797542;"0.12"
P2;"3.02";1693537797642;"0.14"
P2;"3.03";1693537797742;"0.13"
P2;"3.11";1693537797842;"0.05"
P2;"3.05";1693537797942;"0.11"
P2;"3.02";1693537798042;"0.14"
P2;"2.94";1693537798143;"0.22"
P2;"3.02";1693537798242;"0.14"
P2;3;1693537798342;"0.16"
P2;"3.02";1693537798443;"0.14"
P2;"2.97";1693537798543;"0.19"
P2;"2.95";1693537798642;"0.21"
P2;"3.04";1693537798743;"0.12"
P2;"3.04";1693537798842;"0.12"
P2;"3.07";1693537798942;"0.09"
P2;3;1693537799142;"0.16"
P2;"3.07";1693537799242;"0.09"
P2;"2.93";1693537799342;"0.23"
P2;"3.55";1693537799443;"-0.39"
P2;"3.07";1693537799542;"0.09"
P2;3;1693537799643;"0.16"
P2;"3.1";1693537799742;"0.06"
P2;"3.03";1693537799842;"0.13"
P2;3;1693537799942;"0.16"
P2;"3.01";1693537800042;"0.15"
P2;"3.03";1693537800142;"0.13"
P2;"3.11";1693537800242;"0.05"
P2;"3.03";1693537800342;"0.13"
P2;"3.03";1693537800442;"0.13"
P2;"2.97";1693537800543;"0.19"
P2;"3.02";1693537800643;"0.14"
P2;"3.02";1693537800743;"0.14"
P2;"3.1";1693537800843;"0.06"
P2;"3.02";1693537800943;"0.14"
P2;"3.04";1693537801043;"0.12"
P2;3;1693537801143;"0.16"
P2;"3.05";1693537801242;"0.11"
P2;"3.11";1693537801343;"0.05"
P2;3;1693537801442;"0.16"
P2;"3.13";1693537801543;"0.03"
P2;"3.04";1693537801643;"0.12"
P2;"3.09";1693537801743;"0.07"
P2;"3.06";1693537801843;"0.1"
P2;"3.03";1693537801943;"0.13"
P2;3;1693537802042;"0.16"
P2;"3.03";1693537802143;"0.13"
P2;"3.03";1693537802242;"0.13"
P2;"2.99";1693537802343;"0.17"
P2;"3.1";1693537802442;"0.06"
P2;"3.12";1693537802543;"0.04"
P2;3;1693537802643;"0.16"
P2;"3.12";1693537802742;"0.04"
P2;"3.03";1693537802842;"0.13"
P2;"3.02";1693537802943;"0.14"
P2;"2.97";1693537803043;"0.19"
P2;"3.11";1693537803142;"0.05"
P2;"3.01";1693537803242;"0.15"
P2;"3.04";1693537803343;"0.12"
P2;"3.03";1693537803443;"0.13"
P2;"3.14";1693537803542;"0.02"
P2;"3.06";1693537803642;"0.1"
P2;"3.04";1693537803743;"0.12"
P2;"3.04";1693537803843;"0.12"
P2;"2.93";1693537803943;"0.23"
P2;"2.98";1693537804042;"0.18"
P2;"3.11";1693537804142;"0.05"
P2;"3.01";1693537804243;"0.15"
P2;"3.05";1693537804343;"0.11"
P2;"3.01";1693537804442;"0.15"
P2;"3.01";1693537804543;"0.15"
P2;"3.03";1693537804643;"0.13"
P2;"3.09";1693537804742;"0.07"
P2;"3.04";1693537804843;"0.12"
P2;"3.02";1693537804943;"0.14"
P2;"3.02";1693537805043;"0.14"
P2;"3.05";1693537805142;"0.11"
P2;"2.98";1693537805243;"0.18"
P2;"3.06";1693537805343;"0.1"
P2;"3.08";1693537805442;"0.08"
P2;"3.04";1693537805543;"0.12"
P2;"3.03";1693537805642;"0.13"
P2;"3.08";1693537805743;"0.08"
P2;"3.1";1693537805843;"0.06"
P2;"3.01";1693537805943;"0.15"
P2;"2.97";1693537806043;"0.19"
P2;"3.05";1693537806143;"0.11"
P2;"2.94";1693537806243;"0.22"
P2;"2.98";1693537806343;"0.18"
P2;"3.05";1693537806443;"0.11"
P2;"2.98";1693537806543;"0.18"
P2;"2.97";1693537806643;"0.19"
P2;"3.01";1693537806742;"0.15"
P2;3;1693537806843;"0.16"
P2;"2.97";1693537806943;"0.19"
P2;"3.03";1693537807043;"0.13"
P2;"2.98";1693537807143;"0.18"
P2;"3.12";1693537807243;"0.04"
P2;"3.04";1693537807343;"0.12"
P2;"3.05";1693537807443;"0.11"
P2;"3.09";1693537807543;"0.07"
P2;"3.04";1693537807643;"0.12"
P2;"3.05";1693537807743;"0.11"
P2;"3.11";1693537807843;"0.05"
P2;"3.04";1693537807943;"0.12"
P2;"3.05";1693537808043;"0.11"
P2;"3.11";1693537808143;"0.05"
P2;"3.04";1693537808243;"0.12"
P2;"3.15";1693537808343;"0.01"
P2;3;1693537808443;"0.16"
P2;"3.09";1693537808543;"0.07"
P2;"2.98";1693537808643;"0.18"
P2;"3.04";1693537808743;"0.12"
P2;"3.11";1693537808843;"0.05"
P2;"3.07";1693537808943;"0.09"
P2;"3.01";1693537809043;"0.15"
P2;"3.15";1693537809143;"0.01"
P2;"3.01";1693537809242;"0.15"
P2;"3.08";1693537809343;"0.08"
P2;"3.04";1693537809443;"0.12"
P2;"3.02";1693537809543;"0.14"
P2;"2.97";1693537809643;"0.19"
P2;"3.03";1693537809743;"0.13"
P2;"2.94";1693537809843;"0.22"
P2;"3.04";1693537809943;"0.12"
P2;"3.06";1693537810043;"0.1"
P2;"3.11";1693537810143;"0.05"
P2;"3.09";1693537810243;"0.07"
P2;"3.1";1693537810343;"0.06"
P2;"2.97";1693537810443;"0.19"
P2;"3.04";1693537810543;"0.12"
P2;"3.17";1693537810643;"-0.01"
P2;"3.11";1693537810743;"0.05"
P2;"3.06";1693537810843;"0.1"
P2;"3.07";1693537810943;"0.09"
P2;"3.02";1693537811043;"0.14"
P2;"2.98";1693537811143;"0.18"
P2;"3.09";1693537811243;"0.07"
P2;"3.03";1693537811343;"0.13"
P2;"3.03";1693537811443;"0.13"
P2;"3.04";1693537811543;"0.12"
P2;"3.01";1693537811643;"0.15"
P2;"3.05";1693537811743;"0.11"
P2;"3.1";1693537811843;"0.06"
P2;"3.03";1693537811943;"0.13"
P2;"3.01";1693537812043;"0.15"
P2;"3.12";1693537812143;"0.04"
P2;"3.09";1693537812243;"0.07"
P2;"3.04";1693537812343;"0.12"
P2;"3.06";1693537812443;"0.1"
P2;"3.06";1693537812543;"0.1"
P2;"3.03";1693537812643;"0.13"
P2;"3.03";1693537812743;"0.13"
P2;3;1693537812843;"0.16"
P2;"3.04";1693537812943;"0.12"
P2;"3.01";1693537813043;"0.15"
P2;"2.98";1693537813143;"0.18"
P2;"3.03";1693537813243;"0.13"
P2;"3.07";1693537813343;"0.09"
P2;"2.99";1693537813443;"0.17"
P2;"3.03";1693537813543;"0.13"
P2;"3.07";1693537813643;"0.09"
P2;"3.06";1693537813743;"0.1"
P2;"3.04";1693537813843;"0.12"
P2;"2.97";1693537813943;"0.19"
P2;"3.04";1693537814043;"0.12"
P2;"3.05";1693537814143;"0.11"
P2;"3.1";1693537814243;"0.06"
P2;"3.11";1693537814343;"0.05"
P2;"3.12";1693537814443;"0.04"
P2;"3.07";1693537814543;"0.09"
P2;"3.09";1693537814643;"0.07"
P2;"3.11";1693537814743;"0.05"
P2;"3.12";1693537814843;"0.04"
P2;"3.03";1693537814943;"0.13"
P2;"3.1";1693537815043;"0.06"
P2;"2.92";1693537815143;"0.24"
P2;"3.1";1693537815243;"0.06"
P2;"3.1";1693537815343;"0.06"
P2;"2.9";1693537815443;"0.26"
P2;"3.13";1693537815543;"0.03"
P2;"3.01";1693537815643;"0.15"
P2;"3.03";1693537815743;"0.13"
P2;"3.07";1693537815843;"0.09"
P2;"3.07";1693537815943;"0.09"
P2;"2.99";1693537816043;"0.17"
P2;"3.02";1693537816143;"0.14"
P2;"2.99";1693537816243;"0.17"
P2;"3.03";1693537816343;"0.13"
P2;"3.08";1693537816443;"0.08"
P2;"3.03";1693537816543;"0.13"
P2;"3.01";1693537816643;"0.15"
P2;"3.05";1693537816743;"0.11"
P2;"3.02";1693537816843;"0.14"
P2;"3.05";1693537816943;"0.11"
P2;"3.09";1693537817043;"0.07"
P2;"3.07";1693537817143;"0.09"
P2;"2.97";1693537817243;"0.19"
P2;"3.01";1693537817343;"0.15"
P2;"3.01";1693537817443;"0.15"
P2;"3.02";1693537817543;"0.14"
P2;"3.01";1693537817643;"0.15"
P2;"3.12";1693537817743;"0.04"
P2;3;1693537817843;"0.16"
P2;"3.03";1693537817943;"0.13"
P2;"3.05";1693537818043;"0.11"
P2;"3.11";1693537818143;"0.05"
P2;"3.03";1693537818243;"0.13"
P2;"3.1";1693537818343;"0.06"
P2;"2.96";1693537818443;"0.2"
P2;"3.02";1693537818543;"0.14"
P2;"3.09";1693537818643;"0.07"
P2;"2.94";1693537818743;"0.22"
P2;"3.04";1693537818843;"0.12"
P2;"2.96";1693537818943;"0.2"
P2;"3.06";1693537819043;"0.1"
P2;"3.08";1693537819143;"0.08"
P2;"2.98";1693537819243;"0.18"
P2;"3.04";1693537819343;"0.12"
P2;"3.01";1693537819443;"0.15"
P2;3;1693537819543;"0.16"
P2;"3.04";1693537819643;"0.12"
P2;"3.03";1693537819743;"0.13"
P2;"3.15";1693537819843;"0.01"
P2;"3.03";1693537819943;"0.13"
P2;"3.06";1693537820043;"0.1"
P2;"3.1";1693537820143;"0.06"
P2;"3.07";1693537820243;"0.09"
P2;"3.04";1693537820343;"0.12"
P2;"3.11";1693537820443;"0.05"
P2;"3.05";1693537820543;"0.11"
P2;"3.15";1693537820643;"0.01"
P2;"3.02";1693537820743;"0.14"
P2;"3.04";1693537820843;"0.12"
P2;"3.04";1693537820943;"0.12"
P2;"3.05";1693537821043;"0.11"
P2;"3.04";1693537821143;"0.12"
P2;"3.03";1693537821243;"0.13"
P2;"3.02";1693537821343;"0.14"
P2;3;1693537821443;"0.16"
P2;"3.11";1693537821543;"0.05"
P2;"3.12";1693537821643;"0.04"
P2;"2.99";1693537821743;"0.17"
P2;"3.01";1693537821843;"0.15"
P2;"3.04";1693537821943;"0.12"
P2;"2.98";1693537822043;"0.18"
P2;"3.1";1693537822143;"0.06"
P2;"2.99";1693537822243;"0.17"
P2;"3.03";1693537822343;"0.13"
P2;"2.99";1693537822443;"0.17"
P2;3;1693537822543;"0.16"
P2;"3.04";1693537822643;"0.12"
P2;"3.07";1693537822743;"0.09"
P2;"3.18";1693537822843;"-0.02"
P2;"3.05";1693537822943;"0.11"
P2;"3.07";1693537823043;"0.09"
P2;"3.03";1693537823143;"0.13"
P2;"3.02";1693537823243;"0.14"
P2;"2.94";1693537823343;"0.22"
P2;3;1693537823443;"0.16"
P2;"3.08";1693537823543;"0.08"
P2;"3.02";1693537823643;"0.14"
P2;"3.03";1693537823743;"0.13"
P2;"3.07";1693537823843;"0.09"
P2;"3.05";1693537823943;"0.11"
P2;"3.09";1693537824043;"0.07"
P2;"3.05";1693537824143;"0.11"
P2;3;1693537824243;"0.16"
P2;"3.08";1693537824343;"0.08"
P2;"3.11";1693537824443;"0.05"
P2;"3.08";1693537824543;"0.08"
P2;"3.01";1693537824643;"0.15"
P2;"2.99";1693537824743;"0.17"
P2;"3.03";1693537824843;"0.13"
P2;"3.06";1693537824943;"0.1"
P2;"3.08";1693537825043;"0.08"
P2;"3.08";1693537825143;"0.08"
P2;"3.03";1693537825243;"0.13"
P2;"3.5";1693537825343;"-0.34"
P2;"3.17";1693537825443;"-0.01"
P2;"3.04";1693537825543;"0.12"
P2;"3.08";1693537825643;"0.08"
P2;"2.98";1693537825743;"0.18"
P2;"3.04";1693537825843;"0.12"
P2;"3.05";1693537825943;"0.11"
P2;"3.19";1693537826043;"-0.03"
P2;"3.11";1693537826143;"0.05"
P2;"2.98";1693537826243;"0.18"
P2;3;1693537826343;"0.16"
P2;3;1693537826443;"0.16"
P2;3;1693537826543;"0.16"
P2;"3.03";1693537826643;"0.13"
P2;"3.06";1693537826743;"0.1"
P2;"3.04";1693537826843;"0.12"
P2;"3.09";1693537826943;"0.07"
P2;"3.11";1693537827043;"0.05"
P2;"3.54";1693537827143;"-0.38"
P2;"3.05";1693537827243;"0.11"
P2;"2.95";1693537827343;"0.21"
P2;"3.05";1693537827443;"0.11"
P2;"3.03";1693537827543;"0.13"
P2;"3.08";1693537827643;"0.08"
P2;"3.04";1693537827743;"0.12"
P2;"2.98";1693537827843;"0.18"
P2;"3.5";1693537827943;"-0.34"
P2;"3.16";1693537828043.0
P2;"2.99";1693537828143;"0.17"
P2;"3.09";1693537828243;"0.07"
P2;"2.93";1693537828343;"0.23"
P2;"3.11";1693537828443;"0.05"
P2;"3.07";1693537828543;"0.09"
P2;"3.12";1693537828643;"0.04"
P2;"3.07";1693537828743;"0.09"
P2;"3.01";1693537828843;"0.15"
P2;"3.05";1693537828944;"0.11"
P2;"2.91";1693537829043;"0.25"
P2;"3.05";1693537829143;"0.11"
P2;"3.1";1693537829243;"0.06"
P2;"3.04";1693537829343;"0.12"
P2;"3.17";1693537829443;"-0.01"
P2;"3.01";1693537829543;"0.15"
P2;"2.98";1693537829643;"0.18"
P2;"3.05";1693537829743;"0.11"
P2;"3.07";1693537829843;"0.09"
P2;3;1693537829943;"0.16"
P2;"3.04";1693537830043;"0.12"
P2;"3.03";1693537830143;"0.13"
P2;"3.01";1693537830243;"0.15"
P2;"3.04";1693537830343;"0.12"
P2;"2.99";1693537830443;"0.17"
P2;"3.04";1693537830543;"0.12"
P2;"3.07";1693537830643;"0.09"
P2;"3.08";1693537830743;"0.08"
P2;3;1693537830843;"0.16"
P2;"3.06";1693537830943;"0.1"
P2;"3.04";1693537831043;"0.12"
P2;"3.05";1693537831143;"0.11"
P2;"3.02";1693537831243;"0.14"
P2;"3.08";1693537831343;"0.08"
P2;"3.04";1693537831443;"0.12"
P2;"3.05";1693537831543;"0.11"
P2;"3.06";1693537831643;"0.1"
P2;"3.03";1693537831743;"0.13"
P2;"3.05";1693537831843;"0.11"
P2;"3.01";1693537831943;"0.15"
P2;"2.97";1693537832043;"0.19"
P2;"3.49";1693537832143;"-0.33"
P2;"3.12";1693537832243;"0.04"
P2;"3.1";1693537832343;"0.06"
P2;"3.06";1693537832443;"0.1"
P2;"3.08";1693537832543;"0.08"
P2;"3.07";1693537832643;"0.09"
P2;3;1693537832743;"0.16"
P2;"3.06";1693537832843;"0.1"
P2;"3.01";1693537832943;"0.15"
P2;"3.01";1693537833043;"0.15"
P2;"3.01";1693537833143;"0.15"
P2;"3.06";1693537833243;"0.1"
P2;"3.04";1693537833343;"0.12"
P2;"3.04";1693537833443;"0.12"
P2;"2.99";1693537833543;"0.17"
P2;"2.99";1693537833643;"0.17"
P2;"2.96";1693537833743;"0.2"
P2;"3.04";1693537833843;"0.12"
P2;"3.03";1693537833943;"0.13"
P2;"2.95";1693537834043;"0.21"
P2;"3.07";1693537834143;"0.09"
P2;"3.03";1693537834243;"0.13"
P2;"3.06";1693537834343;"0.1"
P2;"3.06";1693537834443;"0.1"
P2;"3.08";1693537834543;"0.08"
P2;"3.11";1693537834644;"0.05"
P2;"3.07";1693537834743;"0.09"
P2;"3.02";1693537834843;"0.14"
P2;"3.01";1693537834943;"0.15"
P2;"3.01";1693537835043;"0.15"
P2;"3.07";1693537835143;"0.09"
P2;"3.03";1693537835243;"0.13"
P2;"2.99";1693537835343;"0.17"
P2;"2.96";1693537835443;"0.2"
P2;"3.04";1693537835543;"0.12"
P2;"3.09";1693537835643;"0.07"
P2;"2.99";1693537835743;"0.17"
P2;"3.11";1693537835843;"0.05"
P2;"3.1";1693537835943;"0.06"
P2;"3.48";1693537836043;"-0.32"
P2;"3.03";1693537836143;"0.13"
P2;"3.08";1693537836243;"0.08"
P2;"3.01";1693537836343;"0.15"
P2;"3.05";1693537836443;"0.11"
P2;"3.01";1693537836543;"0.15"
P2;"3.04";1693537836643;"0.12"
P2;"3.05";1693537836743;"0.11"
P2;3;1693537836843;"0.16"
P2;"3.11";1693537836943;"0.05"
P2;"3.03";1693537837043;"0.13"
P2;"3.1";1693537837143;"0.06"
P2;"3.11";1693537837243;"0.05"
P2;"3.06";1693537837343;"0.1"
P2;"3.01";1693537837443;"0.15"
